stopwords_removed,unigrams_mlbb
"['ta', 'akun', 'ban', 'sembarang', 'tasu']","[('ta',), ('akun',), ('ban',), ('sembarang',), ('tasu',)]"
"['buruk', 'benar', 'anjg', 'ngasi', 'bapuk', 'benar', 'asuu', 'asu', 'boikot', 'anjg']","[('buruk',), ('benar',), ('anjg',), ('ngasi',), ('bapuk',), ('benar',), ('asuu',), ('asu',), ('boikot',), ('anjg',)]"
"['bagus', 'banget', 'sinyal', 'baik']","[('bagus',), ('banget',), ('sinyal',), ('baik',)]"
"['makin', 'stres', 'koontol']","[('makin',), ('stres',), ('koontol',)]"
"['sepi', 'matching', 'sampai', 'menit']","[('sepi',), ('matching',), ('sampai',), ('menit',)]"
['taik'],"[('taik',)]"
"['benar', 'masa', 'glory', 'ketemu', 'gtu', 'aneh', 'bngtt']","[('benar',), ('masa',), ('glory',), ('ketemu',), ('gtu',), ('aneh',), ('bngtt',)]"
"['percuma', 'atur', 'draft', 'beberapa', 'imbang', 'banyak', 'feedtroll', 'makin', 'mls']","[('percuma',), ('atur',), ('draft',), ('beberapa',), ('imbang',), ('banyak',), ('feedtroll',), ('makin',), ('mls',)]"
"['bintang', 'jg', 'sudah', 'uninstall', 'hilang', 'sinyal', 'full']","[('bintang',), ('jg',), ('sudah',), ('uninstall',), ('hilang',), ('sinyal',), ('full',)]"
"['opsi', 'report', 'tanding', 'guna', 'selain', 'afk', 'ayo', 'meski', 'medal', 'gold', 'bapuk', 'banyak', 'mati', 'push', 'tower', 'bagai', 'sebab', 'kalah', 'wajib', 'tindak', 'cerita', 'lebih', 'bagus', 'kemanamana', 'dalam', 'hal', 'tindak']","[('opsi',), ('report',), ('tanding',), ('guna',), ('selain',), ('afk',), ('ayo',), ('meski',), ('medal',), ('gold',), ('bapuk',), ('banyak',), ('mati',), ('push',), ('tower',), ('bagai',), ('sebab',), ('kalah',), ('wajib',), ('tindak',), ('cerita',), ('lebih',), ('bagus',), ('kemanamana',), ('dalam',), ('hal',), ('tindak',)]"
"['terlalu', 'banyak', 'akun', 'bot']","[('terlalu',), ('banyak',), ('akun',), ('bot',)]"
['buruk'],"[('buruk',)]"
"['matching', 'benar', 'jelas']","[('matching',), ('benar',), ('jelas',)]"
"['tolong', 'baik', 'bug', 'bug', 'jangan', 'event', 'patch', 'urusin', 'bug', 'bug', 'dalam', 'biarin', 'mana', 'pensi']","[('tolong',), ('baik',), ('bug',), ('bug',), ('jangan',), ('event',), ('patch',), ('urusin',), ('bug',), ('bug',), ('dalam',), ('biarin',), ('mana',), ('pensi',)]"
"['dongo', 'mentang', 'peringkat', 'global', 'kawan', 'bot', 'lose']","[('dongo',), ('mentang',), ('peringkat',), ('global',), ('kawan',), ('bot',), ('lose',)]"
"['muntun', 'tolong', 'sinyaljaringan', 'jelek', 'paket', 'lancar', 'pernah', 'pakek', 'wifi', 'sinyal', 'tetap', 'buruk', 'kesel', 'knp', 'lag', 'gerak', 'teman', 'lancar', 'jalan', 'sinyal', 'jelek', 'otomatis', 'lihat', 'lag', 'knp', 'kesel', 'push', 'renk', 'barw', 'tolong', 'muntun', 'history', 'silver', 'coklat', 'kadang', 'afk', 'knp', 'sejak', 'ab', 'tahir', 'buruk']","[('muntun',), ('tolong',), ('sinyaljaringan',), ('jelek',), ('paket',), ('lancar',), ('pernah',), ('pakek',), ('wifi',), ('sinyal',), ('tetap',), ('buruk',), ('kesel',), ('knp',), ('lag',), ('gerak',), ('teman',), ('lancar',), ('jalan',), ('sinyal',), ('jelek',), ('otomatis',), ('lihat',), ('lag',), ('knp',), ('kesel',), ('push',), ('renk',), ('barw',), ('tolong',), ('muntun',), ('history',), ('silver',), ('coklat',), ('kadang',), ('afk',), ('knp',), ('sejak',), ('ab',), ('tahir',), ('buruk',)]"
"['banyak', 'bug', 'bagi', 'ngasal']","[('banyak',), ('bug',), ('bagi',), ('ngasal',)]"
['oke'],"[('oke',)]"
"['banyak', 'gelap']","[('banyak',), ('gelap',)]"
"['emng', 'seru', 'kadang', 'stres', 'neng', 'sdkit', 'lebih', 'banyak', 'stres', 'buka', 'bahagia', 'kasi', 'bot', 'semua', 'ngerti', 'menang', 'kalah', 'ngertii', 'walaupun', 'lama', 'kolo', 'giniin', 'bosen', 'terimakasih', 'thunny']","[('emng',), ('seru',), ('kadang',), ('stres',), ('neng',), ('sdkit',), ('lebih',), ('banyak',), ('stres',), ('buka',), ('bahagia',), ('kasi',), ('bot',), ('semua',), ('ngerti',), ('menang',), ('kalah',), ('ngertii',), ('walaupun',), ('lama',), ('kolo',), ('giniin',), ('bosen',), ('terimakasih',), ('thunny',)]"
"['pilih', 'freya', 'hadiah', 'topup', 'pertama', 'beleric']","[('pilih',), ('freya',), ('hadiah',), ('topup',), ('pertama',), ('beleric',)]"
"['musuh', 'jago', 'dongo', 'capek', 'cok', 'ngegendong', 'gendong', 'tu']","[('musuh',), ('jago',), ('dongo',), ('capek',), ('cok',), ('ngegendong',), ('gendong',), ('tu',)]"
"['tolong', 'baik', 'sinyalnyaping', 'selalu', 'merah', 'lelet']","[('tolong',), ('baik',), ('sinyalnyaping',), ('selalu',), ('merah',), ('lelet',)]"
['suka'],"[('suka',)]"
"['neng', 'kalah', 'muluk', 'gara', 'gara', 'seim', 'bang', 'tolong', 'jangan', 'sik', 'sa']","[('neng',), ('kalah',), ('muluk',), ('gara',), ('gara',), ('seim',), ('bang',), ('tolong',), ('jangan',), ('sik',), ('sa',)]"
"['tolol', 'masalah', 'tulis', 'ruang', 'habis', 'banyak', 'tolol', 'gimana', 'tolol', 'banget', 'yatim']","[('tolol',), ('masalah',), ('tulis',), ('ruang',), ('habis',), ('banyak',), ('tolol',), ('gimana',), ('tolol',), ('banget',), ('yatim',)]"
"['hallo', 'tolong', 'server', 'rusak', 'semenjak', 'bug', 'border', 'avatar', 'alucard', 'lag', 'parah', 'ngefrezee', 'stuck', 'tampil', 'utama', 'kalaupun', 'bintang', 'nambah', 'menang', 'invalid']","[('hallo',), ('tolong',), ('server',), ('rusak',), ('semenjak',), ('bug',), ('border',), ('avatar',), ('alucard',), ('lag',), ('parah',), ('ngefrezee',), ('stuck',), ('tampil',), ('utama',), ('kalaupun',), ('bintang',), ('nambah',), ('menang',), ('invalid',)]"
['oah'],"[('oah',)]"
"['makin', 'makin', 'aneh', 'gelap', 'pernah', 'padan', 'opmeta', 'dipake', 'musuh', 'jago', 'bot', 'bilang', 'jago', 'bot', 'tolong']","[('makin',), ('makin',), ('aneh',), ('gelap',), ('pernah',), ('padan',), ('opmeta',), ('dipake',), ('musuh',), ('jago',), ('bot',), ('bilang',), ('jago',), ('bot',), ('tolong',)]"
"['no', 'comment']","[('no',), ('comment',)]"
"['keran', 'suka']","[('keran',), ('suka',)]"
"['ko', 'sekarang', 'susah', 'buka', 'yh', 'sayah']","[('ko',), ('sekarang',), ('susah',), ('buka',), ('yh',), ('sayah',)]"
"['turun', 'harga', 'dm']","[('turun',), ('harga',), ('dm',)]"
"['cpe', 'ketemu', 'gelap', 'semua', 'jadeh', 'makin', 'banyak', 'gelap', 'banyak', 'ngtik', 'sok', 'jago', 'hadeh', 'hadeh', 'abk', 'semua', 'cpe', 'ge', 'cpe', 'gendong', 'ketemu', 'abk', 'tolong', 'abk', 'usah', 'cpe', 'dongo', 'semua', 'cpe', 'gendong', 'dongo', 'ajg']","[('cpe',), ('ketemu',), ('gelap',), ('semua',), ('jadeh',), ('makin',), ('banyak',), ('gelap',), ('banyak',), ('ngtik',), ('sok',), ('jago',), ('hadeh',), ('hadeh',), ('abk',), ('semua',), ('cpe',), ('ge',), ('cpe',), ('gendong',), ('ketemu',), ('abk',), ('tolong',), ('abk',), ('usah',), ('cpe',), ('dongo',), ('semua',), ('cpe',), ('gendong',), ('dongo',), ('ajg',)]"
['bagus'],"[('bagus',)]"
"['kasi', 'yng', 'bagus', 'napa', 'capek', 'kalah', 'kontol']","[('kasi',), ('yng',), ('bagus',), ('napa',), ('capek',), ('kalah',), ('kontol',)]"
"['tai', 'bot', 'mending', 'hapus']","[('tai',), ('bot',), ('mending',), ('hapus',)]"
"['buruk', 'ping', 'merah', 'payah', 'ubah']","[('buruk',), ('ping',), ('merah',), ('payah',), ('ubah',)]"
"['rusak', 'mitic', 'tabrakin', 'miskirkisd']","[('rusak',), ('mitic',), ('tabrakin',), ('miskirkisd',)]"
"['habis', 'abdet', 'tambah', 'jelas', 'gems', 'internet', 'ilang', 'mohon', 'segera', 'perhati', 'nyaman', 'para']","[('habis',), ('abdet',), ('tambah',), ('jelas',), ('gems',), ('internet',), ('ilang',), ('mohon',), ('segera',), ('perhati',), ('nyaman',), ('para',)]"
"['benar', 'masa', 'layla', 'janggel', 'benar', 'baru', 'bintang', 'beban', 'asa', 'musuh', 'bagus', 'bagus', 'agak', 'jago']","[('benar',), ('masa',), ('layla',), ('janggel',), ('benar',), ('baru',), ('bintang',), ('beban',), ('asa',), ('musuh',), ('bagus',), ('bagus',), ('agak',), ('jago',)]"
"['fider', 'ripot', 'nunggu', 'dlu', 'aneh', 'bngt', 'mending', 'epep', 'rusak']","[('fider',), ('ripot',), ('nunggu',), ('dlu',), ('aneh',), ('bngt',), ('mending',), ('epep',), ('rusak',)]"
"['samakin', 'update', 'makin', 'busuk', 'sinyal', 'macet', 'tolong', 'prngertiannya']","[('samakin',), ('update',), ('makin',), ('busuk',), ('sinyal',), ('macet',), ('tolong',), ('prngertiannya',)]"
"['buruk', 'rekomendasi', 'cocok', 'buang', 'sampah']","[('buruk',), ('rekomendasi',), ('cocok',), ('buang',), ('sampah',)]"
['favorit'],"[('favorit',)]"
"['woy', 'kw', 'benar', 'lol', 'kw', 'beri', 'benar', 'ibarat', 'rombong', 'pascol', 'lawan', 'skaylar', 'tolol', 'kw', 'kalah', 'mvp', 'montan', 'capek', 'normal', 'mitic', 'hanabi', 'ispayer', 'zilong', 'roam', 'tol']","[('woy',), ('kw',), ('benar',), ('lol',), ('kw',), ('beri',), ('benar',), ('ibarat',), ('rombong',), ('pascol',), ('lawan',), ('skaylar',), ('tolol',), ('kw',), ('kalah',), ('mvp',), ('montan',), ('capek',), ('normal',), ('mitic',), ('hanabi',), ('ispayer',), ('zilong',), ('roam',), ('tol',)]"
"['gatel', 'teman', 'satu', 'jelek', 'buruk', 'kalah', 'kalah', 'mvp', 'satu', 'beban', 'tolong', 'bantu', 'asal', 'asal', 'ban']","[('gatel',), ('teman',), ('satu',), ('jelek',), ('buruk',), ('kalah',), ('kalah',), ('mvp',), ('satu',), ('beban',), ('tolong',), ('bantu',), ('asal',), ('asal',), ('ban',)]"
"['seru', 'iy']","[('seru',), ('iy',)]"
"['lihat', 'ulas', 'banyak', 'komen', 'bahkan', 'banyak', 'celah', 'ngak', 'ppa', 'bot', 'kurang', 'faham', 'hadap', 'dalam', 'se', 'pasti', 'satu', 'bodoh', 'klu', 'begini', 'banyak', 'pindah']","[('lihat',), ('ulas',), ('banyak',), ('komen',), ('bahkan',), ('banyak',), ('celah',), ('ngak',), ('ppa',), ('bot',), ('kurang',), ('faham',), ('hadap',), ('dalam',), ('se',), ('pasti',), ('satu',), ('bodoh',), ('klu',), ('begini',), ('banyak',), ('pindah',)]"
['bagus'],"[('bagus',)]"
"['adil', 'bagi']","[('adil',), ('bagi',)]"
['bagus'],"[('bagus',)]"
"['abis', 'draft', 'kenapa', 'ngeframe', 'sudah', 'tengah', 'suka', 'lag']","[('abis',), ('draft',), ('kenapa',), ('ngeframe',), ('sudah',), ('tengah',), ('suka',), ('lag',)]"
"['heh', 'monoton', 'beri', 'benar', 'sore', 'nyampe', 'subuh', 'ubah', 'makin', 'update', 'makin', 'rusak', 'ganti', 'rusak']","[('heh',), ('monoton',), ('beri',), ('benar',), ('sore',), ('nyampe',), ('subuh',), ('ubah',), ('makin',), ('update',), ('makin',), ('rusak',), ('ganti',), ('rusak',)]"
"['knpa', 'sekarang', 'lag', 'bagus']","[('knpa',), ('sekarang',), ('lag',), ('bagus',)]"
"['sll', 'teman', 'buruk', 'pdhl', 'musuh', 'pro', 'jelas', 'uninstall', 'bye', 'th', 'nyata', 'bnr', 'bukan', 'have', 'fun', 'stres']","[('sll',), ('teman',), ('buruk',), ('pdhl',), ('musuh',), ('pro',), ('jelas',), ('uninstall',), ('bye',), ('th',), ('nyata',), ('bnr',), ('bukan',), ('have',), ('fun',), ('stres',)]"
"['gam', 'jelas', 'server', 'lag', 'parah', 'belum', 'rusak', 'lancar', 'draf', 'pik', 'serfer', 'lag', 'rusak', 'nugini', 'nyaingin', 'enak', 'mundur', 'suara', 'dengerin', 'rusak', 'salah', 'serfer', 'muak', 'lag', 'ngek', 'begini', 'lama', 'lama', 'pindah', 'nanti', 'baru']","[('gam',), ('jelas',), ('server',), ('lag',), ('parah',), ('belum',), ('rusak',), ('lancar',), ('draf',), ('pik',), ('serfer',), ('lag',), ('rusak',), ('nugini',), ('nyaingin',), ('enak',), ('mundur',), ('suara',), ('dengerin',), ('rusak',), ('salah',), ('serfer',), ('muak',), ('lag',), ('ngek',), ('begini',), ('lama',), ('lama',), ('pindah',), ('nanti',), ('baru',)]"
"['nakin', 'lama', 'signal', 'makin', 'parah', 'signal', 'lancarr', 'hilang', 'frezz', 'jelas', 'banyak', 'an', 'update', 'skin', 'doank', 'perhatiin', 'unistal', 'ganti', 'rugi', 'bintang', 'minus', 'minus', 'skor']","[('nakin',), ('lama',), ('signal',), ('makin',), ('parah',), ('signal',), ('lancarr',), ('hilang',), ('frezz',), ('jelas',), ('banyak',), ('an',), ('update',), ('skin',), ('doank',), ('perhatiin',), ('unistal',), ('ganti',), ('rugi',), ('bintang',), ('minus',), ('minus',), ('skor',)]"
"['mohon', 'bosan', 'kalah', 'menang', 'menang', 'pasti', 'lanjut', 'kalah', 'bosan', 'jika', 'punya', 'teman', 'mabar', 'rekomendasi', 'mendownload']","[('mohon',), ('bosan',), ('kalah',), ('menang',), ('menang',), ('pasti',), ('lanjut',), ('kalah',), ('bosan',), ('jika',), ('punya',), ('teman',), ('mabar',), ('rekomendasi',), ('mendownload',)]"
"['this', 'not', 'fair']","[('this',), ('not',), ('fair',)]"
"['moga', 'meningal', 'dunia', 'aminn']","[('moga',), ('meningal',), ('dunia',), ('aminn',)]"
"['sinyal', 'sekarang', 'buruk', 'full']","[('sinyal',), ('sekarang',), ('buruk',), ('full',)]"
"['putus', 'henti', 'makin', 'lama', 'makin', 'jelas', 'tanding', 'feeder', 'lawan', 'pro', 'hibur', 'emosi', 'buruk']","[('putus',), ('henti',), ('makin',), ('lama',), ('makin',), ('jelas',), ('tanding',), ('feeder',), ('lawan',), ('pro',), ('hibur',), ('emosi',), ('buruk',)]"
"['tolol', 'anjg']","[('tolol',), ('anjg',)]"
"['aneh', 'kaga', 'pernah', 'benar', 'tolol']","[('aneh',), ('kaga',), ('pernah',), ('benar',), ('tolol',)]"
"['games', 'filled', 'with', 'gelap', 'systems']","[('games',), ('filled',), ('with',), ('gelap',), ('systems',)]"
"['para', 'streamer', 'pd', 'pindah', 'roblox', 'auto', 'sepi', 'rating', 'y', 'drop']","[('para',), ('streamer',), ('pd',), ('pindah',), ('roblox',), ('auto',), ('sepi',), ('rating',), ('y',), ('drop',)]"
"['punya', 'ngk', 'diri', 'tolol', 'amat', 'mentang', 'mentang', 'tolol', 'tolol', 'semua', 'haram']","[('punya',), ('ngk',), ('diri',), ('tolol',), ('amat',), ('mentang',), ('mentang',), ('tolol',), ('tolol',), ('semua',), ('haram',)]"
"['kecewa', 'rasio', 'rusak', 'gara', 'akun', 'baru']","[('kecewa',), ('rasio',), ('rusak',), ('gara',), ('akun',), ('baru',)]"
['suka'],"[('suka',)]"
"['isi', 'tolol', 'ras', 'matching', 'rusak', 'idiot']","[('isi',), ('tolol',), ('ras',), ('matching',), ('rusak',), ('idiot',)]"
"['makin', 'makin', 'jelas', 'satu', 'ktemu', 'musuh', 'keras', 'abangabang', 'imo', 'layer', 'evic', 'smua', 'jelas', 'adaada', 'lost', 'trek', 'wr', 'hancur', 'mmr', 'ancur', 'ngerti', 'sudah', 'males', 'lamalama']","[('makin',), ('makin',), ('jelas',), ('satu',), ('ktemu',), ('musuh',), ('keras',), ('abangabang',), ('imo',), ('layer',), ('evic',), ('smua',), ('jelas',), ('adaada',), ('lost',), ('trek',), ('wr',), ('hancur',), ('mmr',), ('ancur',), ('ngerti',), ('sudah',), ('males',), ('lamalama',)]"
['lancar'],"[('lancar',)]"
"['bug', 'bahkan', 'beri', 'deg', 'musuh', 'lipat']","[('bug',), ('bahkan',), ('beri',), ('deg',), ('musuh',), ('lipat',)]"
"['sebenernya', 'suka', 'banget', 'legand', 'cuma', 'sekarang', 'line', 'tentu', 'kurang', 'suka', 'banget', 'punya', 'banyak']","[('sebenernya',), ('suka',), ('banget',), ('legand',), ('cuma',), ('sekarang',), ('line',), ('tentu',), ('kurang',), ('suka',), ('banget',), ('punya',), ('banyak',)]"
"['selalu', 'kurang', 'bagus']","[('selalu',), ('kurang',), ('bagus',)]"
"['lag', 'bareng', 'beda', 'tempat', 'beda', 'beda', 'sinyal']","[('lag',), ('bareng',), ('beda',), ('tempat',), ('beda',), ('beda',), ('sinyal',)]"
['haram'],"[('haram',)]"
"['nerf', 'cici', 'cok']","[('nerf',), ('cici',), ('cok',)]"
"['bodoh', 'tres', 'pemainyah', 'apdetan', 'baru', 'kecewa']","[('bodoh',), ('tres',), ('pemainyah',), ('apdetan',), ('baru',), ('kecewa',)]"
"['tolong', 'optimal', 'bagus', 'lag', 'makin', 'update', 'makin', 'perag']","[('tolong',), ('optimal',), ('bagus',), ('lag',), ('makin',), ('update',), ('makin',), ('perag',)]"
"['terlalu', 'berat', 'pangkat', 'kecil', 'musuh', 'imbang', 'problem', 'tidahanya', 'stres', 'musuh', 'jago', 'sudah', 'lama', 'sedakan', 'baru', 'indonesia', 'cepat', 'baik', 'adil', 'benar', 'bagus', 'musuh', 'berat', 'adil', 'mohon', 'maaf', 'jika', 'sopan', 'maaf']","[('terlalu',), ('berat',), ('pangkat',), ('kecil',), ('musuh',), ('imbang',), ('problem',), ('tidahanya',), ('stres',), ('musuh',), ('jago',), ('sudah',), ('lama',), ('sedakan',), ('baru',), ('indonesia',), ('cepat',), ('baik',), ('adil',), ('benar',), ('bagus',), ('musuh',), ('berat',), ('adil',), ('mohon',), ('maaf',), ('jika',), ('sopan',), ('maaf',)]"
"['rugi', 'bagai', 'oke', 'dpet', 'slalu', 'gajelas', 'apalgi', 'prapilih', 'role', 'maksain', 'role', 'guna', 'pilih', 'dpetnya', 'roam', 'kyaknya', 'mulai', 'mikirin', 'perihal', 'dpet', 'mvp', 'kalah', 'tetap', 'nmbah', 'bintang', 'sbagai', 'bentuk', 'apresiasi', 'rugi', 'tenaga', 'mmr', 'winrate', 'bintang', 'turun', 'mikir', 'bagus', 'win', 'cuma', 'lose', 'mvp', 'semua', 'kgak', 'nyesek', 'weh', 'mikir', 'woy', 'buruk']","[('rugi',), ('bagai',), ('oke',), ('dpet',), ('slalu',), ('gajelas',), ('apalgi',), ('prapilih',), ('role',), ('maksain',), ('role',), ('guna',), ('pilih',), ('dpetnya',), ('roam',), ('kyaknya',), ('mulai',), ('mikirin',), ('perihal',), ('dpet',), ('mvp',), ('kalah',), ('tetap',), ('nmbah',), ('bintang',), ('sbagai',), ('bentuk',), ('apresiasi',), ('rugi',), ('tenaga',), ('mmr',), ('winrate',), ('bintang',), ('turun',), ('mikir',), ('bagus',), ('win',), ('cuma',), ('lose',), ('mvp',), ('semua',), ('kgak',), ('nyesek',), ('weh',), ('mikir',), ('woy',), ('buruk',)]"
"['admin', 'anjg', 'bot', 'trs']","[('admin',), ('anjg',), ('bot',), ('trs',)]"
"['banyak', 'update', 'kualitas', 'buruk', 'kikir', 'babi']","[('banyak',), ('update',), ('kualitas',), ('buruk',), ('kikir',), ('babi',)]"
"['report', 'adu', 'customer', 'servicenya', 'baik', 'jawab', 'template', 'solusi', 'parah', 'kenal', 'sampah']","[('report',), ('adu',), ('customer',), ('servicenya',), ('baik',), ('jawab',), ('template',), ('solusi',), ('parah',), ('kenal',), ('sampah',)]"
"['tanya', 'perihal', 'adil', 'alami', 'kalah', 'masif', 'fair', 'selalu', 'rugi', 'rekan', 'coba', 'report', 'tindak', 'lanjut', 'jawab', 'baik', 'dar', 'minta', 'maaf', 'mungkin', 'buruk', 'pernah', 'terimakasih']","[('tanya',), ('perihal',), ('adil',), ('alami',), ('kalah',), ('masif',), ('fair',), ('selalu',), ('rugi',), ('rekan',), ('coba',), ('report',), ('tindak',), ('lanjut',), ('jawab',), ('baik',), ('dar',), ('minta',), ('maaf',), ('mungkin',), ('buruk',), ('pernah',), ('terimakasih',)]"
['kontol'],"[('kontol',)]"
"['tolong', 'lh', 'hapus', 'darksistem', 'lebih', 'tanding', 'stuck', 'situ', 'pasti', 'darksistem', 'capek', 'cok', 'bukan', 'have', 'fun', 'stres']","[('tolong',), ('lh',), ('hapus',), ('darksistem',), ('lebih',), ('tanding',), ('stuck',), ('situ',), ('pasti',), ('darksistem',), ('capek',), ('cok',), ('bukan',), ('have',), ('fun',), ('stres',)]"
"['mikirr', 'beri', 'matching', 'romawi', 'plus', 'sedang', 'musuh', 'full', 'glory', 'emng', 'tambah', 'stres', 'heran', 'adil', 'banget', 'benar', 'benar', 'rusak', 'rusak', 'ws', 'lgsng', 'ls']","[('mikirr',), ('beri',), ('matching',), ('romawi',), ('plus',), ('sedang',), ('musuh',), ('full',), ('glory',), ('emng',), ('tambah',), ('stres',), ('heran',), ('adil',), ('banget',), ('benar',), ('benar',), ('rusak',), ('rusak',), ('ws',), ('lgsng',), ('ls',)]"
['kranjingan'],"[('kranjingan',)]"
"['jangan', 'bro', 'buang', 'buang']","[('jangan',), ('bro',), ('buang',), ('buang',)]"
"['cari', 'imbang']","[('cari',), ('imbang',)]"
"['daerah', 'jawa', 'timur', 'jawa', 'tengah', 'mati', 'babi']","[('daerah',), ('jawa',), ('timur',), ('jawa',), ('tengah',), ('mati',), ('babi',)]"
"['macam', 'isi', 'balita', 'gelap', 'semua']","[('macam',), ('isi',), ('balita',), ('gelap',), ('semua',)]"
"['benar', 'benar', 'aneh', 'bagus', 'lag', 'kadang', 'hapus', 'baru']","[('benar',), ('benar',), ('aneh',), ('bagus',), ('lag',), ('kadang',), ('hapus',), ('baru',)]"
"['aneh', 'selalu', 'gelap', 'stres', 'orng']","[('aneh',), ('selalu',), ('gelap',), ('stres',), ('orng',)]"
"['kontol', 'lag']","[('kontol',), ('lag',)]"
"['cl', 'imbang', 'masa', 'bagai', 'beban', 'musuh', 'jago', 'skill', 'sudah', 'gitu', 'wr', 'balance', 'pula', 'kalah', 'turun', 'banyak', 'win', 'naik', 'sedikit', 'sinyal', 'turun', 'naiklag', 'jumping', 'sinyal', 'tes', 'hijau', 'masalah', 'segera', 'atas', 'tetap', 'bintang', 'satu', 'dasar', 'tambah', 'stres']","[('cl',), ('imbang',), ('masa',), ('bagai',), ('beban',), ('musuh',), ('jago',), ('skill',), ('sudah',), ('gitu',), ('wr',), ('balance',), ('pula',), ('kalah',), ('turun',), ('banyak',), ('win',), ('naik',), ('sedikit',), ('sinyal',), ('turun',), ('naiklag',), ('jumping',), ('sinyal',), ('tes',), ('hijau',), ('masalah',), ('segera',), ('atas',), ('tetap',), ('bintang',), ('satu',), ('dasar',), ('tambah',), ('stres',)]"
"['abis', 'baru', 'makin', 'lag', 'bagus']","[('abis',), ('baru',), ('makin',), ('lag',), ('bagus',)]"
"['jelek', 'bnyk', 'gelap']","[('jelek',), ('bnyk',), ('gelap',)]"
['tolol'],"[('tolol',)]"
"['beri', 'pernah', 'benar', 'tolol']","[('beri',), ('pernah',), ('benar',), ('tolol',)]"
"['tolol', 'rate', 'bagus', 'report', 'laen', 'kurang', 'ks', 'report', 'respon', 'buangsat']","[('tolol',), ('rate',), ('bagus',), ('report',), ('laen',), ('kurang',), ('ks',), ('report',), ('respon',), ('buangsat',)]"
"['waras', 'dongo', 'moontod', 'poke']","[('waras',), ('dongo',), ('moontod',), ('poke',)]"
"['rusak', 'stres']","[('rusak',), ('stres',)]"
"['rusak', 'sumpah']","[('rusak',), ('sumpah',)]"
"['tolong', 'ban', 'trol', 'masa', 'make', 'zilong', 'mid', 'bilang', 'menang', 'dia', 'mati', 'nyalahin', 'satu', 'teman', 'ngedukung', 'pula', 'make', 'zilong', 'mid', 'lelah', 'pepek']","[('tolong',), ('ban',), ('trol',), ('masa',), ('make',), ('zilong',), ('mid',), ('bilang',), ('menang',), ('dia',), ('mati',), ('nyalahin',), ('satu',), ('teman',), ('ngedukung',), ('pula',), ('make',), ('zilong',), ('mid',), ('lelah',), ('pepek',)]"
"['sportif', 'adil', 'kurang', 'sportif', 'selalu', 'anggap', 'laku', 'langgar', 'kurang', 'skor', 'poin', 'admin', 'bagus', 'sportif', 'jangan', 'cundang', 'selalu', 'pihak', 'kepada', 'lain', 'cam', 'baik', 'baik', 'ingat', 'paham']","[('sportif',), ('adil',), ('kurang',), ('sportif',), ('selalu',), ('anggap',), ('laku',), ('langgar',), ('kurang',), ('skor',), ('poin',), ('admin',), ('bagus',), ('sportif',), ('jangan',), ('cundang',), ('selalu',), ('pihak',), ('kepada',), ('lain',), ('cam',), ('baik',), ('baik',), ('ingat',), ('paham',)]"
