stopwords_removed,2-gram
"['stres', 'puyeng', 'satu', 'ujung', 'losetreak', 'trs']","['losetreak_trs', 'puyeng_satu', 'satu_ujung', 'stres_puyeng', 'ujung_losetreak']"
"['epik', 'benar', 'lahh', 'ey', 'rusak', 'dongg', 'susah', 'kalah', 'lebih', 'baik', 'bintang', 'satu']","['baik_bintang', 'benar_lahh', 'bintang_satu', 'dongg_susah', 'epik_benar', 'ey_rusak', 'kalah_lebih', 'lahh_ey', 'lebih_baik', 'rusak_dongg', 'susah_kalah']"
"['bagus', 'bgtt', 'walaupun', 'lag', 'gatau', 'knp', 'wifi', 'bagus', 'win', 'kalah', 'lebih', 'win', 'gara', 'gara', 'bot', 'gitu', 'thanks']","['bagus_bgtt', 'bagus_win', 'bgtt_walaupun', 'bot_gitu', 'gara_bot', 'gara_gara', 'gatau_knp', 'gitu_thanks', 'kalah_lebih', 'knp_wifi', 'lag_gatau', 'lebih_win', 'walaupun_lag', 'wifi_bagus', 'win_gara', 'win_kalah']"
"['kontolo', 'memek']",['kontolo_memek']
"['seru', 'banget']",['seru_banget']
"['ubah', 'rang']",['ubah_rang']
"['suka', 'banget', 'seru']","['banget_seru', 'suka_banget']"
"['terimakasih', 'teman', 'nin', 'pergi', 'lama', 'mu', 'lama', 'love', 'you', 'bye']","['lama_love', 'lama_mu', 'love_you', 'mu_lama', 'nin_pergi', 'pergi_lama', 'teman_nin', 'terimakasih_teman', 'you_bye']"
['seru'],[]
"['gg', 'coo', 'keren', 'mantap', 'lebih', 'keren', 'ff', 'awokawokawok']","['coo_keren', 'ff_awokawokawok', 'gg_coo', 'keren_ff', 'keren_mantap', 'lebih_keren', 'mantap_lebih']"
"['tolong', 'lawan']",['tolong_lawan']
['tolol'],[]
"['rusak', 'bug', 'hijau', 'lag']","['bug_hijau', 'hijau_lag', 'rusak_bug']"
"['maaf', 'motoon', 'inanilahi', 'mati', 'pensi', 'cpe', 'naik', 'trun', 'naik', 'trun', 'bismilah', 'mti']","['bismilah_mti', 'cpe_naik', 'inanilahi_mati', 'maaf_motoon', 'mati_pensi', 'motoon_inanilahi', 'naik_trun', 'pensi_cpe', 'trun_bismilah', 'trun_naik']"
"['minimal', 'lgi']",['minimal_lgi']
"['tolol', 'musuh', 'susah', 'kasi', 'ws']","['kasi_ws', 'musuh_susah', 'susah_kasi', 'tolol_musuh']"
"['goblog', 'pusing']",['goblog_pusing']
"['ramah', 'sombong']",['ramah_sombong']
['lostrek'],[]
"['hadeh', 'bayak', 'gelap', 'epik', 'gj', 'jelas', 'lus']","['bayak_gelap', 'epik_gj', 'gelap_epik', 'gj_jelas', 'hadeh_bayak', 'jelas_lus']"
"['sang', 'at', 'bail', 'mi']","['at_bail', 'bail_mi', 'sang_at']"
"['timgak', 'amin']",['timgak_amin']
['bagus'],[]
"['mantap', 'sakuramba']",['mantap_sakuramba']
"['pilih', 'anjg']",['pilih_anjg']
"['sinyal', 'bagus', 'standart', 'kenapa', 'lag', 'akibat', 'hitung', 'afk', 'rugi', 'nyari', 'senang', 'stres']","['afk_rugi', 'akibat_hitung', 'bagus_standart', 'hitung_afk', 'kenapa_lag', 'lag_akibat', 'nyari_senang', 'rugi_nyari', 'senang_stres', 'sinyal_bagus', 'standart_kenapa']"
"['kalah', 'gara', 'gara', 'jago', 'bae', 'musuh', 'drack', 'semua']","['bae_musuh', 'drack_semua', 'gara_gara', 'gara_jago', 'jago_bae', 'kalah_gara', 'musuh_drack']"
['adil'],[]
"['seru', 'banget']",['seru_banget']
"['bagus', 'suka', 'makanya', 'jgn', 'bot', 'sudah', 'kg', 'bs', 'dongoo']","['bagus_suka', 'bot_sudah', 'bs_dongoo', 'jgn_bot', 'kg_bs', 'makanya_jgn', 'sudah_kg', 'suka_makanya']"
"['susah', 'banget', 'masuk', 'makin', 'berat']","['banget_masuk', 'makin_berat', 'masuk_makin', 'susah_banget']"
"['kalah', 'menang', 'sudah', 'biasa', 'kalah', 'tanpa', 'progress', 'sebal', 'baru', 'season', 'sekarang', 'alami', 'hal', 'your', 'gelap']","['alami_hal', 'baru_season', 'biasa_kalah', 'hal_your', 'kalah_menang', 'kalah_tanpa', 'menang_sudah', 'progress_sebal', 'season_sekarang', 'sebal_baru', 'sekarang_alami', 'sudah_biasa', 'tanpa_progress', 'your_gelap']"
['suka'],[]
"['seru', 'senang', 'enak', 'dimainin', 'seru', 'banget', 'teman', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'lebih', 'seru', 'sonia', 'sun', 'sun', 'guys', 'usah', 'teman', 'lebih', 'seru', 'hujanhujanan', 'dimarahin', 'tuhan']","['banget_lebih', 'banget_teman', 'dimainin_seru', 'dimarahin_tuhan', 'enak_dimainin', 'guys_usah', 'hujanhujanan_dimarahin', 'lebih_seru', 'senang_enak', 'seru_banget', 'seru_hujanhujanan', 'seru_senang', 'seru_seru', 'seru_sonia', 'sonia_sun', 'sun_guys', 'sun_sun', 'teman_lebih', 'teman_seru', 'usah_teman']"
['kontl'],[]
"['cuma', 'fokus', 'event', 'tanpa', 'optimal', 'ubah', 'ui', 'cacat', 'serius', 'fokus', 'jual', 'merchandise', 'event', 'kikir']","['cacat_serius', 'cuma_fokus', 'event_kikir', 'event_tanpa', 'fokus_event', 'fokus_jual', 'jual_merchandise', 'merchandise_event', 'optimal_ubah', 'serius_fokus', 'tanpa_optimal', 'ubah_ui', 'ui_cacat']"
"['stuck', 'baik', 'jg']","['baik_jg', 'stuck_baik']"
"['ngga', 'guna', 'ngga', 'pernah', 'beri', 'bangus']","['beri_bangus', 'guna_ngga', 'ngga_guna', 'ngga_pernah', 'pernah_beri']"
"['sinyal', 'bagus', 'gerak', 'ngentod', 'niat']","['bagus_gerak', 'gerak_ngentod', 'ngentod_niat', 'sinyal_bagus']"
"['seru', 'banyak', 'gelap', 'sytem', 'bintang', 'naik', 'legen', 'poke', 'musuh', 'top', 'globalpenjoki']","['banyak_gelap', 'bintang_naik', 'gelap_sytem', 'legen_poke', 'musuh_top', 'naik_legen', 'poke_musuh', 'seru_banyak', 'sytem_bintang', 'top_globalpenjoki']"
['jembut'],[]
['anjing'],[]
"['banyak', 'update', 'sinyal', 'server', 'urus', 'sinyal', 'bagus', 'lag']","['bagus_lag', 'banyak_update', 'server_urus', 'sinyal_bagus', 'sinyal_server', 'update_sinyal', 'urus_sinyal']"
['bagus'],[]
"['bagus', 'walaupun', 'ngelagketemu', 'gelap', 'situ', 'ajar', 'toxic', 'terimakasih', 'developer', 'makanya', 'dm', 'sampai', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh']","['ajar_toxic', 'assalamualaikum_warahmatullahi', 'bagus_walaupun', 'developer_makanya', 'dm_sampai', 'gelap_situ', 'makanya_dm', 'ngelagketemu_gelap', 'sampai_assalamualaikum', 'situ_ajar', 'terimakasih_developer', 'toxic_terimakasih', 'walaupun_ngelagketemu', 'warahmatullahi_wabarakatuh']"
"['seru', 'knpa', 'beberapa', 'parah', 'banget', 'pdhl', 'bagus', 'langsung', 'parah', 'banget', 'pdhl', 'belum', 'gprnh', 'masalah', 'lg']","['bagus_langsung', 'banget_pdhl', 'beberapa_parah', 'belum_gprnh', 'gprnh_masalah', 'knpa_beberapa', 'langsung_parah', 'masalah_lg', 'parah_banget', 'pdhl_bagus', 'pdhl_belum', 'seru_knpa']"
"['rekomendasi', 'ton', 'kurang', 'gelap']","['kurang_gelap', 'rekomendasi_ton', 'ton_kurang']"
"['pertama', 'terimakasih', 'cipta', 'epic', 'beri', 'saran', 'tolong', 'benah', 'minta', 'tolong', 'benah', 'matching', 'garis', 'bawah', 'sungguh', 'classic', 'lagend', 'dapetnya', 'pangkat', 'warior', 'masuk', 'akal', 'mohon', 'benah', 'begitu', 'sudah', 'maklum', 'classic', 'lebih']","['akal_mohon', 'bawah_sungguh', 'begitu_sudah', 'benah_begitu', 'benah_matching', 'benah_minta', 'beri_saran', 'cipta_epic', 'classic_lagend', 'classic_lebih', 'dapetnya_pangkat', 'epic_beri', 'garis_bawah', 'lagend_dapetnya', 'maklum_classic', 'masuk_akal', 'matching_garis', 'minta_tolong', 'mohon_benah', 'pangkat_warior', 'pertama_terimakasih', 'saran_tolong', 'sudah_maklum', 'sungguh_classic', 'terimakasih_cipta', 'tolong_benah', 'warior_masuk']"
"['selalu', 'adil', 'mana', 'musuh', 'terlalu', 'jago', 'mula']","['adil_mana', 'jago_mula', 'mana_musuh', 'musuh_terlalu', 'selalu_adil', 'terlalu_jago']"
"['ketemu', 'bot']",['ketemu_bot']
"['minimal', 'beri', 'musuh', 'sendiri', 'imbang', 'laa', 'sendiri', 'gabisaa', 'lawan', 'jago', 'gimana', 'menang']","['beri_musuh', 'gabisaa_lawan', 'gimana_menang', 'imbang_laa', 'jago_gimana', 'laa_sendiri', 'lawan_jago', 'minimal_beri', 'musuh_sendiri', 'sendiri_gabisaa', 'sendiri_imbang']"
"['inih', 'bagus']",['inih_bagus']
"['legends', 'seruu']",['legends_seruu']
['baik'],[]
"['kotol', 'lose', 'lose', 'moga', 'ceper', 'mati', 'nonton']","['ceper_mati', 'kotol_lose', 'lose_lose', 'lose_moga', 'mati_nonton', 'moga_ceper']"
['tai'],[]
['bantu'],[]
"['tolong', 'baik']",['tolong_baik']
"['bagus', 'ampe', 'ratarata', 'playernya', 'sdm', 'turun']","['ampe_ratarata', 'bagus_ampe', 'playernya_sdm', 'ratarata_playernya', 'sdm_turun']"
"['wah', 'keren', 'banget', 'ruang', 'clasik', 'brawel', 'arkade', 'tang', 'kasing', 'bintang', 'lima', 'musuh', 'botsemua', 'padaha', 'tang', 'epik', 'kenapa', 'musuh', 'bot']","['arkade_tang', 'banget_ruang', 'bintang_lima', 'botsemua_padaha', 'brawel_arkade', 'clasik_brawel', 'epik_kenapa', 'kasing_bintang', 'kenapa_musuh', 'keren_banget', 'lima_musuh', 'musuh_bot', 'musuh_botsemua', 'padaha_tang', 'ruang_clasik', 'tang_epik', 'tang_kasing', 'wah_keren']"
"['babi', 'selalu', 'sampah']","['babi_selalu', 'selalu_sampah']"
"['hampir', 'semuah', 'gelap', 'kecewa']","['gelap_kecewa', 'hampir_semuah', 'semuah_gelap']"
"['rusak', 'rusak']",['rusak_rusak']
"['kenapa', 'selalu', 'bot', 'capek']","['bot_capek', 'kenapa_selalu', 'selalu_bot']"
['bagong'],[]
"['gelap', 'banyak']",['gelap_banyak']
"['banyak', 'darksistem', 'n', 'lag']","['banyak_darksistem', 'darksistem_lag']"
"['skrng', 'suka', 'lag', 'pdahl', 'bukak', 'apk', 'lain', 'lancaraja']","['apk_lain', 'bukak_apk', 'lag_pdahl', 'lain_lancaraja', 'pdahl_bukak', 'skrng_suka', 'suka_lag']"
"['bagus', 'semua', 'dowlodtannya', 'selalu', 'hilang', 'tinggal', 'sekolah', 'smp', 'hilang', 'mohon', 'baik', 'moga', 'perhati', 'segitu', 'mohon', 'kerja']","['bagus_semua', 'baik_moga', 'dowlodtannya_selalu', 'hilang_mohon', 'hilang_tinggal', 'moga_perhati', 'mohon_baik', 'mohon_kerja', 'perhati_segitu', 'segitu_mohon', 'sekolah_smp', 'selalu_hilang', 'semua_dowlodtannya', 'smp_hilang', 'tinggal_sekolah']"
"['seru', 'iklann', 'skin', 'banyakk', 'lukas', 'zilong', 'lain', 'lain']","['banyakk_lukas', 'iklann_skin', 'lain_lain', 'lukas_zilong', 'seru_iklann', 'skin_banyakk', 'zilong_lain']"
"['makin', 'ancor', 'laq', 'sekrang', 'bagus']","['ancor_laq', 'laq_sekrang', 'makin_ancor', 'sekrang_bagus']"
"['makin', 'makin', 'buruk', 'selalu', 'lag', 'mulai', 'jengkel']","['buruk_selalu', 'lag_mulai', 'makin_buruk', 'makin_makin', 'mulai_jengkel', 'selalu_lag']"
"['kenapa', 'musuh', 'skin', 'skin', 'gaje', 'sekarang']","['gaje_sekarang', 'kenapa_musuh', 'musuh_skin', 'skin_gaje', 'skin_skin']"
"['jelas', 'sinyal', 'lag', 'dalem', 'buruk']","['dalem_buruk', 'jelas_sinyal', 'lag_dalem', 'sinyal_lag']"
"['kon', 'ol', 'anjg', 'lag', 'parah', 'c', 'k']","['anjg_lag', 'kon_ol', 'lag_parah', 'ol_anjg']"
"['lumayan', 'bagus', 'tipe', 'banget', 'rating', 'lebih', 'enak', 'king', 'segi', 'gamplay', 'bagus']","['bagus_tipe', 'banget_rating', 'enak_king', 'gamplay_bagus', 'king_segi', 'lebih_enak', 'lumayan_bagus', 'rating_lebih', 'segi_gamplay', 'tipe_banget']"
['draksistem'],[]
"['jelas', 'gelap', 'semua', 'gendong']","['gelap_semua', 'jelas_gelap', 'semua_gendong']"
"['ilang', 'signal']",['ilang_signal']
"['woy', 'kenapa', 'makin', 'makin', 'lag', 'sinyal', 'pdhal', 'kouta', 'byk', 'sinyal', 'hijau', 'kenapa', 'lag', 'skin', 'banyak', 'lag', 'biarin']","['banyak_lag', 'byk_sinyal', 'hijau_kenapa', 'kenapa_lag', 'kenapa_makin', 'kouta_byk', 'lag_biarin', 'lag_sinyal', 'lag_skin', 'makin_lag', 'makin_makin', 'pdhal_kouta', 'sinyal_hijau', 'sinyal_pdhal', 'skin_banyak', 'woy_kenapa']"
"['seru', 'baru', 'seru', 'teman', 'cuma', 'punya', 'keluh', 'masa', 'tadi', 'sudah', 'chat', 'yatim', 'random', 'moga', 'ramah', 'semua']","['baru_seru', 'chat_yatim', 'cuma_punya', 'keluh_masa', 'masa_tadi', 'moga_ramah', 'punya_keluh', 'ramah_semua', 'random_moga', 'seru_baru', 'seru_teman', 'sudah_chat', 'tadi_sudah', 'teman_cuma', 'yatim_random']"
"['season', 'sekarang', 'ngaco', 'auto', 'lag', 'pdhl', 'sinyal', 'wifi', 'amanalhasil', 'jd', 'kalah', 'jg', 'kacausll', 'troll']","['amanalhasil_jd', 'auto_lag', 'jd_kalah', 'jg_kacausll', 'kacausll_troll', 'kalah_jg', 'lag_pdhl', 'ngaco_auto', 'pdhl_sinyal', 'season_sekarang', 'sekarang_ngaco', 'sinyal_wifi', 'wifi_amanalhasil']"
"['macthmaking', 'busuk', 'jelas', 'banget', 'beban', 'report', 'sedang', 'sungguh', 'sungguh', 'nak', 'report', 'aneh', 'mtyhic', 'atas', 'aneh', 'aneh', 'atur', 'aneh', 'mending', 'uninstal']","['aneh_aneh', 'aneh_atur', 'aneh_mending', 'aneh_mtyhic', 'atas_aneh', 'atur_aneh', 'banget_beban', 'beban_report', 'busuk_jelas', 'jelas_banget', 'macthmaking_busuk', 'mending_uninstal', 'mtyhic_atas', 'nak_report', 'report_aneh', 'report_sedang', 'sedang_sungguh', 'sungguh_nak', 'sungguh_sungguh']"
['bagus'],[]
"['bagus', 'bget', 'ramh', 'pk']","['bagus_bget', 'bget_ramh', 'ramh_pk']"
"['sinyal', 'hijau', 'lag', 'sampai', 'afk']","['hijau_lag', 'lag_sampai', 'sampai_afk', 'sinyal_hijau']"
"['legends', 'sekarang', 'suka', 'lag', 'gajelas', 'bagus', 'lag', 'sendiri', 'knapa']","['bagus_lag', 'gajelas_bagus', 'lag_gajelas', 'lag_sendiri', 'legends_sekarang', 'sekarang_suka', 'sendiri_knapa', 'suka_lag']"
"['sampah', 'jelas', 'beranta', 'ngatur', 'kikir', 'busuk']","['beranta_ngatur', 'jelas_beranta', 'kikir_busuk', 'ngatur_kikir', 'sampah_jelas']"
"['parah', 'kena', 'kredit', 'skor', 'bs', 'ranked', 'cma', 'gara', 'gara', 'kurang', 'bs', 'sperti', 'lain', 'biar', 'lancar', 'mending', 'pindah', 'king']","['biar_lancar', 'bs_ranked', 'bs_sperti', 'cma_gara', 'gara_gara', 'gara_kurang', 'kena_kredit', 'kredit_skor', 'kurang_bs', 'lain_biar', 'lancar_mending', 'mending_pindah', 'parah_kena', 'pindah_king', 'ranked_cma', 'skor_bs', 'sperti_lain']"
['bagus'],[]
"['ngomong', 'tosix', 'sopan', 'kasihan', 'anak', 'anak', 'bawah', 'umur', 'bilang', 'mundur', 'mundur', 'lostreek', 'kualitas', 'bagus', 'mending', 'lain', 'mati', 'suri']","['anak_anak', 'anak_bawah', 'bagus_mending', 'bawah_umur', 'bilang_mundur', 'kasihan_anak', 'kualitas_bagus', 'lain_mati', 'lostreek_kualitas', 'mati_suri', 'mending_lain', 'mundur_lostreek', 'mundur_mundur', 'ngomong_tosix', 'sopan_kasihan', 'tosix_sopan', 'umur_bilang']"
"['masa', 'iya', 'ketemu', 'trio', 'gitu', 'duoyg', 'imbang']","['duoyg_imbang', 'gitu_duoyg', 'iya_ketemu', 'ketemu_trio', 'masa_iya', 'trio_gitu']"
"['kalah', 'naik', 'legendmonton', 'kecewa']","['kalah_naik', 'legendmonton_kecewa', 'naik_legendmonton']"
['haji'],[]
"['beri', 'ma', 'en', 'tolol', 'semua']","['beri_ma', 'en_tolol', 'ma_en', 'tolol_semua']"
['lumayan'],[]
"['bento', 'banyak', 'bot']","['banyak_bot', 'bento_banyak']"
"['ehh', 'poke', 'punya', 'apk', 'baharu', 'update', 'tan', 'benar', 'emosi', 'ping', 'stabil', 'fress', 'kwk', 'laq', 'laku', 'lalai', 'update']","['apk_baharu', 'baharu_update', 'benar_emosi', 'ehh_poke', 'emosi_ping', 'fress_kwk', 'kwk_laq', 'laku_lalai', 'lalai_update', 'laq_laku', 'ping_stabil', 'poke_punya', 'punya_apk', 'stabil_fress', 'tan_benar', 'update_tan']"
"['aneh', 'sekarang', 'mulai', 'mact', 'tulis', 'reconet', 'sinyal', 'bagus', 'winstrake', 'hancur', 'gara', 'gara', 'haduh', 'mohon', 'perhatianya']","['aneh_sekarang', 'bagus_winstrake', 'gara_gara', 'gara_haduh', 'haduh_mohon', 'hancur_gara', 'mact_tulis', 'mohon_perhatianya', 'mulai_mact', 'reconet_sinyal', 'sekarang_mulai', 'sinyal_bagus', 'tulis_reconet', 'winstrake_hancur']"
"['akhir', 'bug', 'jelas', 'sampai', 'late', 'mainin', 'lancar', 'suka', 'lag', 'sungguh', 'masuk', 'akal', 'tolong', 'baik']","['akal_tolong', 'akhir_bug', 'bug_jelas', 'jelas_sampai', 'lag_sungguh', 'lancar_suka', 'late_mainin', 'mainin_lancar', 'masuk_akal', 'sampai_late', 'suka_lag', 'sungguh_masuk', 'tolong_baik']"
