stopwords_removed,3-gram
"['woyy', 'kenapa', 'gabisa', 'bukak', 'bagus']","['gabisa_bukak_bagus', 'kenapa_gabisa_bukak', 'woyy_kenapa_gabisa']"
['bagus'],[]
"['bagus', 'rangin', 'gelap']",['bagus_rangin_gelap']
"['adil', 'banyak', 'beban']",['adil_banyak_beban']
"['bagus', 'banget', 'terimakasih', 'bagus']","['bagus_banget_terimakasih', 'banget_terimakasih_bagus']"
"['bagus', 'banget', 'suka']",['bagus_banget_suka']
['bagusds'],[]
"['pesan', 'tolong', 'lh', 'ringan', 'kentang', 'jauh', 'pelosok', 'ken', 'nyaman', 'alami', 'utama', 'tarung', 'lawan', 'alami', 'lag', 'langsung', 'merah', 'stabil', 'tanya', 'kenapa', 'ad', 'musuh', 'tarung', 'baru', 'bagus', 'belum', 'bagus', 'bagus', 'kenapa', 'tolong', 'tolong', 'kasi', 'ringan', 'lh', 'kepada']","['ad_musuh_tarung', 'alami_lag_langsung', 'alami_utama_tarung', 'bagus_bagus_kenapa', 'bagus_belum_bagus', 'bagus_kenapa_tolong', 'baru_bagus_belum', 'belum_bagus_bagus', 'jauh_pelosok_ken', 'kasi_ringan_lh', 'ken_nyaman_alami', 'kenapa_ad_musuh', 'kenapa_tolong_tolong', 'kentang_jauh_pelosok', 'lag_langsung_merah', 'langsung_merah_stabil', 'lawan_alami_lag', 'lh_ringan_kentang', 'merah_stabil_tanya', 'musuh_tarung_baru', 'nyaman_alami_utama', 'pelosok_ken_nyaman', 'pesan_tolong_lh', 'ringan_kentang_jauh', 'ringan_lh_kepada', 'stabil_tanya_kenapa', 'tanya_kenapa_ad', 'tarung_baru_bagus', 'tarung_lawan_alami', 'tolong_kasi_ringan', 'tolong_lh_ringan', 'tolong_tolong_kasi', 'utama_tarung_lawan']"
['kikir'],[]
"['minimal', 'tolong', 'punya', 'masuk', 'lobby', 'sinyal', 'oke', 'tibatiba', 'gm', 'bilang', 'mohon', 'maaf', 'gagal', 'sambung', 'periksa', 'jangan', 'bagus', 'minimal', 'tolong', 'baless', 'minimal']","['bagus_minimal_tolong', 'bilang_mohon_maaf', 'gagal_sambung_periksa', 'gm_bilang_mohon', 'jangan_bagus_minimal', 'lobby_sinyal_oke', 'maaf_gagal_sambung', 'masuk_lobby_sinyal', 'minimal_tolong_baless', 'minimal_tolong_punya', 'mohon_maaf_gagal', 'oke_tibatiba_gm', 'periksa_jangan_bagus', 'punya_masuk_lobby', 'sambung_periksa_jangan', 'sinyal_oke_tibatiba', 'tibatiba_gm_bilang', 'tolong_baless_minimal', 'tolong_punya_masuk']"
['bagus'],[]
"['apasih', 'jelas', 'bngt', 'afk', 'sebentar', 'trs', 'balik', 'lgi', 'kena', 'ingat', 'afk']","['afk_sebentar_trs', 'apasih_jelas_bngt', 'balik_lgi_kena', 'bngt_afk_sebentar', 'jelas_bngt_afk', 'kena_ingat_afk', 'lgi_kena_ingat', 'sebentar_trs_balik', 'trs_balik_lgi']"
"['rusakk', 'beri', 'imbang', 'lawakk', 'mana', 'lag']","['beri_imbang_lawakk', 'imbang_lawakk_mana', 'lawakk_mana_lag', 'rusakk_beri_imbang']"
['baik'],[]
"['makin', 'buriq', 'banget', 'asli', 'sumpah', 'mending', 'unistall', 'dehh', 'mainin', 'lama', 'semakain', 'jelek', 'masa', 'bagus', 'gerak', 'skill', 'analog', 'pencet', 'utama', 'bagi', 'analog', 'kadang', 'mencet', 'sendiri', 'reccal', 'vakum']","['analog_kadang_mencet', 'analog_pencet_utama', 'asli_sumpah_mending', 'bagi_analog_kadang', 'bagus_gerak_skill', 'banget_asli_sumpah', 'buriq_banget_asli', 'dehh_mainin_lama', 'gerak_skill_analog', 'jelek_masa_bagus', 'kadang_mencet_sendiri', 'lama_semakain_jelek', 'mainin_lama_semakain', 'makin_buriq_banget', 'masa_bagus_gerak', 'mencet_sendiri_reccal', 'mending_unistall_dehh', 'pencet_utama_bagi', 'semakain_jelek_masa', 'sendiri_reccal_vakum', 'skill_analog_pencet', 'sumpah_mending_unistall', 'unistall_dehh_mainin', 'utama_bagi_analog']"
"['love', 'this', 'for', 'not', 'having', 'ai', 'animation', 'for', 'their', 'trailer', 'pls', 'dont', 'change']","['ai_animation_for', 'animation_for_their', 'for_not_having', 'for_their_trailer', 'having_ai_animation', 'love_this_for', 'not_having_ai', 'pls_dont_change', 'their_trailer_pls', 'this_for_not', 'trailer_pls_dont']"
"['jangan', 'akibat', 'stres', 'jarak', 'makan', 'jarang', 'sholat', 'lebih', 'parah', 'akn', 'akibat', 'marahmarah']","['akibat_stres_jarak', 'akn_akibat_marahmarah', 'jangan_akibat_stres', 'jarak_makan_jarang', 'jarang_sholat_lebih', 'lebih_parah_akn', 'makan_jarang_sholat', 'parah_akn_akibat', 'sholat_lebih_parah', 'stres_jarak_makan']"
['bangsat'],[]
"['seru', 'gemburik']",[]
"['stres', 'banyak', 'gelap', 'epik', 'buruk', 'jangan', 'sampai', 'anak', 'kecil', 'men', 'dawlod', 'ngerusakin']","['anak_kecil_men', 'banyak_gelap_epik', 'buruk_jangan_sampai', 'epik_buruk_jangan', 'gelap_epik_buruk', 'jangan_sampai_anak', 'kecil_men_dawlod', 'men_dawlod_ngerusakin', 'sampai_anak_kecil', 'stres_banyak_gelap']"
"['makin', 'makin', 'jelas', 'loststeak', 'sampai', 'ditroll', 'kadang', 'lag', 'akibat', 'keluar', 'sendiri', 'masuk', 'langsung', 'afk', 'payah', 'mem', 'milih']","['afk_payah_mem', 'akibat_keluar_sendiri', 'ditroll_kadang_lag', 'jelas_loststeak_sampai', 'kadang_lag_akibat', 'keluar_sendiri_masuk', 'lag_akibat_keluar', 'langsung_afk_payah', 'loststeak_sampai_ditroll', 'makin_jelas_loststeak', 'makin_makin_jelas', 'masuk_langsung_afk', 'payah_mem_milih', 'sampai_ditroll_kadang', 'sendiri_masuk_langsung']"
"['selalu', 'tolol', 'admin', 'masa', 'mvp', 'defeat', 'mantep', 'mind', 'biar', 'gendong', 'bocil', 'tolol']","['admin_masa_mvp', 'biar_gendong_bocil', 'defeat_mantep_mind', 'gendong_bocil_tolol', 'mantep_mind_biar', 'masa_mvp_defeat', 'mind_biar_gendong', 'mvp_defeat_mantep', 'selalu_tolol_admin', 'tolol_admin_masa']"
"['have', 'fun']",[]
"['gemnya', 'rayan', 'seru']",['gemnya_rayan_seru']
"['banyak', 'gelap']",[]
"['woy', 'lag', 'sampai', 'crash', 'dalam', 'tanding', 'rusak', 'lol']","['crash_dalam_tanding', 'dalam_tanding_rusak', 'lag_sampai_crash', 'sampai_crash_dalam', 'tanding_rusak_lol', 'woy_lag_sampai']"
"['rusak', 'setan']",[]
"['seru', 'tolong', 'draksistemnya', 'rangin', 'sya', 'selalu', 'tolol', 'tb', 'lag', 'pdhl', 'lag', 'mohon', 'muntun', 'rangin', 'tolol', 'hehh']","['draksistemnya_rangin_sya', 'lag_mohon_muntun', 'lag_pdhl_lag', 'mohon_muntun_rangin', 'muntun_rangin_tolol', 'pdhl_lag_mohon', 'rangin_sya_selalu', 'rangin_tolol_hehh', 'selalu_tolol_tb', 'seru_tolong_draksistemnya', 'sya_selalu_tolol', 'tb_lag_pdhl', 'tolol_tb_lag', 'tolong_draksistemnya_rangin']"
"['wins', 'treak']",[]
"['bingung', 'saran', 'bawah', 'umur']","['bingung_saran_bawah', 'saran_bawah_umur']"
['hibur'],[]
"['jngn', 'rusak', 'sinyal', 'parah']","['jngn_rusak_sinyal', 'rusak_sinyal_parah']"
"['najis', 'kalah']",[]
"['busuk', 'skin', 'makin', 'banyak', 'kualitas', 'turun', 'benar', 'ingame', 'stuck', 'gerak', 'sinyal', 'hijau']","['banyak_kualitas_turun', 'benar_ingame_stuck', 'busuk_skin_makin', 'gerak_sinyal_hijau', 'ingame_stuck_gerak', 'kualitas_turun_benar', 'makin_banyak_kualitas', 'skin_makin_banyak', 'stuck_gerak_sinyal', 'turun_benar_ingame']"
"['gubluk', 'lolot', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', 'collab', 'melulu', 'benar', 'mai', 'skill', 'warrior', 'sia', 'sia', 'ranked', 'asu', 'tolong', 'tingkat', 'jgn', 'notice', 'uang', 'pernah', 'urus', 'sudah', 'gitu', 'troll', 'biasa', 'kena', 'hukum', 'ban']","['asu_tolong_tingkat', 'benar_mai_skill', 'biasa_kena_hukum', 'collab_melulu_benar', 'cuma_mikirin_uang', 'dev_kikir_cuma', 'gitu_troll_biasa', 'gubluk_lolot_dev', 'jgn_notice_uang', 'kena_hukum_ban', 'kikir_cuma_mikirin', 'lolot_dev_kikir', 'mai_skill_warrior', 'melulu_benar_mai', 'melulu_collab_melulu', 'mikirin_uang_uang', 'notice_uang_pernah', 'pernah_urus_sudah', 'ranked_asu_tolong', 'sia_ranked_asu', 'sia_sia_ranked', 'skill_warrior_sia', 'sudah_gitu_troll', 'tingkat_jgn_notice', 'tolong_tingkat_jgn', 'troll_biasa_kena', 'uang_melulu_collab', 'uang_pernah_urus', 'uang_uang_melulu', 'urus_sudah_gitu', 'warrior_sia_sia']"
"['we', 'pontoon', 'jago', 'kasi', 'jago', 'donk']","['jago_kasi_jago', 'kasi_jago_donk', 'pontoon_jago_kasi', 'we_pontoon_jago']"
"['kenapa', 'woy', 'sinyal', 'hijau', 'ping', 'ms', 'sambung', 'perangkat', 'babi', 'update', 'gagal', 'palah', 'rilis', 'tolol']","['babi_update_gagal', 'gagal_palah_rilis', 'hijau_ping_ms', 'kenapa_woy_sinyal', 'ms_sambung_perangkat', 'palah_rilis_tolol', 'perangkat_babi_update', 'ping_ms_sambung', 'sambung_perangkat_babi', 'sinyal_hijau_ping', 'update_gagal_palah', 'woy_sinyal_hijau']"
['senang'],[]
"['oke', 'tolong', 'banget', 'beri', 'musuh', 'bukan', 'ketemu', 'musuh', 'duo', 'trio', 'benar', 'benar', 'susah', 'tolong', 'banget', 'baru', 'terimakasih']","['banget_baru_terimakasih', 'banget_beri_musuh', 'benar_benar_susah', 'benar_susah_tolong', 'beri_musuh_bukan', 'bukan_ketemu_musuh', 'duo_trio_benar', 'ketemu_musuh_duo', 'musuh_bukan_ketemu', 'musuh_duo_trio', 'oke_tolong_banget', 'susah_tolong_banget', 'tolong_banget_baru', 'tolong_banget_beri', 'trio_benar_benar']"
"['oyy', 'jelsas', 'sedikit', 'napa', 'bias', 'sinyal', 'bagus', 'kadang', 'pin', 'gabisa', 'gerak', 'plislah', 'defeat', 'sakit', 'klw', 'banding', 'ff', 'gitu', 'lancar', 'bisah', 'gerak', 'kocak', 'makanya', 'yakin', 'masalah', 'bukan', 'sinyal', 'ingat', 'bukan']","['bagus_kadang_pin', 'banding_ff_gitu', 'bias_sinyal_bagus', 'bisah_gerak_kocak', 'bukan_sinyal_ingat', 'defeat_sakit_klw', 'ff_gitu_lancar', 'gabisa_gerak_plislah', 'gerak_kocak_makanya', 'gerak_plislah_defeat', 'gitu_lancar_bisah', 'jelsas_sedikit_napa', 'kadang_pin_gabisa', 'klw_banding_ff', 'kocak_makanya_yakin', 'lancar_bisah_gerak', 'makanya_yakin_masalah', 'masalah_bukan_sinyal', 'napa_bias_sinyal', 'oyy_jelsas_sedikit', 'pin_gabisa_gerak', 'plislah_defeat_sakit', 'sakit_klw_banding', 'sedikit_napa_bias', 'sinyal_bagus_kadang', 'sinyal_ingat_bukan', 'yakin_masalah_bukan']"
"['event', 'lg', 'bosen', 'trs', 'lg', 'event', 'lain']","['bosen_trs_lg', 'event_lg_bosen', 'lg_bosen_trs', 'lg_event_lain', 'trs_lg_event']"
"['otak', 'normal', 'strees']",['otak_normal_strees']
['keren'],[]
"['jangan', 'curang', 'musuh', 'komputer']","['curang_musuh_komputer', 'jangan_curang_musuh']"
['bagus'],[]
['enak'],[]
['rusak'],[]
"['selalu', 'beban', 'sengaja', 'troll', 'gelap', 'susah', 'naik', 'tahay']","['beban_sengaja_troll', 'gelap_susah_naik', 'selalu_beban_sengaja', 'sengaja_troll_gelap', 'susah_naik_tahay', 'troll_gelap_susah']"
"['bangkrut', 'baru', 'paksa', 'diamond']","['bangkrut_baru_paksa', 'baru_paksa_diamond']"
"['brawl', 'slot']",[]
"['seru', 'pokok']",[]
"['juang', 'anj']",[]
"['stiap', 'ngestak', 'pdhl', 'mh', 'aman', 'tolong', 'segera', 'baik']","['aman_tolong_segera', 'mh_aman_tolong', 'ngestak_pdhl_mh', 'pdhl_mh_aman', 'stiap_ngestak_pdhl', 'tolong_segera_baik']"
"['season', 'baru', 'ngomong', 'paling', 'parah', 'sndiri', 'tipikal', 'pernah', 'komplen', 'emng', 'kalah', 'pasti', 'lag', 'semua', 'lag', 'parah', 'musuh', 'pasti', 'gg', 'parah', 'terlalu', 'jgn', 'donlod', 'buruk']","['baru_ngomong_paling', 'emng_kalah_pasti', 'gg_parah_terlalu', 'jgn_donlod_buruk', 'kalah_pasti_lag', 'komplen_emng_kalah', 'lag_parah_musuh', 'lag_semua_lag', 'musuh_pasti_gg', 'ngomong_paling_parah', 'paling_parah_sndiri', 'parah_musuh_pasti', 'parah_sndiri_tipikal', 'parah_terlalu_jgn', 'pasti_gg_parah', 'pasti_lag_semua', 'pernah_komplen_emng', 'season_baru_ngomong', 'semua_lag_parah', 'sndiri_tipikal_pernah', 'terlalu_jgn_donlod', 'tipikal_pernah_komplen']"
"['selalu', 'lag', 'tibaba', 'mati', 'baik']","['lag_tibaba_mati', 'selalu_lag_tibaba', 'tibaba_mati_baik']"
"['masa', 'full', 'baik', 'lag', 'sendiri', 'error', 'tolong', 'baik']","['baik_lag_sendiri', 'error_tolong_baik', 'full_baik_lag', 'lag_sendiri_error', 'masa_full_baik', 'sendiri_error_tolong']"
"['banyak', 'banyak', 'istighfar']",['banyak_banyak_istighfar']
"['haram', 'naik', 'turun', 'naik', 'turun', 'asu', 'komputer']","['haram_naik_turun', 'naik_turun_asu', 'naik_turun_naik', 'turun_asu_komputer', 'turun_naik_turun']"
['bagus'],[]
"['teman', 'selalu', 'gelap', 'selalu', 'lag', 'buka', 'youtube', 'bagus', 'bagus', 'teman', 'gelap', 'ahk', 'benar', 'gg', 'pro', 'rating', 'satu', 'bintang', 'musuh', 'gg', 'sedang', 'bot', 'pokok', 'joki', 'proplayer', 'top', 'global']","['ahk_benar_gg', 'bagus_bagus_teman', 'bagus_teman_gelap', 'benar_gg_pro', 'bintang_musuh_gg', 'bot_pokok_joki', 'buka_youtube_bagus', 'gelap_ahk_benar', 'gelap_selalu_lag', 'gg_pro_rating', 'gg_sedang_bot', 'joki_proplayer_top', 'lag_buka_youtube', 'musuh_gg_sedang', 'pokok_joki_proplayer', 'pro_rating_satu', 'proplayer_top_global', 'rating_satu_bintang', 'satu_bintang_musuh', 'sedang_bot_pokok', 'selalu_gelap_selalu', 'selalu_lag_buka', 'teman_gelap_ahk', 'teman_selalu_gelap', 'youtube_bagus_bagus']"
"['bagus', 'hd', 'cakep', 'bagus', 'utama', 'obsidia']","['bagus_hd_cakep', 'bagus_utama_obsidia', 'cakep_bagus_utama', 'hd_cakep_bagus']"
['seruu'],[]
"['keren', 'bagus', 'sedikit', 'kurang', 'yaitu', 'lag', 'stabil', 'harap', 'tanggap', 'ulas', 'baik']","['bagus_sedikit_kurang', 'harap_tanggap_ulas', 'keren_bagus_sedikit', 'kurang_yaitu_lag', 'lag_stabil_harap', 'sedikit_kurang_yaitu', 'stabil_harap_tanggap', 'tanggap_ulas_baik', 'yaitu_lag_stabil']"
"['update', 'sekarang', 'freeze', 'al', 'hasil', 'lose', 'streak', 'belum', 'update', 'lancar', 'kecewa']","['al_hasil_lose', 'belum_update_lancar', 'freeze_al_hasil', 'hasil_lose_streak', 'lose_streak_belum', 'sekarang_freeze_al', 'streak_belum_update', 'update_lancar_kecewa', 'update_sekarang_freeze']"
"['cukup', 'seru', 'makin', 'lama', 'makin', 'berat', 'hpku', 'bukan', 'gaming', 'gampang', 'panas']","['berat_hpku_bukan', 'bukan_gaming_gampang', 'cukup_seru_makin', 'gaming_gampang_panas', 'hpku_bukan_gaming', 'lama_makin_berat', 'makin_berat_hpku', 'makin_lama_makin', 'seru_makin_lama']"
"['musuh', 'susah']",[]
"['atas', 'teman', 'yaitu', 'samuel', 'prabowo', 'jika', 'guna', 'samar', 'anggap', 'langgar', 'atur', 'pasal', 'undangundang']","['anggap_langgar_atur', 'atas_teman_yaitu', 'atur_pasal_undangundang', 'guna_samar_anggap', 'jika_guna_samar', 'langgar_atur_pasal', 'prabowo_jika_guna', 'samar_anggap_langgar', 'samuel_prabowo_jika', 'teman_yaitu_samuel', 'yaitu_samuel_prabowo']"
"['ngerank', 'bocil']",[]
"['fikss', 'percaya', 'banyak', 'legends', 'bang', 'bang', 'pasti', 'banyak', 'ngalamin', 'bug', 'skill', 'sinyal', 'slalu', 'hilang', 'ingame', 'rating', 'b', 'tuju', 'pihak', 'bukan', 'dua', 'ngalamin', 'kyk', 'begini', 'performa', 'turun', 'bukan', 'cuma', 'banyak', 'banyak', 'pensi', 'masalah', 'bgni', 'contoh', 'teman', 'tolong', 'developer', 'baik', 'jt', 'lebih', 'wakil']","['baik_jt_lebih', 'bang_bang_pasti', 'bang_pasti_banyak', 'banyak_banyak_pensi', 'banyak_legends_bang', 'banyak_ngalamin_bug', 'banyak_pensi_masalah', 'begini_performa_turun', 'bgni_contoh_teman', 'bug_skill_sinyal', 'bukan_cuma_banyak', 'bukan_dua_ngalamin', 'contoh_teman_tolong', 'cuma_banyak_banyak', 'developer_baik_jt', 'dua_ngalamin_kyk', 'fikss_percaya_banyak', 'hilang_ingame_rating', 'ingame_rating_tuju', 'jt_lebih_wakil', 'kyk_begini_performa', 'legends_bang_bang', 'masalah_bgni_contoh', 'ngalamin_bug_skill', 'ngalamin_kyk_begini', 'pasti_banyak_ngalamin', 'pensi_masalah_bgni', 'percaya_banyak_legends', 'performa_turun_bukan', 'pihak_bukan_dua', 'rating_tuju_pihak', 'sinyal_slalu_hilang', 'skill_sinyal_slalu', 'slalu_hilang_ingame', 'teman_tolong_developer', 'tolong_developer_baik', 'tuju_pihak_bukan', 'turun_bukan_cuma']"
"['muas', 'tolong', 'gelap', 'rangin']","['muas_tolong_gelap', 'tolong_gelap_rangin']"
"['bagus', 'reting', 'bintang']",['bagus_reting_bintang']
"['jelek', 'banyak', 'ewean', 'hapus']","['banyak_ewean_hapus', 'jelek_banyak_ewean']"
"['punya', 'kendala', 'yaitu', 'asik', 'sinyal', 'hilang', 'tampil', 'teks', 'hubung', 'tanding', 'umum', 'kuota', 'aktif', 'ping', 'hijau', 'sekitar', 'ms', 'entah', 'knp', 'makin', 'berat', 'kentang', 'sinyal', 'makin', 'kacau', 'moga', 'lain', 'lebih', 'baik']","['aktif_ping_hijau', 'asik_sinyal_hilang', 'berat_kentang_sinyal', 'entah_knp_makin', 'hijau_sekitar_ms', 'hilang_tampil_teks', 'hubung_tanding_umum', 'kacau_moga_lain', 'kendala_yaitu_asik', 'kentang_sinyal_makin', 'knp_makin_berat', 'kuota_aktif_ping', 'lain_lebih_baik', 'makin_berat_kentang', 'makin_kacau_moga', 'moga_lain_lebih', 'ms_entah_knp', 'ping_hijau_sekitar', 'punya_kendala_yaitu', 'sekitar_ms_entah', 'sinyal_hilang_tampil', 'sinyal_makin_kacau', 'tampil_teks_hubung', 'tanding_umum_kuota', 'teks_hubung_tanding', 'umum_kuota_aktif', 'yaitu_asik_sinyal']"
"['represing', 'hilang', 'stres', 'nambah', 'stres', 'lost', 'treak', 'kon']","['hilang_stres_nambah', 'lost_treak_kon', 'nambah_stres_lost', 'represing_hilang_stres', 'stres_lost_treak', 'stres_nambah_stres']"
"['tolol', 'jelas']",[]
"['buruk', 'sinyal', 'rusak', 'buruk', 'kematen', 'update', 'skin', 'kolektor', 'sinyal', 'dadak', 'hilang', 'lping', 'atas', 'begini', 'lama', 'banyak', 'uninstal', 'gara', 'sinyal', 'hilang', 'lostreak', 'njing']","['atas_begini_lama', 'banyak_uninstal_gara', 'begini_lama_banyak', 'buruk_kematen_update', 'buruk_sinyal_rusak', 'dadak_hilang_lping', 'gara_sinyal_hilang', 'hilang_lostreak_njing', 'hilang_lping_atas', 'kematen_update_skin', 'kolektor_sinyal_dadak', 'lama_banyak_uninstal', 'lping_atas_begini', 'rusak_buruk_kematen', 'sinyal_dadak_hilang', 'sinyal_hilang_lostreak', 'sinyal_rusak_buruk', 'skin_kolektor_sinyal', 'uninstal_gara_sinyal', 'update_skin_kolektor']"
"['emng', 't', 'buka', 'neng', 'stres']","['buka_neng_stres', 'emng_buka_neng']"
['bagus'],[]
"['keren', 'banget']",[]
"['tolong', 'jangan', 'darksistem', 'semua', 'anj', 'pen', 'mythic', 'glory', 'cok', 'liatt', 'komen']","['anj_pen_mythic', 'cok_liatt_komen', 'darksistem_semua_anj', 'glory_cok_liatt', 'jangan_darksistem_semua', 'mythic_glory_cok', 'pen_mythic_glory', 'semua_anj_pen', 'tolong_jangan_darksistem']"
"['lag', 'lag', 'mid', 'baru', 'lag', 'gimana', 'kalah', 'dominasi', 'duluan', 'musuh']","['baru_lag_gimana', 'dominasi_duluan_musuh', 'gimana_kalah_dominasi', 'kalah_dominasi_duluan', 'lag_gimana_kalah', 'lag_lag_mid', 'lag_mid_baru', 'mid_baru_lag']"
"['makin', 'parah', 'lag']",['makin_parah_lag']
"['jelas', 'gelap']",[]
"['minimal', 'nyepin', 'pernah', 'hoki', 'win', 'strikk', 'beri', 'komputer', 'semua', 'anj']","['beri_komputer_semua', 'hoki_win_strikk', 'komputer_semua_anj', 'minimal_nyepin_pernah', 'nyepin_pernah_hoki', 'pernah_hoki_win', 'strikk_beri_komputer', 'win_strikk_beri']"
['bagus'],[]
"['bagi', 'skin']",[]
"['asu', 'lag', 'sudah', 'pakek', 'wifipaket', 'dataa', 'tolol', 'babi', 'haramm']","['asu_lag_sudah', 'dataa_tolol_babi', 'lag_sudah_pakek', 'pakek_wifipaket_dataa', 'sudah_pakek_wifipaket', 'tolol_babi_haramm', 'wifipaket_dataa_tolol']"
"['sihh', 'gede', 'lag', 'tolol']","['gede_lag_tolol', 'sihh_gede_lag']"
"['tolol', 'co']",[]
"['benar', 'milih', 'lawan', 'sendiri', 'imbang', 'bukan', 'vs', 'afkjangan', 'beban', 'ranked', 'benah', 'vs', 'padan', 'menang', 'kalah', 'urus', 'nanti', 'turun', 'ketemu', 'gelap', 'vs', 'lalu', 'vs', 'gelap', 'bukan', 'kalah', 'fear', 'vs', 'gapapa', 'classic', 'ketemu', 'gelap', 'vs']","['afkjangan_beban_ranked', 'beban_ranked_benah', 'benah_vs_padan', 'benar_milih_lawan', 'bukan_kalah_fear', 'bukan_vs_afkjangan', 'classic_ketemu_gelap', 'fear_vs_gapapa', 'gapapa_classic_ketemu', 'gelap_bukan_kalah', 'gelap_vs_lalu', 'imbang_bukan_vs', 'kalah_fear_vs', 'kalah_urus_nanti', 'ketemu_gelap_vs', 'lalu_vs_gelap', 'lawan_sendiri_imbang', 'menang_kalah_urus', 'milih_lawan_sendiri', 'nanti_turun_ketemu', 'padan_menang_kalah', 'ranked_benah_vs', 'sendiri_imbang_bukan', 'turun_ketemu_gelap', 'urus_nanti_turun', 'vs_afkjangan_beban', 'vs_gapapa_classic', 'vs_gelap_bukan', 'vs_lalu_vs', 'vs_padan_menang']"
['sampah'],[]
['redy'],[]
"['bintang', 'bukan', 'bagus', 'jelek', 'makin', 'sekarang', 'makin', 'ngebug', 'masa', 'loby', 'warna', 'ungu', 'draf', 'suka', 'lag', 'tambah', 'bagus', 'suka', 'lag']","['bagus_jelek_makin', 'bagus_suka_lag', 'bintang_bukan_bagus', 'bukan_bagus_jelek', 'draf_suka_lag', 'jelek_makin_sekarang', 'lag_tambah_bagus', 'loby_warna_ungu', 'makin_ngebug_masa', 'makin_sekarang_makin', 'masa_loby_warna', 'ngebug_masa_loby', 'sekarang_makin_ngebug', 'suka_lag_tambah', 'tambah_bagus_suka', 'ungu_draf_suka', 'warna_ungu_draf']"
"['pencet', 'hubung', 'akun', 'wanya']","['hubung_akun_wanya', 'pencet_hubung_akun']"
"['offline', 'bintang', 'lima', 'biasa', 'hotspot', 'tetangga', 'lag', 'marah', 'pukul', 'gitu']","['biasa_hotspot_tetangga', 'bintang_lima_biasa', 'hotspot_tetangga_lag', 'lag_marah_pukul', 'lima_biasa_hotspot', 'marah_pukul_gitu', 'offline_bintang_lima', 'tetangga_lag_marah']"
"['terlalu', 'banyak', 'jasa', 'joki', 'banyak', 'beban', 'ranked', 'ripot', 'pernah', 'hasil', 'walaupun', 'skor', 'gelap', 'kacau']","['banyak_beban_ranked', 'banyak_jasa_joki', 'beban_ranked_ripot', 'hasil_walaupun_skor', 'jasa_joki_banyak', 'joki_banyak_beban', 'pernah_hasil_walaupun', 'ranked_ripot_pernah', 'ripot_pernah_hasil', 'skor_gelap_kacau', 'terlalu_banyak_jasa', 'walaupun_skor_gelap']"
"['babi', 'benar']",[]
"['gelap', 'mlu', 'gmn', 'mles', 'hpus', 'ganti']","['gelap_mlu_gmn', 'gmn_mles_hpus', 'mles_hpus_ganti', 'mlu_gmn_mles']"
"['parah', 'benar', 'selalu', 'lag', 'pdahal', 'bgus', 'sinyal', 'banyak', 'bug', 'nie', 'tolong', 'baik', 'perhati']","['banyak_bug_nie', 'benar_selalu_lag', 'bgus_sinyal_banyak', 'bug_nie_tolong', 'lag_pdahal_bgus', 'nie_tolong_baik', 'parah_benar_selalu', 'pdahal_bgus_sinyal', 'selalu_lag_pdahal', 'sinyal_banyak_bug', 'tolong_baik_perhati']"
['kombeck'],[]
"['kenapaa', 'sinyalnyaa', 'sinyal', 'bagus', 'lag', 'ahh', 'rusak', 'napa']","['ahh_rusak_napa', 'bagus_lag_ahh', 'kenapaa_sinyalnyaa_sinyal', 'lag_ahh_rusak', 'sinyal_bagus_lag', 'sinyalnyaa_sinyal_bagus']"
"['tolong', 'rangin', 'mb']",['tolong_rangin_mb']
"['oii', 'awas', 'misal', 'magic', 'core', 'reset', 'bulan', 'sumpahin', 'pasti', 'blunder', 'pasti', 'makin', 'sepi', 'nanti', 'gara', 'hal']","['awas_misal_magic', 'blunder_pasti_makin', 'bulan_sumpahin_pasti', 'core_reset_bulan', 'magic_core_reset', 'makin_sepi_nanti', 'misal_magic_core', 'nanti_gara_hal', 'oii_awas_misal', 'pasti_blunder_pasti', 'pasti_makin_sepi', 'reset_bulan_sumpahin', 'sepi_nanti_gara', 'sumpahin_pasti_blunder']"
"['akun', 'kenapa', 'kaitin', 'suatu', 'salah', 'satu', 'opsi', 'akun', 'ilang', 'bind']","['akun_ilang_bind', 'akun_kenapa_kaitin', 'kaitin_suatu_salah', 'kenapa_kaitin_suatu', 'opsi_akun_ilang', 'salah_satu_opsi', 'satu_opsi_akun', 'suatu_salah_satu']"
"['sekarang', 'mudah', 'lag', 'loding', 'lama', 'wifi', 'masuk', 'masuk', 'afk', 'mohon', 'bantu', 'pak']","['afk_mohon_bantu', 'lag_loding_lama', 'lama_wifi_masuk', 'loding_lama_wifi', 'masuk_afk_mohon', 'masuk_masuk_afk', 'mohon_bantu_pak', 'mudah_lag_loding', 'sekarang_mudah_lag', 'wifi_masuk_masuk']"
['bgus'],[]
"['mermerlukan', 'luar', 'biasa']",['mermerlukan_luar_biasa']
"['bagus', 'kadang', 'masalah', 'seru', 'kesal', 'senang']","['bagus_kadang_masalah', 'kadang_masalah_seru', 'masalah_seru_kesal', 'seru_kesal_senang']"
