stopwords_removed,3-gram
['kontol'],[]
"['tolong', 'lh', 'hapus', 'darksistem', 'lebih', 'tanding', 'stuck', 'situ', 'pasti', 'darksistem', 'capek', 'cok', 'bukan', 'have', 'fun', 'stres']","['bukan_have_fun', 'capek_cok_bukan', 'cok_bukan_have', 'darksistem_capek_cok', 'darksistem_lebih_tanding', 'hapus_darksistem_lebih', 'have_fun_stres', 'lebih_tanding_stuck', 'lh_hapus_darksistem', 'pasti_darksistem_capek', 'situ_pasti_darksistem', 'stuck_situ_pasti', 'tanding_stuck_situ', 'tolong_lh_hapus']"
"['mikirr', 'beri', 'matching', 'romawi', 'plus', 'sedang', 'musuh', 'full', 'glory', 'emng', 'tambah', 'stres', 'heran', 'adil', 'banget', 'benar', 'benar', 'rusak', 'rusak', 'ws', 'lgsng', 'ls']","['adil_banget_benar', 'banget_benar_benar', 'benar_benar_rusak', 'benar_rusak_rusak', 'beri_matching_romawi', 'emng_tambah_stres', 'full_glory_emng', 'glory_emng_tambah', 'heran_adil_banget', 'matching_romawi_plus', 'mikirr_beri_matching', 'musuh_full_glory', 'plus_sedang_musuh', 'romawi_plus_sedang', 'rusak_rusak_ws', 'rusak_ws_lgsng', 'sedang_musuh_full', 'stres_heran_adil', 'tambah_stres_heran', 'ws_lgsng_ls']"
['kranjingan'],[]
"['jangan', 'bro', 'buang', 'buang']","['bro_buang_buang', 'jangan_bro_buang']"
"['cari', 'imbang']",[]
"['daerah', 'jawa', 'timur', 'jawa', 'tengah', 'mati', 'babi']","['daerah_jawa_timur', 'jawa_tengah_mati', 'jawa_timur_jawa', 'tengah_mati_babi', 'timur_jawa_tengah']"
"['macam', 'isi', 'balita', 'gelap', 'semua']","['balita_gelap_semua', 'isi_balita_gelap', 'macam_isi_balita']"
"['benar', 'benar', 'aneh', 'bagus', 'lag', 'kadang', 'hapus', 'baru']","['aneh_bagus_lag', 'bagus_lag_kadang', 'benar_aneh_bagus', 'benar_benar_aneh', 'kadang_hapus_baru', 'lag_kadang_hapus']"
"['aneh', 'selalu', 'gelap', 'stres', 'orng']","['aneh_selalu_gelap', 'gelap_stres_orng', 'selalu_gelap_stres']"
"['kontol', 'lag']",[]
"['cl', 'imbang', 'masa', 'bagai', 'beban', 'musuh', 'jago', 'skill', 'sudah', 'gitu', 'wr', 'balance', 'pula', 'kalah', 'turun', 'banyak', 'win', 'naik', 'sedikit', 'sinyal', 'turun', 'naiklag', 'jumping', 'sinyal', 'tes', 'hijau', 'masalah', 'segera', 'atas', 'tetap', 'bintang', 'satu', 'dasar', 'tambah', 'stres']","['atas_tetap_bintang', 'bagai_beban_musuh', 'balance_pula_kalah', 'banyak_win_naik', 'beban_musuh_jago', 'bintang_satu_dasar', 'cl_imbang_masa', 'dasar_tambah_stres', 'gitu_wr_balance', 'hijau_masalah_segera', 'imbang_masa_bagai', 'jago_skill_sudah', 'jumping_sinyal_tes', 'kalah_turun_banyak', 'masa_bagai_beban', 'masalah_segera_atas', 'musuh_jago_skill', 'naik_sedikit_sinyal', 'naiklag_jumping_sinyal', 'pula_kalah_turun', 'satu_dasar_tambah', 'sedikit_sinyal_turun', 'segera_atas_tetap', 'sinyal_tes_hijau', 'sinyal_turun_naiklag', 'skill_sudah_gitu', 'sudah_gitu_wr', 'tes_hijau_masalah', 'tetap_bintang_satu', 'turun_banyak_win', 'turun_naiklag_jumping', 'win_naik_sedikit', 'wr_balance_pula']"
"['abis', 'baru', 'makin', 'lag', 'bagus']","['abis_baru_makin', 'baru_makin_lag', 'makin_lag_bagus']"
"['jelek', 'bnyk', 'gelap']",['jelek_bnyk_gelap']
['tolol'],[]
"['beri', 'pernah', 'benar', 'tolol']","['beri_pernah_benar', 'pernah_benar_tolol']"
"['tolol', 'rate', 'bagus', 'report', 'laen', 'kurang', 'ks', 'report', 'respon', 'buangsat']","['bagus_report_laen', 'ks_report_respon', 'kurang_ks_report', 'laen_kurang_ks', 'rate_bagus_report', 'report_laen_kurang', 'report_respon_buangsat', 'tolol_rate_bagus']"
"['waras', 'dongo', 'moontod', 'poke']","['dongo_moontod_poke', 'waras_dongo_moontod']"
"['rusak', 'stres']",[]
"['rusak', 'sumpah']",[]
"['tolong', 'ban', 'trol', 'masa', 'make', 'zilong', 'mid', 'bilang', 'menang', 'dia', 'mati', 'nyalahin', 'satu', 'teman', 'ngedukung', 'pula', 'make', 'zilong', 'mid', 'lelah', 'pepek']","['ban_trol_masa', 'bilang_menang_dia', 'dia_mati_nyalahin', 'make_zilong_mid', 'masa_make_zilong', 'mati_nyalahin_satu', 'menang_dia_mati', 'mid_bilang_menang', 'mid_lelah_pepek', 'ngedukung_pula_make', 'nyalahin_satu_teman', 'pula_make_zilong', 'satu_teman_ngedukung', 'teman_ngedukung_pula', 'tolong_ban_trol', 'trol_masa_make', 'zilong_mid_bilang', 'zilong_mid_lelah']"
"['sportif', 'adil', 'kurang', 'sportif', 'selalu', 'anggap', 'laku', 'langgar', 'kurang', 'skor', 'poin', 'admin', 'bagus', 'sportif', 'jangan', 'cundang', 'selalu', 'pihak', 'kepada', 'lain', 'cam', 'baik', 'baik', 'ingat', 'paham']","['adil_kurang_sportif', 'admin_bagus_sportif', 'anggap_laku_langgar', 'bagus_sportif_jangan', 'baik_baik_ingat', 'baik_ingat_paham', 'cam_baik_baik', 'cundang_selalu_pihak', 'jangan_cundang_selalu', 'kepada_lain_cam', 'kurang_skor_poin', 'kurang_sportif_selalu', 'lain_cam_baik', 'laku_langgar_kurang', 'langgar_kurang_skor', 'pihak_kepada_lain', 'poin_admin_bagus', 'selalu_anggap_laku', 'selalu_pihak_kepada', 'skor_poin_admin', 'sportif_adil_kurang', 'sportif_jangan_cundang', 'sportif_selalu_anggap']"
"['reng', 'kecil', 'kasi', 'lwan', 'reng', 'tinggi', 'pasti', 'kalah']","['kasi_lwan_reng', 'kecil_kasi_lwan', 'lwan_reng_tinggi', 'reng_kecil_kasi', 'reng_tinggi_pasti', 'tinggi_pasti_kalah']"
"['ngapasi', 'lag', 'make', 'kouta', 'lag', 'kontes', 'lord', 'lag']","['kontes_lord_lag', 'kouta_lag_kontes', 'lag_kontes_lord', 'lag_make_kouta', 'make_kouta_lag', 'ngapasi_lag_make']"
"['babi', 'gemar', 'banyak', 'pernah', 'baik', 'diam', 'mending', 'lebih', 'asik']","['babi_gemar_banyak', 'baik_diam_mending', 'banyak_pernah_baik', 'diam_mending_lebih', 'gemar_banyak_pernah', 'mending_lebih_asik', 'pernah_baik_diam']"
"['overall', 'bagus', 'masa', 'besar', 'iya', 'jelas', 'gajelas', 'inti', 'minggu', 'kemaren', 'menang', 'please', 'mohon', 'banget', 'baik', 'ulang', 'gi', 'grandmaster', 'kompak', 'masa', 'atas', 'susah', 'banget']","['atas_susah_banget', 'bagus_masa_besar', 'baik_ulang_gi', 'banget_baik_ulang', 'besar_iya_jelas', 'gajelas_inti_minggu', 'gi_grandmaster_kompak', 'grandmaster_kompak_masa', 'inti_minggu_kemaren', 'iya_jelas_gajelas', 'jelas_gajelas_inti', 'kemaren_menang_please', 'kompak_masa_atas', 'masa_atas_susah', 'masa_besar_iya', 'menang_please_mohon', 'minggu_kemaren_menang', 'mohon_banget_baik', 'overall_bagus_masa', 'please_mohon_banget', 'ulang_gi_grandmaster']"
"['woy', 'cok', 'dancok', 'gamr', 'mu', 'koyok', 'gatell', 'asu', 'kirekk', 'dancok']","['asu_kirekk_dancok', 'cok_dancok_gamr', 'dancok_gamr_mu', 'gamr_mu_koyok', 'gatell_asu_kirekk', 'koyok_gatell_asu', 'mu_koyok_gatell', 'woy_cok_dancok']"
"['busuk', 'server', 'aneh', 'kalah', 'mach', 'aneh', 'busuk', 'sedang', 'musuh', 'bagus', 'sudah', 'ganti', 'akun', 'baru', 'tetap', 'grafik', 'bagusin', 'event', 'banyakin', 'play', 'benahin', 'tetap', 'busuk', 'sen', 'tolol', 'mach', 'imbang']","['akun_baru_tetap', 'aneh_busuk_sedang', 'aneh_kalah_mach', 'bagus_sudah_ganti', 'bagusin_event_banyakin', 'banyakin_play_benahin', 'baru_tetap_grafik', 'benahin_tetap_busuk', 'busuk_sedang_musuh', 'busuk_sen_tolol', 'busuk_server_aneh', 'event_banyakin_play', 'ganti_akun_baru', 'grafik_bagusin_event', 'kalah_mach_aneh', 'mach_aneh_busuk', 'musuh_bagus_sudah', 'play_benahin_tetap', 'sedang_musuh_bagus', 'sen_tolol_mach', 'server_aneh_kalah', 'sudah_ganti_akun', 'tetap_busuk_sen', 'tetap_grafik_bagusin', 'tolol_mach_imbang']"
['kalah'],[]
"['kenapa', 'sudah', 'update', 'sekarang', 'lebih', 'terputuskoneksi', 'lambatdelayy', 'ganggu', 'kenceng', 'wifidataa']","['ganggu_kenceng_wifidataa', 'kenapa_sudah_update', 'lambatdelayy_ganggu_kenceng', 'lebih_terputuskoneksi_lambatdelayy', 'sekarang_lebih_terputuskoneksi', 'sudah_update_sekarang', 'terputuskoneksi_lambatdelayy_ganggu', 'update_sekarang_lebih']"
"['woy', 'developer', 'makin', 'update', 'makin', 'busuk', 'bug', 'benar', 'rusak', 'server', 'busuk', 'ngaco', 'bug', 'update', 'makin', 'parah']","['benar_rusak_server', 'bug_benar_rusak', 'bug_update_makin', 'busuk_bug_benar', 'busuk_ngaco_bug', 'developer_makin_update', 'makin_busuk_bug', 'makin_update_makin', 'ngaco_bug_update', 'rusak_server_busuk', 'server_busuk_ngaco', 'update_makin_busuk', 'update_makin_parah', 'woy_developer_makin']"
"['tolong', 'beri', 'benar']",['tolong_beri_benar']
"['please', 'fix', 'you', 'server', 'because', 'lag', 'play', 'if', 'used', 'wify', 'and', 'plaese', 'fix', 'chaeter', 'this', 'oke', 'if', 'you', 'already', 'fix', 'lag', 'and', 'cheater', 'wa', 'nt', 'gift', 'you', 'stars', 'oke']","['already_fix_lag', 'and_cheater_wa', 'and_plaese_fix', 'because_lag_play', 'chaeter_this_oke', 'cheater_wa_nt', 'fix_chaeter_this', 'fix_lag_and', 'fix_you_server', 'gift_you_stars', 'if_used_wify', 'if_you_already', 'lag_and_cheater', 'lag_play_if', 'nt_gift_you', 'oke_if_you', 'plaese_fix_chaeter', 'play_if_used', 'please_fix_you', 'server_because_lag', 'this_oke_if', 'used_wify_and', 'wa_nt_gift', 'wify_and_plaese', 'you_already_fix', 'you_server_because', 'you_stars_oke']"
"['taik', 'lostrek']",[]
"['sumpah', 'matckingnya', 'lama', 'banget', 'cuma', 'rool', 'sumpag', 'ngotak', 'lama']","['banget_cuma_rool', 'cuma_rool_sumpag', 'lama_banget_cuma', 'matckingnya_lama_banget', 'rool_sumpag_ngotak', 'sumpag_ngotak_lama', 'sumpah_matckingnya_lama']"
"['pantes', 'ktemu', 'becus', 'sinyal', 'lag', 'sendiri', 'hapus', 'play', 'store']","['becus_sinyal_lag', 'hapus_play_store', 'ktemu_becus_sinyal', 'lag_sendiri_hapus', 'pantes_ktemu_becus', 'sendiri_hapus_play', 'sinyal_lag_sendiri']"
"['jelas', 'lama', 'digabungin', 'semua', 'bocil', 'resah', 'gendong', 'lama', 'males', 'sumpah', 'digabungin', 'tot']","['bocil_resah_gendong', 'digabungin_semua_bocil', 'gendong_lama_males', 'jelas_lama_digabungin', 'lama_digabungin_semua', 'lama_males_sumpah', 'males_sumpah_digabungin', 'resah_gendong_lama', 'semua_bocil_resah', 'sumpah_digabungin_tot']"
"['knapa', 'ketemu', 'top', 'global', 'sentuh', 'top', 'provinsi', 'belum', 'blas']","['global_sentuh_top', 'ketemu_top_global', 'knapa_ketemu_top', 'provinsi_belum_blas', 'sentuh_top_provinsi', 'top_global_sentuh', 'top_provinsi_belum']"
"['tolong', 'misal', 'chat', 'masuk', 'sensitif', 'ilangin', 'minimal', 'kocak', 'biar', 'plonga', 'plongo', 'nungguin', 'balesin', 'chat', 'nyata', 'emg', 'kirim']","['balesin_chat_nyata', 'biar_plonga_plongo', 'chat_masuk_sensitif', 'chat_nyata_emg', 'ilangin_minimal_kocak', 'kocak_biar_plonga', 'masuk_sensitif_ilangin', 'minimal_kocak_biar', 'misal_chat_masuk', 'nungguin_balesin_chat', 'nyata_emg_kirim', 'plonga_plongo_nungguin', 'plongo_nungguin_balesin', 'sensitif_ilangin_minimal', 'tolong_misal_chat']"
['tres'],[]
"['anjing', 'pay', 'win', 'bangsat']","['anjing_pay_win', 'pay_win_bangsat']"
"['hilang', 'stres', 'selalu', 'stres', 'garagara', 'banyak', 'ngerti']","['garagara_banyak_ngerti', 'hilang_stres_selalu', 'selalu_stres_garagara', 'stres_garagara_banyak', 'stres_selalu_stres']"
"['bedain', 'skill', 'playernya', 'masa', 'jago', 'dongo', 'mana', 'musuh', 'jago', 'mytic', 'masa', 'nasih', 'epick', 'aneh', 'oon']","['bedain_skill_playernya', 'dongo_mana_musuh', 'epick_aneh_oon', 'jago_dongo_mana', 'jago_mytic_masa', 'mana_musuh_jago', 'masa_jago_dongo', 'masa_nasih_epick', 'musuh_jago_mytic', 'mytic_masa_nasih', 'nasih_epick_aneh', 'playernya_masa_jago', 'skill_playernya_masa']"
['seru'],[]
"['jelek', 'banget', 'drafpick', 'oot', 'semua', 'benar']","['banget_drafpick_oot', 'drafpick_oot_semua', 'jelek_banget_drafpick', 'oot_semua_benar']"
"['kon', 'tol', 'lawan', 'keras', 'iya', 'kelas', 'ajg', 'naikin', 'bintang', 'susah', 'minta', 'ampun', 'kocak', 'beri', 'cacat', 'gelap', 'taeklah', 'makin', 'lama', 'seru', 'imbang', 'beri', 'dasar', 'ajg', 'moontoon', 'asu']","['ajg_moontoon_asu', 'ajg_naikin_bintang', 'ampun_kocak_beri', 'beri_cacat_gelap', 'beri_dasar_ajg', 'bintang_susah_minta', 'cacat_gelap_taeklah', 'dasar_ajg_moontoon', 'gelap_taeklah_makin', 'imbang_beri_dasar', 'iya_kelas_ajg', 'kelas_ajg_naikin', 'keras_iya_kelas', 'kocak_beri_cacat', 'kon_tol_lawan', 'lama_seru_imbang', 'lawan_keras_iya', 'makin_lama_seru', 'minta_ampun_kocak', 'naikin_bintang_susah', 'seru_imbang_beri', 'susah_minta_ampun', 'taeklah_makin_lama', 'tol_lawan_keras']"
"['matcmaking', 'buruk', 'ktmu', 'musuh', 'jago', 'buruk', 'afk', 'dll', 'gajelas', 'banyak', 'joki', 'jd', 'sakarepmu']","['afk_dll_gajelas', 'banyak_joki_jd', 'buruk_afk_dll', 'buruk_ktmu_musuh', 'dll_gajelas_banyak', 'gajelas_banyak_joki', 'jago_buruk_afk', 'joki_jd_sakarepmu', 'ktmu_musuh_jago', 'matcmaking_buruk_ktmu', 'musuh_jago_buruk']"
"['bagai', 'user', 'layla', 'kecewauntuk', 'skin', 'layla', 'tema', 'nexus', 'sea', 'jangan', 'ubah', 'skin', 'benar', 'suka', 'desain', 'skinnya', 'tolong', 'jangan', 'ubah', 'skin', 'sudah', 'nunggu', 'skin', 'layla', 'baru', 'nyata', 'serius', 'rilissaya', 'sudah', 'nunggu', 'berapa', 'bulan', 'skin', 'layla', 'desain']","['bagai_user_layla', 'baru_nyata_serius', 'benar_suka_desain', 'berapa_bulan_skin', 'bulan_skin_layla', 'desain_skinnya_tolong', 'jangan_ubah_skin', 'kecewauntuk_skin_layla', 'layla_baru_nyata', 'layla_kecewauntuk_skin', 'layla_tema_nexus', 'nexus_sea_jangan', 'nunggu_berapa_bulan', 'nunggu_skin_layla', 'nyata_serius_rilissaya', 'rilissaya_sudah_nunggu', 'sea_jangan_ubah', 'serius_rilissaya_sudah', 'skin_benar_suka', 'skin_layla_baru', 'skin_layla_desain', 'skin_layla_tema', 'skin_sudah_nunggu', 'skinnya_tolong_jangan', 'sudah_nunggu_berapa', 'sudah_nunggu_skin', 'suka_desain_skinnya', 'tema_nexus_sea', 'tolong_jangan_ubah', 'ubah_skin_benar', 'ubah_skin_sudah', 'user_layla_kecewauntuk']"
"['mooton', 'makin', 'makin', 'jelas', 'ngapain', 'turun', 'season', 'segala', 'tolol', 'amat']","['jelas_ngapain_turun', 'makin_jelas_ngapain', 'makin_makin_jelas', 'mooton_makin_makin', 'ngapain_turun_season', 'season_segala_tolol', 'segala_tolol_amat', 'turun_season_segala']"
"['tahu', 'kenapa', 'bisu', 'percakapanmute', 'mulai', 'kena', 'teman', 'bagus', 'mulai', 'asik']","['bagus_mulai_asik', 'bisu_percakapanmute_mulai', 'kena_teman_bagus', 'kenapa_bisu_percakapanmute', 'mulai_kena_teman', 'percakapanmute_mulai_kena', 'tahu_kenapa_bisu', 'teman_bagus_mulai']"
"['darak', 'terlalu', 'banyak']",['darak_terlalu_banyak']
['vinagriil'],[]
"['tambah', 'streas', 'asu', 'senggel', 'mene']","['asu_senggel_mene', 'streas_asu_senggel', 'tambah_streas_asu']"
"['susah', 'naik', 'makin', 'lama', 'makin', 'bosen']","['lama_makin_bosen', 'makin_lama_makin', 'naik_makin_lama', 'susah_naik_makin']"
['bagus'],[]
"['teman', 'ngotak', 'sedikit', 'babi']","['ngotak_sedikit_babi', 'teman_ngotak_sedikit']"
"['babi', 'ngasi', 'gelap', 'baik', 'masa', 'pernah', 'bagus']","['babi_ngasi_gelap', 'baik_masa_pernah', 'gelap_baik_masa', 'masa_pernah_bagus', 'ngasi_gelap_baik']"
"['lostrek', 'kasi', 'punya', 'betumbok']","['kasi_punya_betumbok', 'lostrek_kasi_punya']"
"['rusak', 'ksih', 'pdhl', 'full', 'mitic', 'hdh']","['full_mitic_hdh', 'ksih_pdhl_full', 'pdhl_full_mitic', 'rusak_ksih_pdhl']"
"['luar', 'biasa', 'seru']",['luar_biasa_seru']
"['babi', 'kasi', 'bintang', 'semua', 'hyper', 'bodoh', 'ban', 'akun', 'beberapa', 'biar', 'nyusahin']","['akun_beberapa_biar', 'babi_kasi_bintang', 'ban_akun_beberapa', 'beberapa_biar_nyusahin', 'bintang_semua_hyper', 'bodoh_ban_akun', 'hyper_bodoh_ban', 'kasi_bintang_semua', 'semua_hyper_bodoh']"
"['gokill', 'bagi', 'skin', 'epic', 'gratis', 'makin', 'betah', 'legends']","['bagi_skin_epic', 'epic_gratis_makin', 'gokill_bagi_skin', 'gratis_makin_betah', 'makin_betah_legends', 'skin_epic_gratis']"
"['darksystem', 'banyak', 'imbang', 'masuk', 'akal', 'buruk', 'musuh', 'joki', 'lo', 'laku', 'bos']","['akal_buruk_musuh', 'banyak_imbang_masuk', 'buruk_musuh_joki', 'darksystem_banyak_imbang', 'imbang_masuk_akal', 'joki_lo_laku', 'lo_laku_bos', 'masuk_akal_buruk', 'musuh_joki_lo']"
"['cocok', 'santai', 'santai', 'banyak', 'gelap', 'pantas', 'dimainin', 'online', 'lawan', 'gelap']","['banyak_gelap_pantas', 'cocok_santai_santai', 'dimainin_online_lawan', 'gelap_pantas_dimainin', 'online_lawan_gelap', 'pantas_dimainin_online', 'santai_banyak_gelap', 'santai_santai_banyak']"
"['matching', 'banyak', 'tolol']",['matching_banyak_tolol']
"['adil', 'musuh', 'pro', 'buruk', 'tolong', 'beri', 'adil', 'ton']","['adil_musuh_pro', 'beri_adil_ton', 'buruk_tolong_beri', 'musuh_pro_buruk', 'pro_buruk_tolong', 'tolong_beri_adil']"
"['cheat', 'vip', 'rusak', 'report', 'percuma', 'pengaruh', 'masalah', 'sinyal', 'play', 'bot', 'imbang', 'cuma', 'mikirin', 'cuan', 'kualitas', 'sinyal', 'buruk', 'banyak', 'dalam', 'sebut', 'handle', 'nyaman', 'cuma', 'mikirin', 'grafik', 'menuhi', 'demi', 'cuan', 'banyak', 'korupsi', 'sinyal', 'handle']","['banyak_dalam_sebut', 'banyak_korupsi_sinyal', 'bot_imbang_cuma', 'buruk_banyak_dalam', 'cheat_vip_rusak', 'cuan_banyak_korupsi', 'cuan_kualitas_sinyal', 'cuma_mikirin_cuan', 'cuma_mikirin_grafik', 'dalam_sebut_handle', 'demi_cuan_banyak', 'grafik_menuhi_demi', 'handle_nyaman_cuma', 'imbang_cuma_mikirin', 'korupsi_sinyal_handle', 'kualitas_sinyal_buruk', 'masalah_sinyal_play', 'menuhi_demi_cuan', 'mikirin_cuan_kualitas', 'mikirin_grafik_menuhi', 'nyaman_cuma_mikirin', 'pengaruh_masalah_sinyal', 'percuma_pengaruh_masalah', 'play_bot_imbang', 'report_percuma_pengaruh', 'rusak_report_percuma', 'sebut_handle_nyaman', 'sinyal_buruk_banyak', 'sinyal_play_bot', 'vip_rusak_report']"
"['ui', 'rusak']",[]
"['walau', 'kecewa', 'gema', 'aksi', 'b', 'terlalu', 'banyak', 'joki', 'mula', 'kembang', 'mohon', 'donk', 'd', 'tindak', 'masa', 'mahal', 'atur', 'konsisten', 'serasa', 'murah']","['aksi_terlalu_banyak', 'atur_konsisten_serasa', 'banyak_joki_mula', 'donk_tindak_masa', 'gema_aksi_terlalu', 'joki_mula_kembang', 'kecewa_gema_aksi', 'kembang_mohon_donk', 'konsisten_serasa_murah', 'mahal_atur_konsisten', 'masa_mahal_atur', 'mohon_donk_tindak', 'mula_kembang_mohon', 'terlalu_banyak_joki', 'tindak_masa_mahal', 'walau_kecewa_gema']"
"['makin', 'abdet', 'makin', 'lag', 'sinyal', 'cl', 'selalu', 'sinyal', 'merah', 'sudah', 'wifi', 'internet', 'tetap', 'lag', 'mohon', 'rusak', 'sinyal', 'para', 'enak', 'sinyal', 'lag', 'lain', 'enak']","['abdet_makin_lag', 'cl_selalu_sinyal', 'enak_sinyal_lag', 'internet_tetap_lag', 'lag_lain_enak', 'lag_mohon_rusak', 'lag_sinyal_cl', 'makin_abdet_makin', 'makin_lag_sinyal', 'merah_sudah_wifi', 'mohon_rusak_sinyal', 'para_enak_sinyal', 'rusak_sinyal_para', 'selalu_sinyal_merah', 'sinyal_cl_selalu', 'sinyal_lag_lain', 'sinyal_merah_sudah', 'sinyal_para_enak', 'sudah_wifi_internet', 'tetap_lag_mohon', 'wifi_internet_tetap']"
"['dongo', 'busuk', 'sedikit', 'mitik', 'emng', 'paling', 'benar', 'pindah', 'rada', 'dongo', 'semua']","['benar_pindah_rada', 'busuk_sedikit_mitik', 'dongo_busuk_sedikit', 'emng_paling_benar', 'mitik_emng_paling', 'paling_benar_pindah', 'pindah_rada_dongo', 'rada_dongo_semua', 'sedikit_mitik_emng']"
"['em', 'buruk', 'su', 'asu']","['buruk_su_asu', 'em_buruk_su']"
"['kontol', 'asuu']",[]
"['parah', 'skrang', 'lawan', 'ngak', 'imbang']","['lawan_ngak_imbang', 'parah_skrang_lawan', 'skrang_lawan_ngak']"
"['ketemu', 'satu', 'bocil', 'tolong', 'baik', 'sda', 'niat']","['baik_sda_niat', 'bocil_tolong_baik', 'ketemu_satu_bocil', 'satu_bocil_tolong', 'tolong_baik_sda']"
['kontol'],[]
['tarik'],[]
"['anjg', 'ls', 'bae']",['anjg_ls_bae']
"['buruk', 'jelas', 'kalah']",['buruk_jelas_kalah']
"['lag', 'najiss']",[]
['suka'],[]
"['banyak', 'cheater', 'dalam']",['banyak_cheater_dalam']
"['gila', 'ngotak', 'beri', 'masuk', 'mytikglory', 'setan', 'kau', 'guna']","['beri_masuk_mytikglory', 'gila_ngotak_beri', 'masuk_mytikglory_setan', 'mytikglory_setan_kau', 'ngotak_beri_masuk', 'setan_kau_guna']"
"['bagus', 'matching', 'beri', 'imbang', 'egois', 'bagus', 'sedikit', 'saran', 'bagus', 'beri', 'hukum', 'baned', 'kepada', 'sengaja', 'sadar', 'laku', 'trollfeeder', 'dalam', 'suatu', 'terimakasih', 'moga', 'salam', 'waras', 'sadar']","['bagus_beri_hukum', 'bagus_matching_beri', 'bagus_sedikit_saran', 'baned_kepada_sengaja', 'beri_hukum_baned', 'beri_imbang_egois', 'dalam_suatu_terimakasih', 'egois_bagus_sedikit', 'hukum_baned_kepada', 'imbang_egois_bagus', 'kepada_sengaja_sadar', 'laku_trollfeeder_dalam', 'matching_beri_imbang', 'moga_salam_waras', 'sadar_laku_trollfeeder', 'salam_waras_sadar', 'saran_bagus_beri', 'sedikit_saran_bagus', 'sengaja_sadar_laku', 'suatu_terimakasih_moga', 'terimakasih_moga_salam', 'trollfeeder_dalam_suatu']"
"['lambat', 'masuk', 'lag', 'pusing']","['lambat_masuk_lag', 'masuk_lag_pusing']"
"['banyak', 'nemu', 'musuh', 'guna', 'rw', 'rugi', 'ketemu', 'brengsek']","['banyak_nemu_musuh', 'guna_rw_rugi', 'musuh_guna_rw', 'nemu_musuh_guna', 'rugi_ketemu_brengsek', 'rw_rugi_ketemu']"
"['jelek', 'sekarang', 'lag', 'parah', 'banyak', 'bug', 'patah', 'bahkan', 'chiter', 'jarang', 'ketemu']","['bahkan_chiter_jarang', 'banyak_bug_patah', 'bug_patah_bahkan', 'chiter_jarang_ketemu', 'jelek_sekarang_lag', 'lag_parah_banyak', 'parah_banyak_bug', 'patah_bahkan_chiter', 'sekarang_lag_parah']"
"['sampah', 'adil', 'isi', 'anomali']","['adil_isi_anomali', 'sampah_adil_isi']"
['tres'],[]
"['makin', 'berat', 'semenjak', 'update', 'size', 'makin', 'besar', 'berat', 'bagi', 'device', 'ram', 'demi', 'nyaman', 'kecil', 'size', 'admin']","['bagi_device_ram', 'berat_bagi_device', 'berat_semenjak_update', 'besar_berat_bagi', 'demi_nyaman_kecil', 'device_ram_demi', 'kecil_size_admin', 'makin_berat_semenjak', 'makin_besar_berat', 'nyaman_kecil_size', 'ram_demi_nyaman', 'semenjak_update_size', 'size_makin_besar', 'update_size_makin']"
['kikir'],[]
"['entah', 'bingung', 'mungkin']",['entah_bingung_mungkin']
"['we', 'ban', 'para', 'gelap', 'sistemtim', 'tolol', 'santt', 'ajg']","['ban_para_gelap', 'gelap_sistemtim_tolol', 'para_gelap_sistemtim', 'sistemtim_tolol_santt', 'tolol_santt_ajg', 'we_ban_para']"
"['apalh', 'masa', 'iya', 'ketemu', 'epic', 'mytic', 'kocak', 'puki', 'mending', 'kalah', 'mvp', 'bintang', 'tetap', 'naik', 'uninstall', 'ajalh', 'guna', 'mutu', 'mending', 'gaess']","['ajalh_guna_mutu', 'apalh_masa_iya', 'bintang_tetap_naik', 'epic_mytic_kocak', 'guna_mutu_mending', 'iya_ketemu_epic', 'kalah_mvp_bintang', 'ketemu_epic_mytic', 'kocak_puki_mending', 'masa_iya_ketemu', 'mending_kalah_mvp', 'mutu_mending_gaess', 'mvp_bintang_tetap', 'mytic_kocak_puki', 'naik_uninstall_ajalh', 'puki_mending_kalah', 'tetap_naik_uninstall', 'uninstall_ajalh_guna']"
"['bug', 'pepek']",[]
"['bagi', 'banding', 'jelek', 'oleng', 'sakit', 'kepala']","['bagi_banding_jelek', 'banding_jelek_oleng', 'jelek_oleng_sakit', 'oleng_sakit_kepala']"
"['bagus', 'slalu', 'dpat', 'bapuk']","['bagus_slalu_dpat', 'slalu_dpat_bapuk']"
"['gamee', 'idiot']",[]
"['rusak', 'ketemu', 'stres', 'percuma', 'pilih', 'ujung', 'guna', 'tetap', 'egois']","['guna_tetap_egois', 'ketemu_stres_percuma', 'percuma_pilih_ujung', 'pilih_ujung_guna', 'rusak_ketemu_stres', 'stres_percuma_pilih', 'ujung_guna_tetap']"
