stopwords_removed,1-gram
"['update', 'patch', 'baru', 'sekarang', 'kk', 'stuck', 'loading', 'afk', 'sampai', 'menit', 'skoth', 'kah']","['afk', 'baru', 'kah', 'kk', 'loading', 'menit', 'patch', 'sampai', 'sekarang', 'skoth', 'stuck', 'update']"
"['tanding', 'stuck', 'lama', 'keluar', 'tanding', 'ngelakuin', 'gimana']","['gimana', 'keluar', 'lama', 'ngelakuin', 'stuck', 'tanding']"
"['knp', 'akun', 'kena', 'bug', 'verifikasi', 'langkah', 'kena', 'verifikasi', 'langkah', 'tolong', 'jawab']","['akun', 'bug', 'jawab', 'kena', 'knp', 'langkah', 'tolong', 'verifikasi']"
"['mending', 'gausah', 'banyak', 'draks', 'bag', 'tu', 'ter', 'parah', 'pernah', 'alamin', 'mending', 'ff', 'pubg', 'bloods', 'trek', 'ghenshingimana', 'mythic', 'ngesetak', 'ketemu', 'muntum', 'dia', 'lukas']","['alamin', 'bag', 'banyak', 'bloods', 'dia', 'draks', 'ff', 'gausah', 'ghenshingimana', 'ketemu', 'lukas', 'mending', 'muntum', 'mythic', 'ngesetak', 'parah', 'pernah', 'pubg', 'ter', 'trek', 'tu']"
"['bagus', 'dalam', 'segi', 'skin', 'keren', 'keren', 'kenapa', 'gimana', 'gitu', 'tinggi', 'tinggi', 'bocil', 'mityik', 'susah', 'naik']","['bagus', 'bocil', 'dalam', 'gimana', 'gitu', 'kenapa', 'keren', 'mityik', 'naik', 'segi', 'skin', 'susah', 'tinggi']"
"['sumpah', 'marah', 'pasti', 'kalah', 'maksud', 'gimana', 'sengaja', 'biar', 'kalah', 'stuck', 'ken', 'ngerasain', 'mytic', 'sampai', 'ngeluarin', 'mutiara', 'tolong', 'kerjasamanya']","['biar', 'gimana', 'kalah', 'ken', 'kerjasamanya', 'maksud', 'marah', 'mutiara', 'mytic', 'ngeluarin', 'ngerasain', 'pasti', 'sampai', 'sengaja', 'stuck', 'sumpah', 'tolong']"
"['banyak', 'update', 'baru', 'makin', 'seru', 'bug', 'alam', 'buruk', 'lancar', 'bagus', 'guna', 'dalam', 'lag', 'sudah', 'mati', 'lancar', 'asa', 'pernah', 'fix', 'masalah', 'apakah', 'pihak', 'sengaja', 'sudah', 'banyak', 'masalah', 'masalah', 'pernah', 'tanggap', 'pihak']","['alam', 'apakah', 'asa', 'bagus', 'banyak', 'baru', 'bug', 'buruk', 'dalam', 'fix', 'guna', 'lag', 'lancar', 'makin', 'masalah', 'mati', 'pernah', 'pihak', 'sengaja', 'seru', 'sudah', 'tanggap', 'update']"
"['macem', 'tolol', 'sinyal', 'hilang', 'sendiri', 'full', 'sinyal', 'dimatiin', 'gerak']","['dimatiin', 'full', 'gerak', 'hilang', 'macem', 'sendiri', 'sinyal', 'tolol']"
"['buruk', 'kontol', 'baba']","['baba', 'buruk', 'kontol']"
"['lumayan', 'dikenalin', 'emry']","['dikenalin', 'emry', 'lumayan']"
"['bodoh', 'sudah', 'top', 'up', 'banyak', 'cuma', 'kalah', 'keren']","['banyak', 'bodoh', 'cuma', 'kalah', 'keren', 'sudah', 'top', 'up']"
"['buruk', 'update', 'yng', 'sekarang', 'buruk', 'offline', 'pass', 'masuk', 'pilih', 'mulai', 'tulis', 'gitu', 'pass', 'pencet', 'oke', 'mulai', 'sendiri', 'lag', 'keluar', 'sendiri', 'baik', 'pliss', 'maaf', 'rate', 'cuma', 'dua', 'bintang', 'baik', 'terimakasih', 'maaf', 'terlalu', 'panjang']","['baik', 'bintang', 'buruk', 'cuma', 'dua', 'gitu', 'keluar', 'lag', 'maaf', 'masuk', 'mulai', 'offline', 'oke', 'panjang', 'pass', 'pencet', 'pilih', 'pliss', 'rate', 'sekarang', 'sendiri', 'terimakasih', 'terlalu', 'tulis', 'update', 'yng']"
['otak'],['otak']
"['gblk', 'beri', 'gaperna', 'benar', 'mm', 'anjg']","['anjg', 'benar', 'beri', 'gaperna', 'gblk', 'mm']"
"['lumayan', 'ngendali', 'pasti', 'seru', 'lawan', 'computer', 'maksud', 'skin', 'gratis', 'rendom']","['computer', 'gratis', 'lawan', 'lumayan', 'maksud', 'ngendali', 'pasti', 'rendom', 'seru', 'skin']"
"['buruk', 'banyak', 'cheater', 'tambah', 'tambah', 'jelek', 'kurang', 'bagus', 'sengaja', 'bintang', 'otw', 'uninstal']","['bagus', 'banyak', 'bintang', 'buruk', 'cheater', 'jelek', 'kurang', 'otw', 'sengaja', 'tambah', 'uninstal']"
"['makingg', 'adil', 'massa', 'ketemu', 'legenda', 'dmna', 'letak', 'adil', 'dri', 'dlu', 'smpee', 'skrngg', 'kya', 'gth', 'aneh']","['adil', 'aneh', 'dlu', 'dmna', 'dri', 'gth', 'ketemu', 'kya', 'legenda', 'letak', 'makingg', 'massa', 'skrngg', 'smpee']"
['mengibur'],['mengibur']
"['perbaikin', 'terlalu', 'delaylag', 'padalan', 'bagus']","['bagus', 'delaylag', 'padalan', 'perbaikin', 'terlalu']"
"['stres', 'puyeng', 'satu', 'ujung', 'losetreak', 'trs']","['losetreak', 'puyeng', 'satu', 'stres', 'trs', 'ujung']"
"['epik', 'benar', 'lahh', 'ey', 'rusak', 'dongg', 'susah', 'kalah', 'lebih', 'baik', 'bintang', 'satu']","['baik', 'benar', 'bintang', 'dongg', 'epik', 'ey', 'kalah', 'lahh', 'lebih', 'rusak', 'satu', 'susah']"
"['bagus', 'bgtt', 'walaupun', 'lag', 'gatau', 'knp', 'wifi', 'bagus', 'win', 'kalah', 'lebih', 'win', 'gara', 'gara', 'bot', 'gitu', 'thanks']","['bagus', 'bgtt', 'bot', 'gara', 'gatau', 'gitu', 'kalah', 'knp', 'lag', 'lebih', 'thanks', 'walaupun', 'wifi', 'win']"
"['kontolo', 'memek']","['kontolo', 'memek']"
"['seru', 'banget']","['banget', 'seru']"
"['ubah', 'rang']","['rang', 'ubah']"
"['suka', 'banget', 'seru']","['banget', 'seru', 'suka']"
"['terimakasih', 'teman', 'nin', 'pergi', 'lama', 'mu', 'lama', 'love', 'you', 'bye']","['bye', 'lama', 'love', 'mu', 'nin', 'pergi', 'teman', 'terimakasih', 'you']"
['seru'],['seru']
"['gg', 'coo', 'keren', 'mantap', 'lebih', 'keren', 'ff', 'awokawokawok']","['awokawokawok', 'coo', 'ff', 'gg', 'keren', 'lebih', 'mantap']"
"['tolong', 'lawan']","['lawan', 'tolong']"
['tolol'],['tolol']
"['rusak', 'bug', 'hijau', 'lag']","['bug', 'hijau', 'lag', 'rusak']"
"['maaf', 'motoon', 'inanilahi', 'mati', 'pensi', 'cpe', 'naik', 'trun', 'naik', 'trun', 'bismilah', 'mti']","['bismilah', 'cpe', 'inanilahi', 'maaf', 'mati', 'motoon', 'mti', 'naik', 'pensi', 'trun']"
"['minimal', 'lgi']","['lgi', 'minimal']"
"['tolol', 'musuh', 'susah', 'kasi', 'ws']","['kasi', 'musuh', 'susah', 'tolol', 'ws']"
"['goblog', 'pusing']","['goblog', 'pusing']"
"['ramah', 'sombong']","['ramah', 'sombong']"
['lostrek'],['lostrek']
"['hadeh', 'bayak', 'gelap', 'epik', 'gj', 'jelas', 'lus']","['bayak', 'epik', 'gelap', 'gj', 'hadeh', 'jelas', 'lus']"
"['sang', 'at', 'bail', 'mi']","['at', 'bail', 'mi', 'sang']"
"['timgak', 'amin']","['amin', 'timgak']"
['bagus'],['bagus']
"['mantap', 'sakuramba']","['mantap', 'sakuramba']"
"['pilih', 'anjg']","['anjg', 'pilih']"
"['sinyal', 'bagus', 'standart', 'kenapa', 'lag', 'akibat', 'hitung', 'afk', 'rugi', 'nyari', 'senang', 'stres']","['afk', 'akibat', 'bagus', 'hitung', 'kenapa', 'lag', 'nyari', 'rugi', 'senang', 'sinyal', 'standart', 'stres']"
"['kalah', 'gara', 'gara', 'jago', 'bae', 'musuh', 'drack', 'semua']","['bae', 'drack', 'gara', 'jago', 'kalah', 'musuh', 'semua']"
['adil'],['adil']
"['seru', 'banget']","['banget', 'seru']"
"['bagus', 'suka', 'makanya', 'jgn', 'bot', 'sudah', 'kg', 'bs', 'dongoo']","['bagus', 'bot', 'bs', 'dongoo', 'jgn', 'kg', 'makanya', 'sudah', 'suka']"
"['susah', 'banget', 'masuk', 'makin', 'berat']","['banget', 'berat', 'makin', 'masuk', 'susah']"
"['kalah', 'menang', 'sudah', 'biasa', 'kalah', 'tanpa', 'progress', 'sebal', 'baru', 'season', 'sekarang', 'alami', 'hal', 'your', 'gelap']","['alami', 'baru', 'biasa', 'gelap', 'hal', 'kalah', 'menang', 'progress', 'season', 'sebal', 'sekarang', 'sudah', 'tanpa', 'your']"
['suka'],['suka']
"['seru', 'senang', 'enak', 'dimainin', 'seru', 'banget', 'teman', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'lebih', 'seru', 'sonia', 'sun', 'sun', 'guys', 'usah', 'teman', 'lebih', 'seru', 'hujanhujanan', 'dimarahin', 'tuhan']","['banget', 'dimainin', 'dimarahin', 'enak', 'guys', 'hujanhujanan', 'lebih', 'senang', 'seru', 'sonia', 'sun', 'teman', 'tuhan', 'usah']"
['kontl'],['kontl']
"['cuma', 'fokus', 'event', 'tanpa', 'optimal', 'ubah', 'ui', 'cacat', 'serius', 'fokus', 'jual', 'merchandise', 'event', 'kikir']","['cacat', 'cuma', 'event', 'fokus', 'jual', 'kikir', 'merchandise', 'optimal', 'serius', 'tanpa', 'ubah', 'ui']"
"['stuck', 'baik', 'jg']","['baik', 'jg', 'stuck']"
"['ngga', 'guna', 'ngga', 'pernah', 'beri', 'bangus']","['bangus', 'beri', 'guna', 'ngga', 'pernah']"
"['sinyal', 'bagus', 'gerak', 'ngentod', 'niat']","['bagus', 'gerak', 'ngentod', 'niat', 'sinyal']"
"['seru', 'banyak', 'gelap', 'sytem', 'bintang', 'naik', 'legen', 'poke', 'musuh', 'top', 'globalpenjoki']","['banyak', 'bintang', 'gelap', 'globalpenjoki', 'legen', 'musuh', 'naik', 'poke', 'seru', 'sytem', 'top']"
['jembut'],['jembut']
['anjing'],['anjing']
"['banyak', 'update', 'sinyal', 'server', 'urus', 'sinyal', 'bagus', 'lag']","['bagus', 'banyak', 'lag', 'server', 'sinyal', 'update', 'urus']"
['bagus'],['bagus']
"['bagus', 'walaupun', 'ngelagketemu', 'gelap', 'situ', 'ajar', 'toxic', 'terimakasih', 'developer', 'makanya', 'dm', 'sampai', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh']","['ajar', 'assalamualaikum', 'bagus', 'developer', 'dm', 'gelap', 'makanya', 'ngelagketemu', 'sampai', 'situ', 'terimakasih', 'toxic', 'wabarakatuh', 'walaupun', 'warahmatullahi']"
"['seru', 'knpa', 'beberapa', 'parah', 'banget', 'pdhl', 'bagus', 'langsung', 'parah', 'banget', 'pdhl', 'belum', 'gprnh', 'masalah', 'lg']","['bagus', 'banget', 'beberapa', 'belum', 'gprnh', 'knpa', 'langsung', 'lg', 'masalah', 'parah', 'pdhl', 'seru']"
"['rekomendasi', 'ton', 'kurang', 'gelap']","['gelap', 'kurang', 'rekomendasi', 'ton']"
"['pertama', 'terimakasih', 'cipta', 'epic', 'beri', 'saran', 'tolong', 'benah', 'minta', 'tolong', 'benah', 'matching', 'garis', 'bawah', 'sungguh', 'classic', 'lagend', 'dapetnya', 'pangkat', 'warior', 'masuk', 'akal', 'mohon', 'benah', 'begitu', 'sudah', 'maklum', 'classic', 'lebih']","['akal', 'bawah', 'begitu', 'benah', 'beri', 'cipta', 'classic', 'dapetnya', 'epic', 'garis', 'lagend', 'lebih', 'maklum', 'masuk', 'matching', 'minta', 'mohon', 'pangkat', 'pertama', 'saran', 'sudah', 'sungguh', 'terimakasih', 'tolong', 'warior']"
"['selalu', 'adil', 'mana', 'musuh', 'terlalu', 'jago', 'mula']","['adil', 'jago', 'mana', 'mula', 'musuh', 'selalu', 'terlalu']"
"['ketemu', 'bot']","['bot', 'ketemu']"
"['minimal', 'beri', 'musuh', 'sendiri', 'imbang', 'laa', 'sendiri', 'gabisaa', 'lawan', 'jago', 'gimana', 'menang']","['beri', 'gabisaa', 'gimana', 'imbang', 'jago', 'laa', 'lawan', 'menang', 'minimal', 'musuh', 'sendiri']"
"['inih', 'bagus']","['bagus', 'inih']"
"['legends', 'seruu']","['legends', 'seruu']"
['baik'],['baik']
"['kotol', 'lose', 'lose', 'moga', 'ceper', 'mati', 'nonton']","['ceper', 'kotol', 'lose', 'mati', 'moga', 'nonton']"
['tai'],['tai']
['bantu'],['bantu']
"['tolong', 'baik']","['baik', 'tolong']"
"['bagus', 'ampe', 'ratarata', 'playernya', 'sdm', 'turun']","['ampe', 'bagus', 'playernya', 'ratarata', 'sdm', 'turun']"
"['wah', 'keren', 'banget', 'ruang', 'clasik', 'brawel', 'arkade', 'tang', 'kasing', 'bintang', 'lima', 'musuh', 'botsemua', 'padaha', 'tang', 'epik', 'kenapa', 'musuh', 'bot']","['arkade', 'banget', 'bintang', 'bot', 'botsemua', 'brawel', 'clasik', 'epik', 'kasing', 'kenapa', 'keren', 'lima', 'musuh', 'padaha', 'ruang', 'tang', 'wah']"
"['babi', 'selalu', 'sampah']","['babi', 'sampah', 'selalu']"
"['hampir', 'semuah', 'gelap', 'kecewa']","['gelap', 'hampir', 'kecewa', 'semuah']"
"['rusak', 'rusak']",['rusak']
"['kenapa', 'selalu', 'bot', 'capek']","['bot', 'capek', 'kenapa', 'selalu']"
['bagong'],['bagong']
"['gelap', 'banyak']","['banyak', 'gelap']"
"['banyak', 'darksistem', 'n', 'lag']","['banyak', 'darksistem', 'lag']"
"['skrng', 'suka', 'lag', 'pdahl', 'bukak', 'apk', 'lain', 'lancaraja']","['apk', 'bukak', 'lag', 'lain', 'lancaraja', 'pdahl', 'skrng', 'suka']"
"['bagus', 'semua', 'dowlodtannya', 'selalu', 'hilang', 'tinggal', 'sekolah', 'smp', 'hilang', 'mohon', 'baik', 'moga', 'perhati', 'segitu', 'mohon', 'kerja']","['bagus', 'baik', 'dowlodtannya', 'hilang', 'kerja', 'moga', 'mohon', 'perhati', 'segitu', 'sekolah', 'selalu', 'semua', 'smp', 'tinggal']"
"['seru', 'iklann', 'skin', 'banyakk', 'lukas', 'zilong', 'lain', 'lain']","['banyakk', 'iklann', 'lain', 'lukas', 'seru', 'skin', 'zilong']"
"['makin', 'ancor', 'laq', 'sekrang', 'bagus']","['ancor', 'bagus', 'laq', 'makin', 'sekrang']"
"['makin', 'makin', 'buruk', 'selalu', 'lag', 'mulai', 'jengkel']","['buruk', 'jengkel', 'lag', 'makin', 'mulai', 'selalu']"
"['kenapa', 'musuh', 'skin', 'skin', 'gaje', 'sekarang']","['gaje', 'kenapa', 'musuh', 'sekarang', 'skin']"
"['jelas', 'sinyal', 'lag', 'dalem', 'buruk']","['buruk', 'dalem', 'jelas', 'lag', 'sinyal']"
"['kon', 'ol', 'anjg', 'lag', 'parah', 'c', 'k']","['anjg', 'kon', 'lag', 'ol', 'parah']"
"['lumayan', 'bagus', 'tipe', 'banget', 'rating', 'lebih', 'enak', 'king', 'segi', 'gamplay', 'bagus']","['bagus', 'banget', 'enak', 'gamplay', 'king', 'lebih', 'lumayan', 'rating', 'segi', 'tipe']"
['draksistem'],['draksistem']
"['jelas', 'gelap', 'semua', 'gendong']","['gelap', 'gendong', 'jelas', 'semua']"
"['ilang', 'signal']","['ilang', 'signal']"
"['woy', 'kenapa', 'makin', 'makin', 'lag', 'sinyal', 'pdhal', 'kouta', 'byk', 'sinyal', 'hijau', 'kenapa', 'lag', 'skin', 'banyak', 'lag', 'biarin']","['banyak', 'biarin', 'byk', 'hijau', 'kenapa', 'kouta', 'lag', 'makin', 'pdhal', 'sinyal', 'skin', 'woy']"
"['seru', 'baru', 'seru', 'teman', 'cuma', 'punya', 'keluh', 'masa', 'tadi', 'sudah', 'chat', 'yatim', 'random', 'moga', 'ramah', 'semua']","['baru', 'chat', 'cuma', 'keluh', 'masa', 'moga', 'punya', 'ramah', 'random', 'semua', 'seru', 'sudah', 'tadi', 'teman', 'yatim']"
"['season', 'sekarang', 'ngaco', 'auto', 'lag', 'pdhl', 'sinyal', 'wifi', 'amanalhasil', 'jd', 'kalah', 'jg', 'kacausll', 'troll']","['amanalhasil', 'auto', 'jd', 'jg', 'kacausll', 'kalah', 'lag', 'ngaco', 'pdhl', 'season', 'sekarang', 'sinyal', 'troll', 'wifi']"
"['macthmaking', 'busuk', 'jelas', 'banget', 'beban', 'report', 'sedang', 'sungguh', 'sungguh', 'nak', 'report', 'aneh', 'mtyhic', 'atas', 'aneh', 'aneh', 'atur', 'aneh', 'mending', 'uninstal']","['aneh', 'atas', 'atur', 'banget', 'beban', 'busuk', 'jelas', 'macthmaking', 'mending', 'mtyhic', 'nak', 'report', 'sedang', 'sungguh', 'uninstal']"
['bagus'],['bagus']
"['bagus', 'bget', 'ramh', 'pk']","['bagus', 'bget', 'pk', 'ramh']"
"['sinyal', 'hijau', 'lag', 'sampai', 'afk']","['afk', 'hijau', 'lag', 'sampai', 'sinyal']"
"['legends', 'sekarang', 'suka', 'lag', 'gajelas', 'bagus', 'lag', 'sendiri', 'knapa']","['bagus', 'gajelas', 'knapa', 'lag', 'legends', 'sekarang', 'sendiri', 'suka']"
"['sampah', 'jelas', 'beranta', 'ngatur', 'kikir', 'busuk']","['beranta', 'busuk', 'jelas', 'kikir', 'ngatur', 'sampah']"
"['parah', 'kena', 'kredit', 'skor', 'bs', 'ranked', 'cma', 'gara', 'gara', 'kurang', 'bs', 'sperti', 'lain', 'biar', 'lancar', 'mending', 'pindah', 'king']","['biar', 'bs', 'cma', 'gara', 'kena', 'king', 'kredit', 'kurang', 'lain', 'lancar', 'mending', 'parah', 'pindah', 'ranked', 'skor', 'sperti']"
['bagus'],['bagus']
"['ngomong', 'tosix', 'sopan', 'kasihan', 'anak', 'anak', 'bawah', 'umur', 'bilang', 'mundur', 'mundur', 'lostreek', 'kualitas', 'bagus', 'mending', 'lain', 'mati', 'suri']","['anak', 'bagus', 'bawah', 'bilang', 'kasihan', 'kualitas', 'lain', 'lostreek', 'mati', 'mending', 'mundur', 'ngomong', 'sopan', 'suri', 'tosix', 'umur']"
"['masa', 'iya', 'ketemu', 'trio', 'gitu', 'duoyg', 'imbang']","['duoyg', 'gitu', 'imbang', 'iya', 'ketemu', 'masa', 'trio']"
"['kalah', 'naik', 'legendmonton', 'kecewa']","['kalah', 'kecewa', 'legendmonton', 'naik']"
['haji'],['haji']
"['beri', 'ma', 'en', 'tolol', 'semua']","['beri', 'en', 'ma', 'semua', 'tolol']"
['lumayan'],['lumayan']
"['bento', 'banyak', 'bot']","['banyak', 'bento', 'bot']"
"['ehh', 'poke', 'punya', 'apk', 'baharu', 'update', 'tan', 'benar', 'emosi', 'ping', 'stabil', 'fress', 'kwk', 'laq', 'laku', 'lalai', 'update']","['apk', 'baharu', 'benar', 'ehh', 'emosi', 'fress', 'kwk', 'laku', 'lalai', 'laq', 'ping', 'poke', 'punya', 'stabil', 'tan', 'update']"
"['aneh', 'sekarang', 'mulai', 'mact', 'tulis', 'reconet', 'sinyal', 'bagus', 'winstrake', 'hancur', 'gara', 'gara', 'haduh', 'mohon', 'perhatianya']","['aneh', 'bagus', 'gara', 'haduh', 'hancur', 'mact', 'mohon', 'mulai', 'perhatianya', 'reconet', 'sekarang', 'sinyal', 'tulis', 'winstrake']"
"['akhir', 'bug', 'jelas', 'sampai', 'late', 'mainin', 'lancar', 'suka', 'lag', 'sungguh', 'masuk', 'akal', 'tolong', 'baik']","['akal', 'akhir', 'baik', 'bug', 'jelas', 'lag', 'lancar', 'late', 'mainin', 'masuk', 'sampai', 'suka', 'sungguh', 'tolong']"
"['coba', 'tambahin', 'ngirim', 'battle', 'poin', 'biar', 'ngirim', 'teman']","['battle', 'biar', 'coba', 'ngirim', 'poin', 'tambahin', 'teman']"
"['bagus', 'keren', 'bagus', 'bagus', 'balik', 'jembut', 'buruk', 'buruk']","['bagus', 'balik', 'buruk', 'jembut', 'keren']"
"['makin', 'makin', 'jelas', 'masalah', 'jelek', 'banget', 'stabil', 'suka', 'lag', 'tibajadi', 'makin', 'males', 'update', 'makin', 'gede', 'mb', 'baik', 'sudah', 'waras']","['baik', 'banget', 'gede', 'jelas', 'jelek', 'lag', 'makin', 'males', 'masalah', 'mb', 'stabil', 'sudah', 'suka', 'tibajadi', 'update', 'waras']"
"['waw', 'seru']","['seru', 'waw']"
"['mantap', 'bagus', 'banget', 'ws', 'alhamdulillah']","['alhamdulillah', 'bagus', 'banget', 'mantap', 'ws']"
"['bagussihh', 'tolong', 'gelap', 'hapus']","['bagussihh', 'gelap', 'hapus', 'tolong']"
"['sukak', 'user', 'franko', 'tari', 'maut', 'langsung', 'kena', 'lord']","['franko', 'kena', 'langsung', 'lord', 'maut', 'sukak', 'tari', 'user']"
"['sedot', 'makin', 'makin', 'jelek', 'makin', 'buruk', 'full', 'leq', 'bnyak', 'bug']","['bnyak', 'bug', 'buruk', 'full', 'jelek', 'leq', 'makin', 'sedot']"
"['moga', 'bagus']","['bagus', 'moga']"
"['buruk', 'banyak', 'draksistem', 'buruk', 'pernah']","['banyak', 'buruk', 'draksistem', 'pernah']"
"['makin', 'lama', 'makin', 'anj', 'bagus', 'stabil', 'gabisa', 'gerak', 'pencet', 'bilang', 'buruk', 'muncul', 'bagusstabil', 'jelas', 'musuh', 'party', 'posisi', 'menang', 'hubung', 'ulang', 'make', 'kuota']","['anj', 'bagus', 'bagusstabil', 'bilang', 'buruk', 'gabisa', 'gerak', 'hubung', 'jelas', 'kuota', 'lama', 'make', 'makin', 'menang', 'muncul', 'musuh', 'party', 'pencet', 'posisi', 'stabil', 'ulang']"
"['rusak', 'bug', 'afk', 'bodo']","['afk', 'bodo', 'bug', 'rusak']"
"['bagus', 'banget', 'bos']","['bagus', 'banget', 'bos']"
"['keri', 'gs', 'jangn', 'coba', 'adik', 'mainnin', 'lama', 'bulan', 'lebih', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'lebih', 'habus', 'baik', 'kesehatanmental']","['adik', 'baik', 'bulan', 'coba', 'gs', 'habus', 'jangn', 'jiwa', 'keri', 'kesehatanmental', 'lama', 'lebih', 'mainnin', 'masuk', 'rumah', 'sakit', 'setress']"
"['hadeuh', 'mah', 'seru', 'stres', 'wortit', 'banget', 'apalgi', 'sengaja', 'banget', 'kasi', 'gelap', 'gelap', 'melulu', 'tambah', 'sinyal', 'bagus', 'lag', 'lag']","['apalgi', 'bagus', 'banget', 'gelap', 'hadeuh', 'kasi', 'lag', 'mah', 'melulu', 'sengaja', 'seru', 'sinyal', 'stres', 'tambah', 'wortit']"
"['makin', 'update', 'lag', 'enak', 'khusus', 'mending', 'usah', 'maksa', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'tod']","['awas', 'bubarin', 'darah', 'enak', 'khusus', 'lag', 'makin', 'maksa', 'mending', 'tinggi', 'tod', 'update', 'usah', 'yaudah']"
"['seru', 'cari', 'teman', 'pacar']","['cari', 'pacar', 'seru', 'teman']"
['seru'],['seru']
"['moga', 'sabar', 'tinggi', 'serta', 'semua', 'domzz', 'stay']","['domzz', 'moga', 'sabar', 'semua', 'serta', 'stay', 'tinggi']"
"['seru', 'epic', 'moga', 'onic']","['epic', 'moga', 'onic', 'seru']"
"['lovyu', 'muntun', 'akun', 'balik', 'cs', 'bgus', 'banget', 'banget', 'banget', 'lovyu', 'muntun']","['akun', 'balik', 'banget', 'bgus', 'cs', 'lovyu', 'muntun']"
"['jangan', 'guys', 'haram', 'isi', 'gelap', 'selalu', 'kalah', 'adil', 'scak', 'epic', 'gegera', 'gelap', 'tolong', 'pisahin', 'gelap', 'kikirr', 'emosi', 'bukan', 'ngilangin', 'stres', 'tambah', 'stres', 'haram', 'kikir', 'poke', 'adil', 'ngepus', 'sampai', 'imo', 'nyata', 'kalah', 'haram', 'tolong', 'not', 'mending', 'free', 'fire', 'lose', 'treak', 'cape', 'epic', 'tolong', 'bagus']","['adil', 'bagus', 'bukan', 'cape', 'emosi', 'epic', 'fire', 'free', 'gegera', 'gelap', 'guys', 'haram', 'imo', 'isi', 'jangan', 'kalah', 'kikir', 'kikirr', 'lose', 'mending', 'ngepus', 'ngilangin', 'not', 'nyata', 'pisahin', 'poke', 'sampai', 'scak', 'selalu', 'stres', 'tambah', 'tolong', 'treak']"
"['legends', 'nggk', 'mobil', 'aplikasi', 'nggk', 'didonwloadya', 'mungkin', 'nokia', 'hehe']","['aplikasi', 'didonwloadya', 'hehe', 'legends', 'mobil', 'mungkin', 'nggk', 'nokia']"
"['kontribusi', 'playernya', 'toxic', 'trs', 'wifi', 'lag', 'scroll', 'yt', 'tiktok', 'lag']","['kontribusi', 'lag', 'playernya', 'scroll', 'tiktok', 'toxic', 'trs', 'wifi', 'yt']"
"['makin', 'jelas', 'resah', 'tambah', 'makin', 'banyak', 'draksistem', 'adalagi', 'bila', 'bintang', 'ketemu', 'trol', 'makin', 'makin', 'bb']","['adalagi', 'banyak', 'bb', 'bila', 'bintang', 'draksistem', 'jelas', 'ketemu', 'makin', 'resah', 'tambah', 'trol']"
"['najis', 'bug', 'lol', 'emosi', 'rusak', 'bug', 'buka', 'aplikasi', 'lain', 'lancar', 'jaya', 'kocak']","['aplikasi', 'bug', 'buka', 'emosi', 'jaya', 'kocak', 'lain', 'lancar', 'lol', 'najis', 'rusak']"
