stopwords_removed,1-gram
"['gonta', 'ganti', 'provider', 'clasic', 'super', 'lag', 'niat', 'cari', 'hibur', 'emosi', 'uninstall', 'males']","['cari', 'clasic', 'emosi', 'ganti', 'gonta', 'hibur', 'lag', 'males', 'niat', 'provider', 'super', 'uninstall']"
"['merah', 'bgs', 'classic', 'bagus', 'kacau', 'skrng', 'bagus']","['bagus', 'bgs', 'classic', 'kacau', 'merah', 'skrng']"
"['hello', 'justin', 'yuan', 'and', 'watson', 'xu', 'zhenhua', 'will', 'never', 'read', 'letter', 'al', 'jabar', 'you', 'm', 'already', 'hurt', 'by', 'you', 'so', 'congratulations', 'on', 'what', 'will', 'happen', 'pain', 'that', 'why']","['al', 'already', 'and', 'by', 'congratulations', 'happen', 'hello', 'hurt', 'jabar', 'justin', 'letter', 'never', 'on', 'pain', 'read', 'so', 'that', 'watson', 'what', 'why', 'will', 'xu', 'you', 'yuan', 'zhenhua']"
"['kece', 'badai']","['badai', 'kece']"
"['ngasi', 'teman', 'tu', 'benar', 'gausah', 'kawan', 'epik', 'lawan', 'glory', 'imbang', 'menang', 'kalah', 'sampek', 'imbang', 'kawan', 'lawan', 'cuihh']","['benar', 'cuihh', 'epik', 'gausah', 'glory', 'imbang', 'kalah', 'kawan', 'lawan', 'menang', 'ngasi', 'sampek', 'teman', 'tu']"
"['sip', 'bagus']","['bagus', 'sip']"
"['kadang', 'kadang', 'emosi']","['emosi', 'kadang']"
['seru'],['seru']
"['lumayan', 'agak', 'agak', 'lag']","['agak', 'lag', 'lumayan']"
"['bjirr', 'baru', 'bulan', 'epic']","['baru', 'bjirr', 'bulan', 'epic']"
"['ygy', 'donlowd', 'usak', 'mentaly', 'saling', 'ngejek', 'toxic', 'recal', 'ramah', 'dikill', 'musuh', 'lansung', 'lanjut', 'cril', 'mah', 'ngetik', 'dikill', 'musuh', 'omongin', 'pou', 'recal', 'ygy', 'jgn', 'donlowd', 'banke', 'tolol', 'idiot', 'montod']","['banke', 'cril', 'dikill', 'donlowd', 'idiot', 'jgn', 'lanjut', 'lansung', 'mah', 'mentaly', 'montod', 'musuh', 'ngejek', 'ngetik', 'omongin', 'pou', 'ramah', 'recal', 'saling', 'tolol', 'toxic', 'usak', 'ygy']"
"['win', 'lose', 'gitu', 'sampai', 'tres', 'sekarang', 'sudah', 'hapus', 'tres']","['gitu', 'hapus', 'lose', 'sampai', 'sekarang', 'sudah', 'tres', 'win']"
"['buruk', 'sinyal', 'bagus', 'lag', 'lag', 'riport', 'sudah', 'bagus', 'sinyal', 'cok', 'cek', 'sudah', 'bagus', 'abang']","['abang', 'bagus', 'buruk', 'cek', 'cok', 'lag', 'riport', 'sinyal', 'sudah']"
"['ayo', 'rusak', 'enginesistem']","['ayo', 'enginesistem', 'rusak']"
"['naon', 'naon', 'minion', 'aing', 'kalah', 'nyerang', 'base', 'aing', 'tolol', 'minion', 'kanker']","['aing', 'base', 'kalah', 'kanker', 'minion', 'naon', 'nyerang', 'tolol']"
"['memng', 'mantap', 'bosan']","['bosan', 'mantap', 'memng']"
"['bagus', 'seru', 'banget', 'buru', 'coba']","['bagus', 'banget', 'buru', 'coba', 'seru']"
"['beri', 'adil', 'pensi']","['adil', 'beri', 'pensi']"
"['tolong', 'baik', 'signyal', 'full', 'patah']","['baik', 'full', 'patah', 'signyal', 'tolong']"
"['uda', 'lama', 'sekarang', 'sekarang', 'lag', 'gejalas', 'bahkan', 'sampai', 'ngga', 'gerak', 'sinyal', 'bagus', 'wifi', 'bagus', 'tolong', 'server', 'baik', 'mas', 'ngga', 'baik', 'hormat', 'uninstal']","['bagus', 'bahkan', 'baik', 'gejalas', 'gerak', 'hormat', 'lag', 'lama', 'mas', 'ngga', 'sampai', 'sekarang', 'server', 'sinyal', 'tolong', 'uda', 'uninstal', 'wifi']"
"['makin', 'devices', 'friendly', 'detik', 'sampai', 'frame', 'drop', 'fps', 'per', 'detik', 'parah', 'alhasil', 'ganti', 'emblem', 'battle', 'spell', 'bayang', 'suruh', 'fast', 'respon', 'cuma', 'detik', 'chipset', 'sd', 'kurang', 'kah']","['alhasil', 'battle', 'bayang', 'chipset', 'cuma', 'detik', 'devices', 'drop', 'emblem', 'fast', 'fps', 'frame', 'friendly', 'ganti', 'kah', 'kurang', 'makin', 'parah', 'per', 'respon', 'sampai', 'sd', 'spell', 'suruh']"
"['makin', 'makin', 'jelas', 'lag', 'selalu', 'kalah', 'untun', 'jelek']","['jelas', 'jelek', 'kalah', 'lag', 'makin', 'selalu', 'untun']"
"['jelek', 'sekarang', 'ngga', 'android']","['android', 'jelek', 'ngga', 'sekarang']"
[],[]
['gelap'],['gelap']
"['macam', 'seru', 'banget']","['banget', 'macam', 'seru']"
['bagus'],['bagus']
"['ciga', 'bagong', 'ayna', 'sia', 't', 'ngajawab', 'tanya', 'aing', 'kana', 'aing', 'sia', 'jieun', 'rem', 'najis', 'ayna', 'mah', 'aing', 'kudu', 'deui', 'ieu']","['aing', 'ayna', 'bagong', 'ciga', 'deui', 'ieu', 'jieun', 'kana', 'kudu', 'mah', 'najis', 'ngajawab', 'rem', 'sia', 'tanya']"
"['mkin', 'rusak', 'suka', 'lag', 'pdhal', 'jringan', 'hijau', 'mnding', 'usah', 'dowload']","['dowload', 'hijau', 'jringan', 'lag', 'mkin', 'mnding', 'pdhal', 'rusak', 'suka', 'usah']"
['hama'],['hama']
"['sinyal', 'bagus', 'lag', 'emosi']","['bagus', 'emosi', 'lag', 'sinyal']"
"['lag', 'wifi']","['lag', 'wifi']"
"['guna', 'jelek', 'nonton', 'yt', 'ig', 'tiktok', 'lancar', 'banget', 'asli', 'guna', 'kntol']","['asli', 'banget', 'guna', 'ig', 'jelek', 'kntol', 'lancar', 'nonton', 'tiktok', 'yt']"
"['bagus', 'bangett']","['bagus', 'bangett']"
"['makin', 'buruk', 'kagak', 'senengin', 'selalu', 'feeder', 'bot', 'tahu', 'jenis', 'item', 'emblem', 'butuh', 'terkadang', 'asal', 'pilih', 'king', 'jauh', 'lebih', 'seru']","['asal', 'bot', 'buruk', 'butuh', 'emblem', 'feeder', 'item', 'jauh', 'jenis', 'kagak', 'king', 'lebih', 'makin', 'pilih', 'selalu', 'senengin', 'seru', 'tahu', 'terkadang']"
"['buruk', 'kau', 'bagus', 'bagus', 'sikit', 'beri', 't', 'n', 'semua', 'hapus', 'play', 'store']","['bagus', 'beri', 'buruk', 'hapus', 'kau', 'play', 'semua', 'sikit', 'store']"
"['bagus', 'usia', 'baik']","['bagus', 'baik', 'usia']"
"['update', 'season', 'pernah', 'rusak', 'sinyal', 'bagus', 'lag', 'butut']","['bagus', 'butut', 'lag', 'pernah', 'rusak', 'season', 'sinyal', 'update']"
"['kalah', 'lawa', 'ngeri', 'lol']","['kalah', 'lawa', 'lol', 'ngeri']"
['aneh'],['aneh']
['buruk'],['buruk']
"['muak', 'daritadi', 'sengaja', 'kalah']","['daritadi', 'kalah', 'muak', 'sengaja']"
"['tolong', 'notice', 'milik', 'masuk', 'coba', 'tambah', 'brawl', 'brawl', 'masuk', 'semangat']","['brawl', 'coba', 'masuk', 'milik', 'notice', 'semangat', 'tambah', 'tolong']"
"['sinyal', 'down', 'pernah', 'perhati', 'complain', 'ttg', 'stabil', 'sinyal', 'update', 'baru', 'lag', 'parah']","['baru', 'complain', 'down', 'lag', 'parah', 'perhati', 'pernah', 'sinyal', 'stabil', 'ttg', 'update']"
"['jelas', 'lama', 'update', 'makin', 'parah', 'lag', 'pdhl', 'hijau', 'sinyal', 'msuk', 'lagg', 'afk', 'jelas']","['afk', 'hijau', 'jelas', 'lag', 'lagg', 'lama', 'makin', 'msuk', 'parah', 'pdhl', 'sinyal', 'update']"
"['gaje', 'glory', 'isi', 'tetp', 'banyak', 'draksisitem']","['banyak', 'draksisitem', 'gaje', 'glory', 'isi', 'tetp']"
"['mending', 'lain', 'curang']","['curang', 'lain', 'mending']"
"['munafik', 'bego', 'win', 'klh', 'dlu', 'wkwk', 'buruk', 'push', 'lama', 'stack', 'lingkar', 'setan', 'gtu', 'mending', 'pindah', 'ketimbang', 'kikir', 'stack', 'mawi', 'minimal', 'beri', 'imbang', 'sedikit', 'biadab', 'masa', 'musuh', 'pro', 'bot', 'mikir', 'bego', 'mending', 'ep', 'ep', 'ketimbang', 'kikir']","['bego', 'beri', 'biadab', 'bot', 'buruk', 'dlu', 'ep', 'gtu', 'imbang', 'ketimbang', 'kikir', 'klh', 'lama', 'lingkar', 'masa', 'mawi', 'mending', 'mikir', 'minimal', 'munafik', 'musuh', 'pindah', 'pro', 'push', 'sedikit', 'setan', 'stack', 'win', 'wkwk']"
"['makin', 'absurb', 'imbang', 'cuih', 'sampah', 'staffnya', 'ngga', 'kerja']","['absurb', 'cuih', 'imbang', 'kerja', 'makin', 'ngga', 'sampah', 'staffnya']"
"['cocok', 'bintang', 'satu', 'ws', 'ls']","['bintang', 'cocok', 'ls', 'satu', 'ws']"
"['alam', 'senang', 'bagus', 'inspirasi', 'tokohtokoh', 'nasional', 'kenal', 'negara', 'beda', 'tema', 'tarik', 'dukung', 'kembang', 'lonjak', 'drastis', 'sudah', 'masuk', 'salah', 'satu', 'favorit', 'alam', 'virtual', 'senang', 'senang', 'selalu', 'buff', 'nerf', 'sesuai', 'play', 'imbang']","['alam', 'bagus', 'beda', 'buff', 'drastis', 'dukung', 'favorit', 'imbang', 'inspirasi', 'kembang', 'kenal', 'lonjak', 'masuk', 'nasional', 'negara', 'nerf', 'play', 'salah', 'satu', 'selalu', 'senang', 'sesuai', 'sudah', 'tarik', 'tema', 'tokohtokoh', 'virtual']"
"['jelas', 'beri', 'ngotak', 'tres']","['beri', 'jelas', 'ngotak', 'tres']"
"['makin', 'ngaco', 'down', 'ms', 'naik', 'turuun', 'rating']","['down', 'makin', 'ms', 'naik', 'ngaco', 'rating', 'turuun']"
"['kadita', 'butuh', 'skin', 'epic', 'zenith', 'kadita', 'ariel', 'cocok', 'zenith']","['ariel', 'butuh', 'cocok', 'epic', 'kadita', 'skin', 'zenith']"
"['bangke', 'mending', 'urusin', 'masalah', 'bug', 'ingame', 'ngurusin', 'event', 'skin', 'siasia', 'banyak', 'event', 'skin', 'masalah', 'bug', 'urusin', 'ijo', 'lag', 'aneh']","['aneh', 'bangke', 'banyak', 'bug', 'event', 'ijo', 'ingame', 'lag', 'masalah', 'mending', 'ngurusin', 'siasia', 'skin', 'urusin']"
"['sekarang', 'aneh', 'banget', 'satuin', 'bego', 'musuh', 'op', 'malesin']","['aneh', 'banget', 'bego', 'malesin', 'musuh', 'op', 'satuin', 'sekarang']"
"['baik', 'dunia']","['baik', 'dunia']"
"['bukan', 'makin', 'bagus', 'makin', 'parah', 'lagnya', 'setting', 'speed', 'tingkat', 'masalah', 'aktif', 'selalu', 'suka', 'nonaktif', 'sendiri', 'nyalain', 'speed', 'tingkat', 'tambah', 'kira', 'masalah', 'signal', 'sendiri', 'wifi', 'cek', 'signal', 'bar', 'penuh', 'begitu', 'wifi', 'tes', 'youtube', 'lain', 'lancar', 'gimana', 'tolong', 'walau', 'merek', 'as', 'lama', 'lain', 'bagus']","['aktif', 'as', 'bagus', 'bar', 'begitu', 'bukan', 'cek', 'gimana', 'kira', 'lagnya', 'lain', 'lama', 'lancar', 'makin', 'masalah', 'merek', 'nonaktif', 'nyalain', 'parah', 'penuh', 'selalu', 'sendiri', 'setting', 'signal', 'speed', 'suka', 'tambah', 'tes', 'tingkat', 'tolong', 'walau', 'wifi', 'youtube']"
"['aneh', 'tinggi', 'teman', 'bot', 'aneh', 'bett', 'musuh', 'semua', 'sendiri', 'bott', 'buay', 'serius', 'bodoh']","['aneh', 'bett', 'bodoh', 'bot', 'bott', 'buay', 'musuh', 'semua', 'sendiri', 'serius', 'teman', 'tinggi']"
"['buruk', 'wifi', 'bagus', 'apakah', 'legends', 'rusak']","['apakah', 'bagus', 'buruk', 'legends', 'rusak', 'wifi']"
['rusak'],['rusak']
"['coba', 'baik', 'anjg', 'bagus', 'kenapa', 'lag', 'emosi', 'heran']","['anjg', 'bagus', 'baik', 'coba', 'emosi', 'heran', 'kenapa', 'lag']"
"['pliss', 'baik', 'masa', 'ie', 'lezen', 'epic', 'gara', 'gara', 'punya', 'guna', 'gelap', 'aduh']","['aduh', 'baik', 'epic', 'gara', 'gelap', 'guna', 'ie', 'lezen', 'masa', 'pliss', 'punya']"
"['kalah', 'sampai', 'menang', 'lawan', 'komputer']","['kalah', 'komputer', 'lawan', 'menang', 'sampai']"
['gjls'],['gjls']
"['makin', 'updetan', 'makin', 'jelas', 'selalu', 'lag', 'sinyal', 'bagus']","['bagus', 'jelas', 'lag', 'makin', 'selalu', 'sinyal', 'updetan']"
"['bagus', 'kikir', 'imbang', 'banyak', 'bansos', 'gacha', 'wangi', 'baik', 'wangiin', 'akun', 'moontod', 'tambahin', 'bintang', 'gacha', 'aspirant', 'pola', 'akun', 'danish']","['akun', 'aspirant', 'bagus', 'baik', 'bansos', 'banyak', 'bintang', 'danish', 'gacha', 'imbang', 'kikir', 'moontod', 'pola', 'tambahin', 'wangi', 'wangiin']"
"['sinyal', 'bagus', 'lag', 'mentok', 'loby', 'patah', 'patah', 'sudah', 'bagus', 'ram', 'besar', 'banyak', 'performa', 'asik']","['asik', 'bagus', 'banyak', 'besar', 'lag', 'loby', 'mentok', 'patah', 'performa', 'ram', 'sinyal', 'sudah']"
"['sampah', 'tolol', 'banyak', 'bocah', 'random', 'acak', 'jelas', 'tolol', 'buruk']","['acak', 'banyak', 'bocah', 'buruk', 'jelas', 'random', 'sampah', 'tolol']"
['kontol'],['kontol']
"['cocok', 'hilang', 'strees', 'strees']","['cocok', 'hilang', 'strees']"
['stres'],['stres']
"['ketemu', 'party', 'aneh', 'busuk', 'busuk']","['aneh', 'busuk', 'ketemu', 'party']"
['bagus'],['bagus']
"['tolong', 'imbang', 'troll', 'afk', 'sesuai', 'mending']","['afk', 'imbang', 'mending', 'sesuai', 'tolong', 'troll']"
['bagus'],['bagus']
"['beberapa', 'imbang', 'afk']","['afk', 'beberapa', 'imbang']"
"['susah', 'gampang']","['gampang', 'susah']"
"['pls', 'bagi', 'koin', 'teman']","['bagi', 'koin', 'pls', 'teman']"
"['benar', 'ancur', 'season', 'masa', 'full', 'ketemu', 'duo', 'trio', 'party', 'kocak', 'niat', 'happy', 'fun', 'emosi', 'saran', 'mending', 'hapus', 'dri', 'kalean']","['ancur', 'benar', 'dri', 'duo', 'emosi', 'full', 'fun', 'happy', 'hapus', 'kalean', 'ketemu', 'kocak', 'masa', 'mending', 'niat', 'party', 'saran', 'season', 'trio']"
"['babi', 'macth', 'tier', 'epic', 'atas', 'tdk', 'adil', 'tuk', 'lose', 'streak', 'percuma', 'mvp', 'tuk', 'kalah', 'dasar', 'anjing']","['adil', 'anjing', 'atas', 'babi', 'dasar', 'epic', 'kalah', 'lose', 'macth', 'mvp', 'percuma', 'streak', 'tdk', 'tier', 'tuk']"
"['jamet', 'bedahal', 'wifi', 'lancar', 'dasar', 'buruk', 'mending', 'ff']","['bedahal', 'buruk', 'dasar', 'ff', 'jamet', 'lancar', 'mending', 'wifi']"
"['buruk', 'jangan', 'gelap', 'tadi', 'sudah', 'lose', 'trik', 'pensi']","['buruk', 'gelap', 'jangan', 'lose', 'pensi', 'sudah', 'tadi', 'trik']"
"['coba', 'lag', 'simulator', 'wifi', 'plus', 'tingkat', 'aktif', 'semua', 'lag']","['aktif', 'coba', 'lag', 'plus', 'semua', 'simulator', 'tingkat', 'wifi']"
"['rusak', 'habis', 'update', 'lag', 'suka', 'ngetroll', 'rusak']","['habis', 'lag', 'ngetroll', 'rusak', 'suka', 'update']"
"['tolong', 'skin', 'dalam', 'tanding', 'gede', 'banget', 'tolong', 'biar', 'hapus', 'lain', 'guna', 'biar', 'hapus', 'berat', 'banget', 'afk', 'sanksi', 'kocak', 'salah', 'gada', 'ringan', 'kentang']","['afk', 'banget', 'berat', 'biar', 'dalam', 'gada', 'gede', 'guna', 'hapus', 'kentang', 'kocak', 'lain', 'ringan', 'salah', 'sanksi', 'skin', 'tanding', 'tolong']"
"['lag', 'parah', 'update', 'project', 'next', 'buka', 'event', 'draft', 'akhir', 'lag', 'wajar', 'kadang', 'loading', 'stuck', 'jelass']","['akhir', 'buka', 'draft', 'event', 'jelass', 'kadang', 'lag', 'loading', 'next', 'parah', 'project', 'stuck', 'update', 'wajar']"
"['makin', 'mantap']","['makin', 'mantap']"
"['kira', 'kira', 'luh', 'rangin', 'kredit', 'skor', 'afk', 'sebentar', 'kurang', 'admin', 'lol']","['admin', 'afk', 'kira', 'kredit', 'kurang', 'lol', 'luh', 'rangin', 'sebentar', 'skor']"
"['minimal', 'baik', 'sinyal', 'minimal', 'lag', 'banget', 'beta']","['baik', 'banget', 'beta', 'lag', 'minimal', 'sinyal']"
"['tani', 'sepi']","['sepi', 'tani']"
"['ng', 'bagus', 'cuma', 'tensi', 'naik']","['bagus', 'cuma', 'naik', 'ng', 'tensi']"
"['apalahh', 'signal', 'hijau', 'lag', 'olah', 'kouta', 'mana', 'moment', 'krusial', 'late', 'lose', 'akibat', 'ping', 'benar']","['akibat', 'apalahh', 'benar', 'hijau', 'kouta', 'krusial', 'lag', 'late', 'lose', 'mana', 'moment', 'olah', 'ping', 'signal']"
"['bangus', 'sip']","['bangus', 'sip']"
"['he', 'memeq', 'user', 'mm', 'sat', 'ngapa', 'exp', 'meq']","['exp', 'he', 'memeq', 'meq', 'mm', 'ngapa', 'sat', 'user']"
"['jelek', 'gelap']","['gelap', 'jelek']"
"['moontn', 'kyk', 't', 'lag', 'bett', 'hijau', 'dahh', 'ajaa', 'lahh']","['ajaa', 'bett', 'dahh', 'hijau', 'kyk', 'lag', 'lahh', 'moontn']"
"['banyak', 'ramah', 'intimidasi', 'lebih', 'rendah']","['banyak', 'intimidasi', 'lebih', 'ramah', 'rendah']"
"['tolongg', 'baik', 'ngestack', 'masalah', 'afk', 'gara', 'gara', 'masalah', 'sampai', 'jika', 'salah', 'mohon', 'koreksi', 'teman', 'teman']","['afk', 'baik', 'gara', 'jika', 'koreksi', 'masalah', 'mohon', 'ngestack', 'salah', 'sampai', 'teman', 'tolongg']"
['rusak'],['rusak']
['bagus'],['bagus']
"['update', 'busuk', 'nunggu', 'delay']","['busuk', 'delay', 'nunggu', 'update']"
"['bagus', 'banget', 'like', 'it']","['bagus', 'banget', 'it', 'like']"
['bagus'],['bagus']
"['sampah', 'kalah']","['kalah', 'sampah']"
"['kikir', 'kalah']","['kalah', 'kikir']"
"['bagus', 'sakal', 'engak', 'tarik', 'tolong', 'minta', 'konter']","['bagus', 'engak', 'konter', 'minta', 'sakal', 'tarik', 'tolong']"
"['benar', 'anj', 'masa', 'ketemu', 'trio', 'random', 'tolol', 'lawan', 'partyaan', 'lima']","['anj', 'benar', 'ketemu', 'lawan', 'lima', 'masa', 'partyaan', 'random', 'tolol', 'trio']"
"['bagus', 'hal', 'dewasa']","['bagus', 'dewasa', 'hal']"
"['kuliah', 'baru', 'ikut', 'rame', 'isi', 'kosong']","['baru', 'ikut', 'isi', 'kosong', 'kuliah', 'rame']"
"['jangan', 'dowload', 'ketemu', 'beban', 'anjg', 'kaasih', 'beban', 'cape', 'bangsat']","['anjg', 'bangsat', 'beban', 'cape', 'dowload', 'jangan', 'kaasih', 'ketemu']"
"['menit', 'kalah', 'bintang', 'lindung', 'mmr', 'turun', 'sudah', 'bagus', 'asu', 'asu', 'asu', 'buruk']","['asu', 'bagus', 'bintang', 'buruk', 'kalah', 'lindung', 'menit', 'mmr', 'sudah', 'turun']"
"['beri', 'benar']","['benar', 'beri']"
"['cuma', 'ngehabisin', 'paket', 'semua', 'afk', 'gausah']","['afk', 'cuma', 'gausah', 'ngehabisin', 'paket', 'semua']"
"['goreng', 'patut', 'lag', 'wae']","['goreng', 'lag', 'patut', 'wae']"
"['buruk', 'pernah', 'lag', 'gabisa', 'gerak', 'tolong', 'baik', 'jika', 'baik', 'mending', 'hapus', 'gane', 'rusak']","['baik', 'buruk', 'gabisa', 'gane', 'gerak', 'hapus', 'jika', 'lag', 'mending', 'pernah', 'rusak', 'tolong']"
"['banyak', 'jelas', 'mending', 'poin', 'bintang', 'coklat', 'poin', 'kurang', 'paling', 'banyak', 'mvp', 'point', 'kurang', 'masa', 'banyak', 'kalah', 'menang', 'tinggal', 'nunggu', 'baru', 'laku']","['banyak', 'baru', 'bintang', 'coklat', 'jelas', 'kalah', 'kurang', 'laku', 'masa', 'menang', 'mending', 'mvp', 'nunggu', 'paling', 'poin', 'point', 'tinggal']"
"['woyy', 'kenapa', 'gabisa', 'bukak', 'bagus']","['bagus', 'bukak', 'gabisa', 'kenapa', 'woyy']"
['bagus'],['bagus']
"['bagus', 'rangin', 'gelap']","['bagus', 'gelap', 'rangin']"
"['adil', 'banyak', 'beban']","['adil', 'banyak', 'beban']"
"['bagus', 'banget', 'terimakasih', 'bagus']","['bagus', 'banget', 'terimakasih']"
"['bagus', 'banget', 'suka']","['bagus', 'banget', 'suka']"
['bagusds'],['bagusds']
"['pesan', 'tolong', 'lh', 'ringan', 'kentang', 'jauh', 'pelosok', 'ken', 'nyaman', 'alami', 'utama', 'tarung', 'lawan', 'alami', 'lag', 'langsung', 'merah', 'stabil', 'tanya', 'kenapa', 'ad', 'musuh', 'tarung', 'baru', 'bagus', 'belum', 'bagus', 'bagus', 'kenapa', 'tolong', 'tolong', 'kasi', 'ringan', 'lh', 'kepada']","['ad', 'alami', 'bagus', 'baru', 'belum', 'jauh', 'kasi', 'ken', 'kenapa', 'kentang', 'kepada', 'lag', 'langsung', 'lawan', 'lh', 'merah', 'musuh', 'nyaman', 'pelosok', 'pesan', 'ringan', 'stabil', 'tanya', 'tarung', 'tolong', 'utama']"
['kikir'],['kikir']
"['minimal', 'tolong', 'punya', 'masuk', 'lobby', 'sinyal', 'oke', 'tibatiba', 'gm', 'bilang', 'mohon', 'maaf', 'gagal', 'sambung', 'periksa', 'jangan', 'bagus', 'minimal', 'tolong', 'baless', 'minimal']","['bagus', 'baless', 'bilang', 'gagal', 'gm', 'jangan', 'lobby', 'maaf', 'masuk', 'minimal', 'mohon', 'oke', 'periksa', 'punya', 'sambung', 'sinyal', 'tibatiba', 'tolong']"
['bagus'],['bagus']
"['apasih', 'jelas', 'bngt', 'afk', 'sebentar', 'trs', 'balik', 'lgi', 'kena', 'ingat', 'afk']","['afk', 'apasih', 'balik', 'bngt', 'ingat', 'jelas', 'kena', 'lgi', 'sebentar', 'trs']"
"['rusakk', 'beri', 'imbang', 'lawakk', 'mana', 'lag']","['beri', 'imbang', 'lag', 'lawakk', 'mana', 'rusakk']"
['baik'],['baik']
"['makin', 'buriq', 'banget', 'asli', 'sumpah', 'mending', 'unistall', 'dehh', 'mainin', 'lama', 'semakain', 'jelek', 'masa', 'bagus', 'gerak', 'skill', 'analog', 'pencet', 'utama', 'bagi', 'analog', 'kadang', 'mencet', 'sendiri', 'reccal', 'vakum']","['analog', 'asli', 'bagi', 'bagus', 'banget', 'buriq', 'dehh', 'gerak', 'jelek', 'kadang', 'lama', 'mainin', 'makin', 'masa', 'mencet', 'mending', 'pencet', 'reccal', 'semakain', 'sendiri', 'skill', 'sumpah', 'unistall', 'utama', 'vakum']"
"['love', 'this', 'for', 'not', 'having', 'ai', 'animation', 'for', 'their', 'trailer', 'pls', 'dont', 'change']","['ai', 'animation', 'change', 'dont', 'for', 'having', 'love', 'not', 'pls', 'their', 'this', 'trailer']"
"['jangan', 'akibat', 'stres', 'jarak', 'makan', 'jarang', 'sholat', 'lebih', 'parah', 'akn', 'akibat', 'marahmarah']","['akibat', 'akn', 'jangan', 'jarak', 'jarang', 'lebih', 'makan', 'marahmarah', 'parah', 'sholat', 'stres']"
['bangsat'],['bangsat']
"['seru', 'gemburik']","['gemburik', 'seru']"
"['stres', 'banyak', 'gelap', 'epik', 'buruk', 'jangan', 'sampai', 'anak', 'kecil', 'men', 'dawlod', 'ngerusakin']","['anak', 'banyak', 'buruk', 'dawlod', 'epik', 'gelap', 'jangan', 'kecil', 'men', 'ngerusakin', 'sampai', 'stres']"
"['makin', 'makin', 'jelas', 'loststeak', 'sampai', 'ditroll', 'kadang', 'lag', 'akibat', 'keluar', 'sendiri', 'masuk', 'langsung', 'afk', 'payah', 'mem', 'milih']","['afk', 'akibat', 'ditroll', 'jelas', 'kadang', 'keluar', 'lag', 'langsung', 'loststeak', 'makin', 'masuk', 'mem', 'milih', 'payah', 'sampai', 'sendiri']"
"['selalu', 'tolol', 'admin', 'masa', 'mvp', 'defeat', 'mantep', 'mind', 'biar', 'gendong', 'bocil', 'tolol']","['admin', 'biar', 'bocil', 'defeat', 'gendong', 'mantep', 'masa', 'mind', 'mvp', 'selalu', 'tolol']"
"['have', 'fun']","['fun', 'have']"
"['gemnya', 'rayan', 'seru']","['gemnya', 'rayan', 'seru']"
"['banyak', 'gelap']","['banyak', 'gelap']"
"['woy', 'lag', 'sampai', 'crash', 'dalam', 'tanding', 'rusak', 'lol']","['crash', 'dalam', 'lag', 'lol', 'rusak', 'sampai', 'tanding', 'woy']"
"['rusak', 'setan']","['rusak', 'setan']"
"['seru', 'tolong', 'draksistemnya', 'rangin', 'sya', 'selalu', 'tolol', 'tb', 'lag', 'pdhl', 'lag', 'mohon', 'muntun', 'rangin', 'tolol', 'hehh']","['draksistemnya', 'hehh', 'lag', 'mohon', 'muntun', 'pdhl', 'rangin', 'selalu', 'seru', 'sya', 'tb', 'tolol', 'tolong']"
"['wins', 'treak']","['treak', 'wins']"
"['bingung', 'saran', 'bawah', 'umur']","['bawah', 'bingung', 'saran', 'umur']"
['hibur'],['hibur']
"['jngn', 'rusak', 'sinyal', 'parah']","['jngn', 'parah', 'rusak', 'sinyal']"
"['najis', 'kalah']","['kalah', 'najis']"
"['busuk', 'skin', 'makin', 'banyak', 'kualitas', 'turun', 'benar', 'ingame', 'stuck', 'gerak', 'sinyal', 'hijau']","['banyak', 'benar', 'busuk', 'gerak', 'hijau', 'ingame', 'kualitas', 'makin', 'sinyal', 'skin', 'stuck', 'turun']"
"['gubluk', 'lolot', 'dev', 'kikir', 'cuma', 'mikirin', 'uang', 'uang', 'melulu', 'collab', 'melulu', 'benar', 'mai', 'skill', 'warrior', 'sia', 'sia', 'ranked', 'asu', 'tolong', 'tingkat', 'jgn', 'notice', 'uang', 'pernah', 'urus', 'sudah', 'gitu', 'troll', 'biasa', 'kena', 'hukum', 'ban']","['asu', 'ban', 'benar', 'biasa', 'collab', 'cuma', 'dev', 'gitu', 'gubluk', 'hukum', 'jgn', 'kena', 'kikir', 'lolot', 'mai', 'melulu', 'mikirin', 'notice', 'pernah', 'ranked', 'sia', 'skill', 'sudah', 'tingkat', 'tolong', 'troll', 'uang', 'urus', 'warrior']"
"['we', 'pontoon', 'jago', 'kasi', 'jago', 'donk']","['donk', 'jago', 'kasi', 'pontoon', 'we']"
"['kenapa', 'woy', 'sinyal', 'hijau', 'ping', 'ms', 'sambung', 'perangkat', 'babi', 'update', 'gagal', 'palah', 'rilis', 'tolol']","['babi', 'gagal', 'hijau', 'kenapa', 'ms', 'palah', 'perangkat', 'ping', 'rilis', 'sambung', 'sinyal', 'tolol', 'update', 'woy']"
['senang'],['senang']
"['oke', 'tolong', 'banget', 'beri', 'musuh', 'bukan', 'ketemu', 'musuh', 'duo', 'trio', 'benar', 'benar', 'susah', 'tolong', 'banget', 'baru', 'terimakasih']","['banget', 'baru', 'benar', 'beri', 'bukan', 'duo', 'ketemu', 'musuh', 'oke', 'susah', 'terimakasih', 'tolong', 'trio']"
