stopwords_removed,unigrams_hok
"['bagus', 'banget', 'kecuali', 'wivi']","[('bagus',), ('banget',), ('kecuali',), ('wivi',)]"
"['jujur', 'bagus', 'banget', 'sebelahh', 'grafik', 'bintang', 'lima', 'char', 'cantikk', 'gantengg', 'pokok', 'seru', 'banget', 'semangat', 'yaa', 'papi', 'timi']","[('jujur',), ('bagus',), ('banget',), ('sebelahh',), ('grafik',), ('bintang',), ('lima',), ('char',), ('cantikk',), ('gantengg',), ('pokok',), ('seru',), ('banget',), ('semangat',), ('yaa',), ('papi',), ('timi',)]"
"['ngebug', 'pilih', 'ngeblank', 'muncul']","[('ngebug',), ('pilih',), ('ngeblank',), ('muncul',)]"
"['bnyk', 'bug', 'boss']","[('bnyk',), ('bug',), ('boss',)]"
"['benar', 'suka', 'cuma', 'banget', 'update', 'item', 'saran', 'rang', 'para', 'gamer', 'daerah', 'susah', 'ikut', 'beban']","[('benar',), ('suka',), ('cuma',), ('banget',), ('update',), ('item',), ('saran',), ('rang',), ('para',), ('gamer',), ('daerah',), ('susah',), ('ikut',), ('beban',)]"
['suru'],"[('suru',)]"
"['seru', 'agak', 'lag', 'mungkin', 'sayang', 'kurang', 'dukung', 'penting', 'hd', 'banget', 'sampai', 'tagih', 'bintang', 'lima']","[('seru',), ('agak',), ('lag',), ('mungkin',), ('sayang',), ('kurang',), ('dukung',), ('penting',), ('hd',), ('banget',), ('sampai',), ('tagih',), ('bintang',), ('lima',)]"
['kalah'],"[('kalah',)]"
"['gila', 'keren', 'banget']","[('gila',), ('keren',), ('banget',)]"
"['himbauan', 'install', 'imbang', 'koneksi', 'putus', 'sudah', 'banyak', 'joki', 'dalam', 'jikalau', 'seru', 'pahit', 'belakang']","[('himbauan',), ('install',), ('imbang',), ('koneksi',), ('putus',), ('sudah',), ('banyak',), ('joki',), ('dalam',), ('jikalau',), ('seru',), ('pahit',), ('belakang',)]"
"['bagus', 'banget']","[('bagus',), ('banget',)]"
['natural'],"[('natural',)]"
"['buruk', 'update', 'truss', 'sedikit', 'update', 'updategk', 'usah', 'ngabisin', 'ruang', 'stroge', 'uninstal', 'walapun', 'stroge', 'besar', 'males', 'ngabisin', 'kouta', 'paket']","[('buruk',), ('update',), ('truss',), ('sedikit',), ('update',), ('updategk',), ('usah',), ('ngabisin',), ('ruang',), ('stroge',), ('uninstal',), ('walapun',), ('stroge',), ('besar',), ('males',), ('ngabisin',), ('kouta',), ('paket',)]"
"['cocok', 'hpku', 'hpku', 'ram', 'berat', 'versi', 'lite', 'mudah', 'lag', 'berat']","[('cocok',), ('hpku',), ('hpku',), ('ram',), ('berat',), ('versi',), ('lite',), ('mudah',), ('lag',), ('berat',)]"
"['kenapa', 'facebook']","[('kenapa',), ('facebook',)]"
"['kecewa', 'event', 'share', 'codeini', 'semua', 'event', 'code', 'tolong', 'fix', 'huruf', 'sensor', 'rugi', 'share', 'code', 'code', 'sensor', 'tolong', 'beri', 'solusi', 'entah', 'ganti', 'codesistem', 'sensor', 'hilang', 'lama', 'eventcode', 'lebih', 'banyak', 'angka', 'huruf', 'contoh', 'code', 'hdsm', 'huruf', 'sm', 'sensor', 'rugi', 'banget']","[('kecewa',), ('event',), ('share',), ('codeini',), ('semua',), ('event',), ('code',), ('tolong',), ('fix',), ('huruf',), ('sensor',), ('rugi',), ('share',), ('code',), ('code',), ('sensor',), ('tolong',), ('beri',), ('solusi',), ('entah',), ('ganti',), ('codesistem',), ('sensor',), ('hilang',), ('lama',), ('eventcode',), ('lebih',), ('banyak',), ('angka',), ('huruf',), ('contoh',), ('code',), ('hdsm',), ('huruf',), ('sm',), ('sensor',), ('rugi',), ('banget',)]"
"['sinyal', 'penuh', 'be', 'lag', 'heran', 'penuh', 'daerah', 'sinyal', 'bagus']","[('sinyal',), ('penuh',), ('be',), ('lag',), ('heran',), ('penuh',), ('daerah',), ('sinyal',), ('bagus',)]"
"['dsini', 'lebih', 'harga', 'banding', 'cuma', 'nyari', 'untung']","[('dsini',), ('lebih',), ('harga',), ('banding',), ('cuma',), ('nyari',), ('untung',)]"
"['adil', 'bagi', 'menang', 'tanding', 'ikut', 'pasti', 'kalah', 'tambah', 'parah', 'sekarang', 'kalah', 'tubi', 'tubi', 'lawan', 'hadap', 'semua', 'bagus', 'skill', 'sementara', 'rekan', 'semua', 'skill', 'rendah', 'macam', 'gerak', 'server', 'banyak', 'cit', 'bot', 'semua']","[('adil',), ('bagi',), ('menang',), ('tanding',), ('ikut',), ('pasti',), ('kalah',), ('tambah',), ('parah',), ('sekarang',), ('kalah',), ('tubi',), ('tubi',), ('lawan',), ('hadap',), ('semua',), ('bagus',), ('skill',), ('sementara',), ('rekan',), ('semua',), ('skill',), ('rendah',), ('macam',), ('gerak',), ('server',), ('banyak',), ('cit',), ('bot',), ('semua',)]"
"['moga', 'tingkat', 'performa']","[('moga',), ('tingkat',), ('performa',)]"
"['grafik', 'bagus', 'hina']","[('grafik',), ('bagus',), ('hina',)]"
"['sudah', 'bagus', 'developer', 'hormat', 'tolong', 'sedia', 'fersi', 'lite', 'hpnya', 'ram', 'gigaan', 'tanpa', 'khawatir', 'ram', 'penuh', 'sekian', 'terimakasih', 'atas', 'kerjasamanya']","[('sudah',), ('bagus',), ('developer',), ('hormat',), ('tolong',), ('sedia',), ('fersi',), ('lite',), ('hpnya',), ('ram',), ('gigaan',), ('tanpa',), ('khawatir',), ('ram',), ('penuh',), ('sekian',), ('terimakasih',), ('atas',), ('kerjasamanya',)]"
"['selamat', 'datang', 'kau', 'tidur', 'allah', 'home', 'schooling', 'apaapa', 'nantik', 'mlm']","[('selamat',), ('datang',), ('kau',), ('tidur',), ('allah',), ('home',), ('schooling',), ('apaapa',), ('nantik',), ('mlm',)]"
"['ping', 'lag']","[('ping',), ('lag',)]"
"['bagus', 'entah', 'knp', 'tagih', 'sampai', 'mlm', 'henti', 'henti', 'mabar', 'brg', 'teman']","[('bagus',), ('entah',), ('knp',), ('tagih',), ('sampai',), ('mlm',), ('henti',), ('henti',), ('mabar',), ('brg',), ('teman',)]"
"['bagus', 'seru', 'y']","[('bagus',), ('seru',), ('y',)]"
"['bot', 'sampah', 'banget', 'banyakin', 'winstreak', 'butuh', 'naik', 'master']","[('bot',), ('sampah',), ('banget',), ('banyakin',), ('winstreak',), ('butuh',), ('naik',), ('master',)]"
"['bot', 'lawan', 'komputer', 'smw']","[('bot',), ('lawan',), ('komputer',), ('smw',)]"
"['seru', 'offline']","[('seru',), ('offline',)]"
"['lumayan', 'besar', 'banget', 'sampai', 'lag', 'haduhh', 'hapus', 'sudah']","[('lumayan',), ('besar',), ('banget',), ('sampai',), ('lag',), ('haduhh',), ('hapus',), ('sudah',)]"
['seru'],"[('seru',)]"
['lewat'],"[('lewat',)]"
['bagjs'],"[('bagjs',)]"
['anja'],"[('anja',)]"
"['cukup', 'bagus']","[('cukup',), ('bagus',)]"
['keren'],"[('keren',)]"
"['appgreatnya', 'ambil', 'mehapus', 'aplikasi']","[('appgreatnya',), ('ambil',), ('mehapus',), ('aplikasi',)]"
['mood'],"[('mood',)]"
['bagus'],"[('bagus',)]"
['fomo'],"[('fomo',)]"
['bagus'],"[('bagus',)]"
"['tolong', 'developer', 'pasti', 'isi', 'sendiri', 'skin', 'hd', 'otomatis']","[('tolong',), ('developer',), ('pasti',), ('isi',), ('sendiri',), ('skin',), ('hd',), ('otomatis',)]"
"['tolong', 'masuk', 'fatih', 'offline', 'kapan', 'nyata', 'belum', 'kecewa', 'kapan', 'begitu', 'baru', 'masuk', 'offline', 'bohong']","[('tolong',), ('masuk',), ('fatih',), ('offline',), ('kapan',), ('nyata',), ('belum',), ('kecewa',), ('kapan',), ('begitu',), ('baru',), ('masuk',), ('offline',), ('bohong',)]"
"['pantas', 'gamer']","[('pantas',), ('gamer',)]"
"['akun', 'utama', 'log', 'facebook', 'skrang', 'log', 'facebook', 'tolong', 'rusak', 'baru', 'naik', 'bintang', 'nanti']","[('akun',), ('utama',), ('log',), ('facebook',), ('skrang',), ('log',), ('facebook',), ('tolong',), ('rusak',), ('baru',), ('naik',), ('bintang',), ('nanti',)]"
['awertyuiopas'],"[('awertyuiopas',)]"
['coba'],"[('coba',)]"
"['tolong', 'benar', 'masa', 'diamon', 'buta', 'buta', 'buta', 'land', 'naik', 'ngestack', 'dm', 'pasti', 'kalah', 'berapa', 'report', 'tetap', 'ayo', 'tolong', 'kompak', 'gitu', 'jangan', 'buta', 'buta', 'land']","[('tolong',), ('benar',), ('masa',), ('diamon',), ('buta',), ('buta',), ('buta',), ('land',), ('naik',), ('ngestack',), ('dm',), ('pasti',), ('kalah',), ('berapa',), ('report',), ('tetap',), ('ayo',), ('tolong',), ('kompak',), ('gitu',), ('jangan',), ('buta',), ('buta',), ('land',)]"
"['bagus', 'pasti', 'updatenya', 'banyak', 'skin', 'baru', 'beri', 'bintang', 'gravitasi', 'bagus', 'karakter', 'bagus', 'suka', 'sekian', 'jelas', 'informasi', 'terimakasih', 'sudah', 'datang', 'dengar', 'king', 'terimakasih', 'sudah', 'banyak', 'skin', 'baru', 'skin', 'gratis', 'terimakasih', 'semua', 'assalamualaikum']","[('bagus',), ('pasti',), ('updatenya',), ('banyak',), ('skin',), ('baru',), ('beri',), ('bintang',), ('gravitasi',), ('bagus',), ('karakter',), ('bagus',), ('suka',), ('sekian',), ('jelas',), ('informasi',), ('terimakasih',), ('sudah',), ('datang',), ('dengar',), ('king',), ('terimakasih',), ('sudah',), ('banyak',), ('skin',), ('baru',), ('skin',), ('gratis',), ('terimakasih',), ('semua',), ('assalamualaikum',)]"
"['gelap', 'matching', 'ranked', 'lihat', 'level', 'bawah', 'bareng', 'ranked', 'level', 'master', 'playernya', 'rata', 'rata', 'hancur', 'beranta', 'sistematis', 'baru']","[('gelap',), ('matching',), ('ranked',), ('lihat',), ('level',), ('bawah',), ('bareng',), ('ranked',), ('level',), ('master',), ('playernya',), ('rata',), ('rata',), ('hancur',), ('beranta',), ('sistematis',), ('baru',)]"
['bgus'],"[('bgus',)]"
"['kenapa', 'update', 'ngga']","[('kenapa',), ('update',), ('ngga',)]"
"['bagus', 'kurang']","[('bagus',), ('kurang',)]"
[],[]
"['bagus', 'banget', 'suka', 'walaupun', 'butuh', 'memori', 'banyak', 'gp', 'bayar', 'bagus']","[('bagus',), ('banget',), ('suka',), ('walaupun',), ('butuh',), ('memori',), ('banyak',), ('gp',), ('bayar',), ('bagus',)]"
"['gaem', 'seru', 'bahkan', 'viktori']","[('gaem',), ('seru',), ('bahkan',), ('viktori',)]"
"['lebih', 'bagus', 'auto', 'hapus']","[('lebih',), ('bagus',), ('auto',), ('hapus',)]"
"['jujur', 'kecewa', 'buruk', 'sampai', 'hampir', 'tujuh', 'gb', 'blm', 'semua', 'grafikny', 'lumayan', 'bgus', 'beda', 'beda', 'rate', 'segitu', 'keren', 'keren', 'bnyk', 'skill', 'keren', 'cuma', 'boros']","[('jujur',), ('kecewa',), ('buruk',), ('sampai',), ('hampir',), ('tujuh',), ('gb',), ('blm',), ('semua',), ('grafikny',), ('lumayan',), ('bgus',), ('beda',), ('beda',), ('rate',), ('segitu',), ('keren',), ('keren',), ('bnyk',), ('skill',), ('keren',), ('cuma',), ('boros',)]"
['bagus'],"[('bagus',)]"
"['keysha', 'arum', 'rinjani']","[('keysha',), ('arum',), ('rinjani',)]"
"['mending', 'walau', 'banyak', 'gelap', 'lebih', 'seru', 'skin', 'bagus', 'grafik', 'bagus', 'hbis', 'update', 'tambah', 'lag', 'kalu', 'hampir', 'parah']","[('mending',), ('walau',), ('banyak',), ('gelap',), ('lebih',), ('seru',), ('skin',), ('bagus',), ('grafik',), ('bagus',), ('hbis',), ('update',), ('tambah',), ('lag',), ('kalu',), ('hampir',), ('parah',)]"
"['seru', 'banget', 'ivent', 'tarik', 'semuaa', 'pelit', 'pelit', 'nyepin', 'hoki', 'recomended', 'banget', 'love', 'youu']","[('seru',), ('banget',), ('ivent',), ('tarik',), ('semuaa',), ('pelit',), ('pelit',), ('nyepin',), ('hoki',), ('recomended',), ('banget',), ('love',), ('youu',)]"
['good'],"[('good',)]"
"['no', 'coment']","[('no',), ('coment',)]"
['seru'],"[('seru',)]"
"['habis', 'update', 'masuk', 'sudah', 'tunggu', 'lama', 'mas', 'tetap', 'masuk', 'sudah', 'bagus']","[('habis',), ('update',), ('masuk',), ('sudah',), ('tunggu',), ('lama',), ('mas',), ('tetap',), ('masuk',), ('sudah',), ('bagus',)]"
"['menu', 'report', 'makin', 'buruk', 'deteksi', 'ai', 'pajang']","[('menu',), ('report',), ('makin',), ('buruk',), ('deteksi',), ('ai',), ('pajang',)]"
"['lebih', 'sempurna', 'emel']","[('lebih',), ('sempurna',), ('emel',)]"
"['selamat', 'siangsore', 'kembang', 'king', 'suka', 'uni', 'beda', 'jelas', 'namun', 'alami', 'masalah', 'sinyal', 'lag', 'medan', 'tempur', 'harap', 'kembang', 'baik', 'masalah', 'alam', 'lebih', 'lancar', 'senang', 'tolong', 'tetap', 'tahan', 'uni', 'jangan', 'ikut', 'lain', 'milik', 'kurang', 'terimakasih', 'atas', 'perhati', 'kerja', 'keras']","[('selamat',), ('siangsore',), ('kembang',), ('king',), ('suka',), ('uni',), ('beda',), ('jelas',), ('namun',), ('alami',), ('masalah',), ('sinyal',), ('lag',), ('medan',), ('tempur',), ('harap',), ('kembang',), ('baik',), ('masalah',), ('alam',), ('lebih',), ('lancar',), ('senang',), ('tolong',), ('tetap',), ('tahan',), ('uni',), ('jangan',), ('ikut',), ('lain',), ('milik',), ('kurang',), ('terimakasih',), ('atas',), ('perhati',), ('kerja',), ('keras',)]"
"['bagus', 'koneksi', 'internetnya', 'lancar', 'fps', 'turun', 'drastis', 'wifi', 'tetap', 'fpsnya', 'turun', 'sampai', 'turunin', 'grafis', 'grafis', 'dijadiin', 'standar', 'tetap', 'fps', 'ubah', 'kadang', 'keluar', 'baru', 'masuk', 'loading', 'dadak', 'keluar', 'tolong', 'developer', 'baik', 'bagi', 'fps', 'bug', 'keluar', 'bagi', 'loading', 'suka', 'dadak', 'keluar', 'sendiri']","[('bagus',), ('koneksi',), ('internetnya',), ('lancar',), ('fps',), ('turun',), ('drastis',), ('wifi',), ('tetap',), ('fpsnya',), ('turun',), ('sampai',), ('turunin',), ('grafis',), ('grafis',), ('dijadiin',), ('standar',), ('tetap',), ('fps',), ('ubah',), ('kadang',), ('keluar',), ('baru',), ('masuk',), ('loading',), ('dadak',), ('keluar',), ('tolong',), ('developer',), ('baik',), ('bagi',), ('fps',), ('bug',), ('keluar',), ('bagi',), ('loading',), ('suka',), ('dadak',), ('keluar',), ('sendiri',)]"
"['sudah', 'bagus', 'banget', 'segi', 'grafik', 'and', 'sudah', 'oke', 'banget', 'update', 'size', 'naek', 'sudah', 'sudah', 'gb', 'lama', 'lama', 'size', 'sudah', 'genshin']","[('sudah',), ('bagus',), ('banget',), ('segi',), ('grafik',), ('and',), ('sudah',), ('oke',), ('banget',), ('update',), ('size',), ('naek',), ('sudah',), ('sudah',), ('gb',), ('lama',), ('lama',), ('size',), ('sudah',), ('genshin',)]"
['gamebabi'],"[('gamebabi',)]"
['tagih'],"[('tagih',)]"
"['bguz', 'bngt']","[('bguz',), ('bngt',)]"
"['suka', 'top', 'up', 'indomaret', 'alfamart', 'sedia', 'sebut', 'biasa', 'top', 'up', 'selalu', 'situ', 'tambakan', 'biar', 'top', 'up', 'indomaret', 'alfamart']","[('suka',), ('top',), ('up',), ('indomaret',), ('alfamart',), ('sedia',), ('sebut',), ('biasa',), ('top',), ('up',), ('selalu',), ('situ',), ('tambakan',), ('biar',), ('top',), ('up',), ('indomaret',), ('alfamart',)]"
['jelrk'],"[('jelrk',)]"
"['engga', 'masuk', 'lancar', 'lag', 'engga', 'pencet', 'masuk']","[('engga',), ('masuk',), ('lancar',), ('lag',), ('engga',), ('pencet',), ('masuk',)]"
"['lag', 'akhir', 'kalah', 'tolong', 'baik', 'makin', 'mkin', 'gede', 'uda', 'update', 'baharu']","[('lag',), ('akhir',), ('kalah',), ('tolong',), ('baik',), ('makin',), ('mkin',), ('gede',), ('uda',), ('update',), ('baharu',)]"
"['berirating', 'aplikasi']","[('berirating',), ('aplikasi',)]"
"['bagus', 'duka', 'banget', 'kin']","[('bagus',), ('duka',), ('banget',), ('kin',)]"
"['ying', 'makin', 'suka', 'dia']","[('ying',), ('makin',), ('suka',), ('dia',)]"
"['bagi', 'cocok', 'hpnya', 'super', 'lag', 'pasti', 'gampang', 'kalah']","[('bagi',), ('cocok',), ('hpnya',), ('super',), ('lag',), ('pasti',), ('gampang',), ('kalah',)]"
"['suka', 'sesuai', 'inspirasi']","[('suka',), ('sesuai',), ('inspirasi',)]"
['baik'],"[('baik',)]"
"['mantap', 'banget', 'dh']","[('mantap',), ('banget',), ('dh',)]"
"['bagus', 'baru', 'pertama', 'mainin', 'bingung', 'sendiri', 'tagih']","[('bagus',), ('baru',), ('pertama',), ('mainin',), ('bingung',), ('sendiri',), ('tagih',)]"
"['ngajak', 'teman', 'mabar']","[('ngajak',), ('teman',), ('mabar',)]"
"['kereen', 'abngku', 'agak', 'lag', 'sedikit', 'kentang']","[('kereen',), ('abngku',), ('agak',), ('lag',), ('sedikit',), ('kentang',)]"
['lumayan'],"[('lumayan',)]"
['good'],"[('good',)]"
['bagus'],"[('bagus',)]"
"['bagus', 'masa', 'versi', 'baru', 'masa', 'donwlod', 'ngabisin', 'paket', 'iya', 'ngisi', 'banyak', 'sedikit', 'boros', 'suka', 'klok', 'enak', 'klok', 'ad', 'versi', 'baru', 'jangan', 'suru', 'danwlod', 'napa', 'capek', 'soalnyatpi', 'tetap', 'bagus', 'tetap', 'suka', 'terimakasih', 'ulas', 'terimakasih', 'bgi', 'sudah']","[('bagus',), ('masa',), ('versi',), ('baru',), ('masa',), ('donwlod',), ('ngabisin',), ('paket',), ('iya',), ('ngisi',), ('banyak',), ('sedikit',), ('boros',), ('suka',), ('klok',), ('enak',), ('klok',), ('ad',), ('versi',), ('baru',), ('jangan',), ('suru',), ('danwlod',), ('napa',), ('capek',), ('soalnyatpi',), ('tetap',), ('bagus',), ('tetap',), ('suka',), ('terimakasih',), ('ulas',), ('terimakasih',), ('bgi',), ('sudah',)]"
"['lebih', 'suka', 'licin', 'lai']","[('lebih',), ('suka',), ('licin',), ('lai',)]"
"['rusak', 'anak']","[('rusak',), ('anak',)]"
"['personal', 'sedikit', 'saran', 'mungkin', 'acara', 'event', 'kbnykn', 'prizepool', 'kurang', 'guna', 'suka', 'bagaimana', 'ikut', 'event', 'selalu', 'update', 'quest', 'tanpa', 'selesai', 'quest', 'event', 'jujur', 'baru', 'minggu', 'lalu', 'mungkin', 'senang', 'event', 'quest', 'semua', 'selesai', 'semua', 'prizepool', 'peretel', 'kurang', 'guna', 'terimakasih']","[('personal',), ('sedikit',), ('saran',), ('mungkin',), ('acara',), ('event',), ('kbnykn',), ('prizepool',), ('kurang',), ('guna',), ('suka',), ('bagaimana',), ('ikut',), ('event',), ('selalu',), ('update',), ('quest',), ('tanpa',), ('selesai',), ('quest',), ('event',), ('jujur',), ('baru',), ('minggu',), ('lalu',), ('mungkin',), ('senang',), ('event',), ('quest',), ('semua',), ('selesai',), ('semua',), ('prizepool',), ('peretel',), ('kurang',), ('guna',), ('terimakasih',)]"
"['makin', 'update', 'bukan', 'tambah', 'smoot', 'tambah', 'parah', 'makin', 'lambat', 'lag', 'parah', 'update', 'tinggal', 'berapa', 'minta', 'update', 'ulang', 'resah', 'dak', 'buang']","[('makin',), ('update',), ('bukan',), ('tambah',), ('smoot',), ('tambah',), ('parah',), ('makin',), ('lambat',), ('lag',), ('parah',), ('update',), ('tinggal',), ('berapa',), ('minta',), ('update',), ('ulang',), ('resah',), ('dak',), ('buang',)]"
"['lag', 'banget']","[('lag',), ('banget',)]"
"['mudah', 'mudah', 'paham', 'ringan']","[('mudah',), ('mudah',), ('paham',), ('ringan',)]"
"['masuk', 'akun', 'utama', 'banyak', 'skin', 'efek', 'recall', 'voice', 'actor', 'hilang', 'susah', 'payah', 'event', 'mohon', 'bantu', 'hal']","[('masuk',), ('akun',), ('utama',), ('banyak',), ('skin',), ('efek',), ('recall',), ('voice',), ('actor',), ('hilang',), ('susah',), ('payah',), ('event',), ('mohon',), ('bantu',), ('hal',)]"
"['belum', 'pernah', 'bagus']","[('belum',), ('pernah',), ('bagus',)]"
['keren'],"[('keren',)]"
"['bagus', 'animasi', 'terlalu', 'berat', 'lag', 'parah']","[('bagus',), ('animasi',), ('terlalu',), ('berat',), ('lag',), ('parah',)]"
"['banyak', 'gelap', 'lebih', 'parah', 'kabur', 'musuh', 'butut']","[('banyak',), ('gelap',), ('lebih',), ('parah',), ('kabur',), ('musuh',), ('butut',)]"
"['banyak', 'keluar', 'skin', 'long', 'pelit', 'amat']","[('banyak',), ('keluar',), ('skin',), ('long',), ('pelit',), ('amat',)]"
"['tiru', 'pantas', 'haru', 'play', 'store', 'hapus', 'dunia', 'kreatif']","[('tiru',), ('pantas',), ('haru',), ('play',), ('store',), ('hapus',), ('dunia',), ('kreatif',)]"
"['fps', 'drop', 'sampai', 'fps', 'minimal']","[('fps',), ('drop',), ('sampai',), ('fps',), ('minimal',)]"
"['minimal', 'rekomendasi', 'latih', 'guna', 'skinnya', 'buka', 'semua', 'biar', 'makin', 'semangat', 'latih', 'laku', 'practice', 'latih']","[('minimal',), ('rekomendasi',), ('latih',), ('guna',), ('skinnya',), ('buka',), ('semua',), ('biar',), ('makin',), ('semangat',), ('latih',), ('laku',), ('practice',), ('latih',)]"
"['update', 'ko', 'nurun', 'tadi', 'master', 'turun', 'diamon', 'gi', 'mana']","[('update',), ('ko',), ('nurun',), ('tadi',), ('master',), ('turun',), ('diamon',), ('gi',), ('mana',)]"
"['tolong', 'baik', 'masalah', 'bagus', 'lag', 'anehh', 'ampe', 'merah', 'pingnya', 'full', 'kadang', 'paksa', 'afk', 'parah', 'banget', 'lagnya', 'buka', 'apk', 'lain', 'lancar', 'jaya', 'lag', 'masalah', 'pernah', 'diperhatiin', 'males']","[('tolong',), ('baik',), ('masalah',), ('bagus',), ('lag',), ('anehh',), ('ampe',), ('merah',), ('pingnya',), ('full',), ('kadang',), ('paksa',), ('afk',), ('parah',), ('banget',), ('lagnya',), ('buka',), ('apk',), ('lain',), ('lancar',), ('jaya',), ('lag',), ('masalah',), ('pernah',), ('diperhatiin',), ('males',)]"
['bagus'],"[('bagus',)]"
"['coba', 'collab', 'anime', 'lain', 'fairy', 'tail', 'demon', 'slayer', 'dragonball', 'jangan', 'ngikutin', 'legends', 'bb', 'cari', 'anime', 'belum', 'collab', 'dgn']","[('coba',), ('collab',), ('anime',), ('lain',), ('fairy',), ('tail',), ('demon',), ('slayer',), ('dragonball',), ('jangan',), ('ngikutin',), ('legends',), ('bb',), ('cari',), ('anime',), ('belum',), ('collab',), ('dgn',)]"
"['masalah', 'buka', 'event', 'cukup', 'menggangu', 'alam', 'namun', 'overall', 'cukup', 'baik']","[('masalah',), ('buka',), ('event',), ('cukup',), ('menggangu',), ('alam',), ('namun',), ('overall',), ('cukup',), ('baik',)]"
"['niru', 'niru', 'wadidaw']","[('niru',), ('niru',), ('wadidaw',)]"
"['grok', 'ramli', 'like', 'you', 'semua', 'tean', 'dia', 'hemat', 'bagus']","[('grok',), ('ramli',), ('like',), ('you',), ('semua',), ('tean',), ('dia',), ('hemat',), ('bagus',)]"
"['kenapa', 'sandi', 'benar']","[('kenapa',), ('sandi',), ('benar',)]"
"['kaku', 'banget', 'bagus', 'percuma']","[('kaku',), ('banget',), ('bagus',), ('percuma',)]"
"['wajar', 'sepi', 'bagi', 'jls', 'kdng', 'musuh', 'kuat', 'sedangkn', 'komputer', 'ap', 'klh']","[('wajar',), ('sepi',), ('bagi',), ('jls',), ('kdng',), ('musuh',), ('kuat',), ('sedangkn',), ('komputer',), ('ap',), ('klh',)]"
"['taik', 'lh', 'king', 'hampir', 'bagus', 'tolong', 'lh', 'mana', 'maju', 'keluh', 'para', 'tanggap']","[('taik',), ('lh',), ('king',), ('hampir',), ('bagus',), ('tolong',), ('lh',), ('mana',), ('maju',), ('keluh',), ('para',), ('tanggap',)]"
"['nyoba', 'nyoba', 'baru', 'loading', 'hasil', 'tanding', 'bagus', 'banget', 'grafik', 'ultra', 'anti', 'lag', 'sayang', 'banget', 'minat', 'kurang', 'baru', 'skin', 'jujutsu']","[('nyoba',), ('nyoba',), ('baru',), ('loading',), ('hasil',), ('tanding',), ('bagus',), ('banget',), ('grafik',), ('ultra',), ('anti',), ('lag',), ('sayang',), ('banget',), ('minat',), ('kurang',), ('baru',), ('skin',), ('jujutsu',)]"
"['gaperlu', 'jelasin', 'seru', 'banget']","[('gaperlu',), ('jelasin',), ('seru',), ('banget',)]"
"['useless', 'uninstall']","[('useless',), ('uninstall',)]"
"['moga', 'update', 'mendownload', 'butuh', 'size', 'king', 'lebih', 'ringan', 'bawah', 'gb']","[('moga',), ('update',), ('mendownload',), ('butuh',), ('size',), ('king',), ('lebih',), ('ringan',), ('bawah',), ('gb',)]"
"['bagus', 'banget', 'ktm', 'musuh', 'akun', 'smurfs']","[('bagus',), ('banget',), ('ktm',), ('musuh',), ('akun',), ('smurfs',)]"
"['seru', 'banget', 'lho', 'banyak', 'cinta']","[('seru',), ('banget',), ('lho',), ('banyak',), ('cinta',)]"
"['this', 'good', 'but', 'too', 'late', 'come', 'global', 'really', 'hope', 'community', 'become', 'bigger', 'bcs', 'also', 'enjoy', 'content', 'but', 'm', 'bit', 'unsure']","[('this',), ('good',), ('but',), ('too',), ('late',), ('come',), ('global',), ('really',), ('hope',), ('community',), ('become',), ('bigger',), ('bcs',), ('also',), ('enjoy',), ('content',), ('but',), ('m',), ('bit',), ('unsure',)]"
"['buruk', 'efek', 'slow']","[('buruk',), ('efek',), ('slow',)]"
['bagus'],"[('bagus',)]"
"['musuh', 'full', 'bot', 'makin', 'makin', 'lucu', 'bang', 'beri', 'bot', 'dua', 'jangan', 'satu']","[('musuh',), ('full',), ('bot',), ('makin',), ('makin',), ('lucu',), ('bang',), ('beri',), ('bot',), ('dua',), ('jangan',), ('satu',)]"
['bagus'],"[('bagus',)]"
"['gax', 'ngotak', 'minimal', 'ngalirnya', 'kuota', 'mbs', 'jirr', 'mah', 'niat', 'banget', 'ngehabisin', 'dwit']","[('gax',), ('ngotak',), ('minimal',), ('ngalirnya',), ('kuota',), ('mbs',), ('jirr',), ('mah',), ('niat',), ('banget',), ('ngehabisin',), ('dwit',)]"
"['tolong', 'baik', 'suka', 'ngebug', 'tahap', 'menginstal', 'lama', 'tampil', 'skin', 'hd', 'hampir', 'tengah', 'nunggu', 'satu', 'kelar', 'kelar']","[('tolong',), ('baik',), ('suka',), ('ngebug',), ('tahap',), ('menginstal',), ('lama',), ('tampil',), ('skin',), ('hd',), ('hampir',), ('tengah',), ('nunggu',), ('satu',), ('kelar',), ('kelar',)]"
"['kpd', 'developer', 'masalah', 'suara', 'audio', 'siar', 'musik', 'backsoundnya', 'putusputus', 'jelas', 'dengung', 'gaung', 'akun', 'dihack', 'sandi', 'dipakaisungguh', 'jengkel']","[('kpd',), ('developer',), ('masalah',), ('suara',), ('audio',), ('siar',), ('musik',), ('backsoundnya',), ('putusputus',), ('jelas',), ('dengung',), ('gaung',), ('akun',), ('dihack',), ('sandi',), ('dipakaisungguh',), ('jengkel',)]"
"['dana', 'firman', 'maulana']","[('dana',), ('firman',), ('maulana',)]"
