stopwords_removed,bigrams_hok
"['developer', 'semangat', 'kembang', 'sekin', 'gerat', 'hemm', 'oh', 'iya', 'matchamaking', 'terimakasih', 'nyata', 'benar', 'teman', 'lebih', 'seru', 'bosan', 'agak', 'sepi', 'hem', 'sepi', 'dalam', 'gelap', 'hemm', 'moga', 'developer', 'beri', 'sekin', 'gerat', 'limpah', 'makin', 'semangat', 'hehehe', 'gimana', 'tolong', 'atas', 'baik']","[('developer', 'semangat'), ('semangat', 'kembang'), ('kembang', 'sekin'), ('sekin', 'gerat'), ('gerat', 'hemm'), ('hemm', 'oh'), ('oh', 'iya'), ('iya', 'matchamaking'), ('matchamaking', 'terimakasih'), ('terimakasih', 'nyata'), ('nyata', 'benar'), ('benar', 'teman'), ('teman', 'lebih'), ('lebih', 'seru'), ('seru', 'bosan'), ('bosan', 'agak'), ('agak', 'sepi'), ('sepi', 'hem'), ('hem', 'sepi'), ('sepi', 'dalam'), ('dalam', 'gelap'), ('gelap', 'hemm'), ('hemm', 'moga'), ('moga', 'developer'), ('developer', 'beri'), ('beri', 'sekin'), ('sekin', 'gerat'), ('gerat', 'limpah'), ('limpah', 'makin'), ('makin', 'semangat'), ('semangat', 'hehehe'), ('hehehe', 'gimana'), ('gimana', 'tolong'), ('tolong', 'atas'), ('atas', 'baik')]"
"['tetap', 'keluar', 'paksa', 'dalam', 'tanding', 'kena', 'report', 'afk', 'parah', 'jelas', 'banget', 'saran', 'grafik', 'sudah', 'rendah', 'tetap', 'benar', 'coba', 'teman', 'bagus', 'tetap', 'begini', 'paksa', 'keluar', 'dalam', 'tanding', 'lebih', 'parah', 'walaupun', 'cash', 'pernah', 'keluar', 'paksa', 'dalam', 'sebut', 'kecewa', 'butuh', 'bukti', 'ss', 'akhir', 'keluar', 'paksa', 'dalam', 'tanding', 'kena', 'report']","[('tetap', 'keluar'), ('keluar', 'paksa'), ('paksa', 'dalam'), ('dalam', 'tanding'), ('tanding', 'kena'), ('kena', 'report'), ('report', 'afk'), ('afk', 'parah'), ('parah', 'jelas'), ('jelas', 'banget'), ('banget', 'saran'), ('saran', 'grafik'), ('grafik', 'sudah'), ('sudah', 'rendah'), ('rendah', 'tetap'), ('tetap', 'benar'), ('benar', 'coba'), ('coba', 'teman'), ('teman', 'bagus'), ('bagus', 'tetap'), ('tetap', 'begini'), ('begini', 'paksa'), ('paksa', 'keluar'), ('keluar', 'dalam'), ('dalam', 'tanding'), ('tanding', 'lebih'), ('lebih', 'parah'), ('parah', 'walaupun'), ('walaupun', 'cash'), ('cash', 'pernah'), ('pernah', 'keluar'), ('keluar', 'paksa'), ('paksa', 'dalam'), ('dalam', 'sebut'), ('sebut', 'kecewa'), ('kecewa', 'butuh'), ('butuh', 'bukti'), ('bukti', 'ss'), ('ss', 'akhir'), ('akhir', 'keluar'), ('keluar', 'paksa'), ('paksa', 'dalam'), ('dalam', 'tanding'), ('tanding', 'kena'), ('kena', 'report')]"
"['jangan', 'mula', 'semua']","[('jangan', 'mula'), ('mula', 'semua')]"
['suka'],[]
"['halah', 'tiru', 'dasar', 'buruk', 'moga', 'mati']","[('halah', 'tiru'), ('tiru', 'dasar'), ('dasar', 'buruk'), ('buruk', 'moga'), ('moga', 'mati')]"
"['seru', 'bang', 'et']","[('seru', 'bang'), ('bang', 'et')]"
['bagus'],[]
"['lostreak', 'ganti']","[('lostreak', 'ganti')]"
['bagus'],[]
"['iklan', 'nyenggol', 'kualitas', 'bgus', 'amat', 'diupdate', 'lobby', 'mlu', 'urusin', 'noh', 'sudah', 'update', 'gaguna', 'lag', 'mending', 'dri', 'pda', 'jangan', 'didownload', 'guyss']","[('iklan', 'nyenggol'), ('nyenggol', 'kualitas'), ('kualitas', 'bgus'), ('bgus', 'amat'), ('amat', 'diupdate'), ('diupdate', 'lobby'), ('lobby', 'mlu'), ('mlu', 'urusin'), ('urusin', 'noh'), ('noh', 'sudah'), ('sudah', 'update'), ('update', 'gaguna'), ('gaguna', 'lag'), ('lag', 'mending'), ('mending', 'dri'), ('dri', 'pda'), ('pda', 'jangan'), ('jangan', 'didownload'), ('didownload', 'guyss')]"
"['keren', 'log', 'sebentar', 'tiktok']","[('keren', 'log'), ('log', 'sebentar'), ('sebentar', 'tiktok')]"
"['bagus', 'banget', 'walau', 'niru']","[('bagus', 'banget'), ('banget', 'walau'), ('walau', 'niru')]"
['mantap'],[]
"['ukur', 'kecil', 'minimal', 'tambah', 'otomatis', 'skin', 'efek', 'animasi', 'butuh', 'hilang']","[('ukur', 'kecil'), ('kecil', 'minimal'), ('minimal', 'tambah'), ('tambah', 'otomatis'), ('otomatis', 'skin'), ('skin', 'efek'), ('efek', 'animasi'), ('animasi', 'butuh'), ('butuh', 'hilang')]"
"['seru', 'sayang', 'niru']","[('seru', 'sayang'), ('sayang', 'niru')]"
"['bagus', 'lebih', 'bagus', 'bintang', 'lebih', 'kembang']","[('bagus', 'lebih'), ('lebih', 'bagus'), ('bagus', 'bintang'), ('bintang', 'lebih'), ('lebih', 'kembang')]"
"['grafik', 'sudah', 'bagus', 'skin', 'bagus', 'suka']","[('grafik', 'sudah'), ('sudah', 'bagus'), ('bagus', 'skin'), ('skin', 'bagus'), ('bagus', 'suka')]"
['bagus'],[]
"['tiga', 'nanti', 'nyesel', 'takut', 'musuh', 'musuh', 'suka', 'keroyokan']","[('tiga', 'nanti'), ('nanti', 'nyesel'), ('nyesel', 'takut'), ('takut', 'musuh'), ('musuh', 'musuh'), ('musuh', 'suka'), ('suka', 'keroyokan')]"
['bagus'],[]
"['bagus', 'lahh']","[('bagus', 'lahh')]"
"['drop', 'fps', 'update', 'banding', 'belum', 'update', 'fps', 'stabil', 'mohon', 'optimalisasi']","[('drop', 'fps'), ('fps', 'update'), ('update', 'banding'), ('banding', 'belum'), ('belum', 'update'), ('update', 'fps'), ('fps', 'stabil'), ('stabil', 'mohon'), ('mohon', 'optimalisasi')]"
"['baik', 'mact', 'tolong', 'baik']","[('baik', 'mact'), ('mact', 'tolong'), ('tolong', 'baik')]"
['sukah'],[]
['ngebug'],[]
"['enk', 'banget', 'karakter', 'bagus']","[('enk', 'banget'), ('banget', 'karakter'), ('karakter', 'bagus')]"
['bagus'],[]
"['sumpaahh', 'seru', 'pwwool', 'aaik', 'karakter', 'lucu', 'cantik', 'ganteng', 'kuat', 'pula', 'cocok', 'mula', 'mb', 'banyak', 'lag', 'pliss', 'mb', 'turunin', 'biar', 'makin', 'suka', 'terimakasih', 'sudah', 'suka']","[('sumpaahh', 'seru'), ('seru', 'pwwool'), ('pwwool', 'aaik'), ('aaik', 'karakter'), ('karakter', 'lucu'), ('lucu', 'cantik'), ('cantik', 'ganteng'), ('ganteng', 'kuat'), ('kuat', 'pula'), ('pula', 'cocok'), ('cocok', 'mula'), ('mula', 'mb'), ('mb', 'banyak'), ('banyak', 'lag'), ('lag', 'pliss'), ('pliss', 'mb'), ('mb', 'turunin'), ('turunin', 'biar'), ('biar', 'makin'), ('makin', 'suka'), ('suka', 'terimakasih'), ('terimakasih', 'sudah'), ('sudah', 'suka')]"
"['lebih', 'bagus']","[('lebih', 'bagus')]"
['keren'],[]
"['baru', 'nich']","[('baru', 'nich')]"
"['bagus', 'but', 'rekomend', 'patah', 'patah']","[('bagus', 'but'), ('but', 'rekomend'), ('rekomend', 'patah'), ('patah', 'patah')]"
"['bagus', 'banget', 'banyak', 'skin', 'skin', 'bagus', 'lebih', 'nomor', 'indonesia']","[('bagus', 'banget'), ('banget', 'banyak'), ('banyak', 'skin'), ('skin', 'skin'), ('skin', 'bagus'), ('bagus', 'lebih'), ('lebih', 'nomor'), ('nomor', 'indonesia')]"
"['suka', 'semenjak', 'instal', 'lama', 'suara', 'hilang', 'kuat', 'kebel', 'sendiri', 'kumpulin', 'skin', 'tolong', 'baik']","[('suka', 'semenjak'), ('semenjak', 'instal'), ('instal', 'lama'), ('lama', 'suara'), ('suara', 'hilang'), ('hilang', 'kuat'), ('kuat', 'kebel'), ('kebel', 'sendiri'), ('sendiri', 'kumpulin'), ('kumpulin', 'skin'), ('skin', 'tolong'), ('tolong', 'baik')]"
"['seru', 'banget']","[('seru', 'banget')]"
"['seru', 'gampang', 'menang', 'moga', 'tagih']","[('seru', 'gampang'), ('gampang', 'menang'), ('menang', 'moga'), ('moga', 'tagih')]"
"['bagus', 'ukur', 'terlalu', 'besar', 'lebih', 'tolong', 'versi', 'gb', 'gb']","[('bagus', 'ukur'), ('ukur', 'terlalu'), ('terlalu', 'besar'), ('besar', 'lebih'), ('lebih', 'tolong'), ('tolong', 'versi'), ('versi', 'gb'), ('gb', 'gb')]"
"['dancok', 'sinyal', 'lancar', 'fps', 'turun', 'sinyal', 'lag', 'fps', 'naik', 'tolol']","[('dancok', 'sinyal'), ('sinyal', 'lancar'), ('lancar', 'fps'), ('fps', 'turun'), ('turun', 'sinyal'), ('sinyal', 'lag'), ('lag', 'fps'), ('fps', 'naik'), ('naik', 'tolol')]"
"['play', 'lumayan', 'mirip', 'satu', 'kurang', 'yaitu', 'walupun', 'begus', 'tetetapi', 'tetap', 'lag', 'banyak', 'banget', 'loading', 'keluar', 'sendiri', 'bagaimana', 'play', 'tetap', 'bagus', 'bintang']","[('play', 'lumayan'), ('lumayan', 'mirip'), ('mirip', 'satu'), ('satu', 'kurang'), ('kurang', 'yaitu'), ('yaitu', 'walupun'), ('walupun', 'begus'), ('begus', 'tetetapi'), ('tetetapi', 'tetap'), ('tetap', 'lag'), ('lag', 'banyak'), ('banyak', 'banget'), ('banget', 'loading'), ('loading', 'keluar'), ('keluar', 'sendiri'), ('sendiri', 'bagaimana'), ('bagaimana', 'play'), ('play', 'tetap'), ('tetap', 'bagus'), ('bagus', 'bintang')]"
"['seru', 'banget']","[('seru', 'banget')]"
"['keren', 'bagus', 'mantap']","[('keren', 'bagus'), ('bagus', 'mantap')]"
['seru'],[]
['tolol'],[]
"['admin', 'server', 'sial', 'cuma', 'satu', 'menang', 'bangst', 'kenapa', 'tolol', 'diamond', 'turun', 'gold', 'wajar', 'ajg', 'bug', 'harap', 'dinotice', 'sudah', 'terlalu']","[('admin', 'server'), ('server', 'sial'), ('sial', 'cuma'), ('cuma', 'satu'), ('satu', 'menang'), ('menang', 'bangst'), ('bangst', 'kenapa'), ('kenapa', 'tolol'), ('tolol', 'diamond'), ('diamond', 'turun'), ('turun', 'gold'), ('gold', 'wajar'), ('wajar', 'ajg'), ('ajg', 'bug'), ('bug', 'harap'), ('harap', 'dinotice'), ('dinotice', 'sudah'), ('sudah', 'terlalu')]"
"['kenapa', 'season', 'musuh', 'jauh', 'lebih', 'baik', 'tanding', 'selalu', 'imbang']","[('kenapa', 'season'), ('season', 'musuh'), ('musuh', 'jauh'), ('jauh', 'lebih'), ('lebih', 'baik'), ('baik', 'tanding'), ('tanding', 'selalu'), ('selalu', 'imbang')]"
"['minimal', 'kentang', 'dh', 'kuat', 'makanya', 'pensi', 'sorry', 'minimal', 'misal', 'anggap', 'jelek', 'maksud', 'agak', 'ringan']","[('minimal', 'kentang'), ('kentang', 'dh'), ('dh', 'kuat'), ('kuat', 'makanya'), ('makanya', 'pensi'), ('pensi', 'sorry'), ('sorry', 'minimal'), ('minimal', 'misal'), ('misal', 'anggap'), ('anggap', 'jelek'), ('jelek', 'maksud'), ('maksud', 'agak'), ('agak', 'ringan')]"
"['seru', 'tarik']","[('seru', 'tarik')]"
"['suka', 'banget', 'banyak', 'skin', 'dewa', 'china']","[('suka', 'banget'), ('banget', 'banyak'), ('banyak', 'skin'), ('skin', 'dewa'), ('dewa', 'china')]"
"['sinyal', 'bagus', 'suka', 'lag', 'downlodan', 'beres', 'tolong', 'selesai', 'duku']","[('sinyal', 'bagus'), ('bagus', 'suka'), ('suka', 'lag'), ('lag', 'downlodan'), ('downlodan', 'beres'), ('beres', 'tolong'), ('tolong', 'selesai'), ('selesai', 'duku')]"
"['bagus', 'tier', 'makin', 'tinggi', 'lawan', 'makin', 'jago', 'makin', 'tolol']","[('bagus', 'tier'), ('tier', 'makin'), ('makin', 'tinggi'), ('tinggi', 'lawan'), ('lawan', 'makin'), ('makin', 'jago'), ('jago', 'makin'), ('makin', 'tolol')]"
['kontl'],[]
"['bug', 'warna', 'pink', 'semua', 'sudah', 'nenerapa', 'maon', 'warna', 'pink', 'semua', 'baru', 'langsung', 'bug', 'pink', 'lg', 'auto', 'afk']","[('bug', 'warna'), ('warna', 'pink'), ('pink', 'semua'), ('semua', 'sudah'), ('sudah', 'nenerapa'), ('nenerapa', 'maon'), ('maon', 'warna'), ('warna', 'pink'), ('pink', 'semua'), ('semua', 'baru'), ('baru', 'langsung'), ('langsung', 'bug'), ('bug', 'pink'), ('pink', 'lg'), ('lg', 'auto'), ('auto', 'afk')]"
"['sudah', 'update', 'cepat', 'panas', 'belum', 'oke']","[('sudah', 'update'), ('update', 'cepat'), ('cepat', 'panas'), ('panas', 'belum'), ('belum', 'oke')]"
"['developer', 'maksud', 'gimana', 'komputer', 'saling', 'kerja', 'percuma', 'bintang', 'naik', 'satu', 'tadi', 'kalah', 'beda', 'jauh', 'habis', 'magrib', 'sampai', 'sekarang', 'bukan', 'naik', 'bintang', 'turun', 'naik', 'balikin', 'ksih', 'bintang', 'biar', 'lo', 'pad', 'neng', 'inti', 'beda', 'hilangin', 'stres', 'tambah', 'gedek']","[('developer', 'maksud'), ('maksud', 'gimana'), ('gimana', 'komputer'), ('komputer', 'saling'), ('saling', 'kerja'), ('kerja', 'percuma'), ('percuma', 'bintang'), ('bintang', 'naik'), ('naik', 'satu'), ('satu', 'tadi'), ('tadi', 'kalah'), ('kalah', 'beda'), ('beda', 'jauh'), ('jauh', 'habis'), ('habis', 'magrib'), ('magrib', 'sampai'), ('sampai', 'sekarang'), ('sekarang', 'bukan'), ('bukan', 'naik'), ('naik', 'bintang'), ('bintang', 'turun'), ('turun', 'naik'), ('naik', 'balikin'), ('balikin', 'ksih'), ('ksih', 'bintang'), ('bintang', 'biar'), ('biar', 'lo'), ('lo', 'pad'), ('pad', 'neng'), ('neng', 'inti'), ('inti', 'beda'), ('beda', 'hilangin'), ('hilangin', 'stres'), ('stres', 'tambah'), ('tambah', 'gedek')]"
"['iklan', 'diimana', 'mana']","[('iklan', 'diimana'), ('diimana', 'mana')]"
['good'],[]
"['selamat', 'soremalam', 'ceo', 'para', 'admin', 'tolong', 'rusak', 'jangan', 'mikirin', 'jual', 'beri', 'skin', 'gratis', 'tolong', 'turet', 'shild', 'damage', 'lebih', 'sakit', 'baru', 'belum', 'menit', 'turet', 'hancur', 'semua', 'tinggal', 'turet', 'utama', 'pdahal', 'tampa', 'minion', 'kocak', 'sesuai', 'sesuai', 'jngn', 'asal', 'beri', 'beri', 'baru', 'terimakasih', 'saran', 'moga', 'dengar', 'saran', 'moga', 'lebih', 'baik']","[('selamat', 'soremalam'), ('soremalam', 'ceo'), ('ceo', 'para'), ('para', 'admin'), ('admin', 'tolong'), ('tolong', 'rusak'), ('rusak', 'jangan'), ('jangan', 'mikirin'), ('mikirin', 'jual'), ('jual', 'beri'), ('beri', 'skin'), ('skin', 'gratis'), ('gratis', 'tolong'), ('tolong', 'turet'), ('turet', 'shild'), ('shild', 'damage'), ('damage', 'lebih'), ('lebih', 'sakit'), ('sakit', 'baru'), ('baru', 'belum'), ('belum', 'menit'), ('menit', 'turet'), ('turet', 'hancur'), ('hancur', 'semua'), ('semua', 'tinggal'), ('tinggal', 'turet'), ('turet', 'utama'), ('utama', 'pdahal'), ('pdahal', 'tampa'), ('tampa', 'minion'), ('minion', 'kocak'), ('kocak', 'sesuai'), ('sesuai', 'sesuai'), ('sesuai', 'jngn'), ('jngn', 'asal'), ('asal', 'beri'), ('beri', 'beri'), ('beri', 'baru'), ('baru', 'terimakasih'), ('terimakasih', 'saran'), ('saran', 'moga'), ('moga', 'dengar'), ('dengar', 'saran'), ('saran', 'moga'), ('moga', 'lebih'), ('lebih', 'baik')]"
['bagus'],[]
['bagus'],[]
"['rusak', 'ketemu', 'duo', 'gimna', 'cerita']","[('rusak', 'ketemu'), ('ketemu', 'duo'), ('duo', 'gimna'), ('gimna', 'cerita')]"
"['bab', 'indikator', 'asasin', 'simayi', 'lam', 'indikator', 'skill', 'yangg', 'skill', 'diarahin', 'sekarang', 'bisaa', 'sima', 'yi', 'salah', 'lock', 'anj', 'ayo', 'balikin', 'indikator', 'skill']","[('bab', 'indikator'), ('indikator', 'asasin'), ('asasin', 'simayi'), ('simayi', 'lam'), ('lam', 'indikator'), ('indikator', 'skill'), ('skill', 'yangg'), ('yangg', 'skill'), ('skill', 'diarahin'), ('diarahin', 'sekarang'), ('sekarang', 'bisaa'), ('bisaa', 'sima'), ('sima', 'yi'), ('yi', 'salah'), ('salah', 'lock'), ('lock', 'anj'), ('anj', 'ayo'), ('ayo', 'balikin'), ('balikin', 'indikator'), ('indikator', 'skill')]"
"['seru', 'banget', 'coo', 'stres', 'kyk']","[('seru', 'banget'), ('banget', 'coo'), ('coo', 'stres'), ('stres', 'kyk')]"
"['update', 'baru', 'buruk', 'selalu', 'lag', 'keluar', 'sendiri', 'sehingga', 'selalu', 'kena', 'langgar']","[('update', 'baru'), ('baru', 'buruk'), ('buruk', 'selalu'), ('selalu', 'lag'), ('lag', 'keluar'), ('keluar', 'sendiri'), ('sendiri', 'sehingga'), ('sehingga', 'selalu'), ('selalu', 'kena'), ('kena', 'langgar')]"
"['mantep', 'gatau']","[('mantep', 'gatau')]"
"['masukin', 'florentino', 'asik', 'florentino', 'tambahin', 'florentino', 'harap', 'florentino']","[('masukin', 'florentino'), ('florentino', 'asik'), ('asik', 'florentino'), ('florentino', 'tambahin'), ('tambahin', 'florentino'), ('florentino', 'harap'), ('harap', 'florentino')]"
"['bagus', 'ngeselin']","[('bagus', 'ngeselin')]"
"['semua', 'bagus', 'bagus', 'mulai', 'event', 'bagus', 'semua', 'tolong', 'minimal', 'masa', 'bot', 'farm', 'line', 'magenya', 'mage', 'clash', 'lanenya', 'dongoo', 'clash', 'junggling', 'junggling', 'farm', 'line', 'dongonya', 'sampai', 'ubun', 'ubun', 'tolong', 'minimal']","[('semua', 'bagus'), ('bagus', 'bagus'), ('bagus', 'mulai'), ('mulai', 'event'), ('event', 'bagus'), ('bagus', 'semua'), ('semua', 'tolong'), ('tolong', 'minimal'), ('minimal', 'masa'), ('masa', 'bot'), ('bot', 'farm'), ('farm', 'line'), ('line', 'magenya'), ('magenya', 'mage'), ('mage', 'clash'), ('clash', 'lanenya'), ('lanenya', 'dongoo'), ('dongoo', 'clash'), ('clash', 'junggling'), ('junggling', 'junggling'), ('junggling', 'farm'), ('farm', 'line'), ('line', 'dongonya'), ('dongonya', 'sampai'), ('sampai', 'ubun'), ('ubun', 'ubun'), ('ubun', 'tolong'), ('tolong', 'minimal')]"
"['frame', 'drop', 'parah', 'banget']","[('frame', 'drop'), ('drop', 'parah'), ('parah', 'banget')]"
"['wu', 'niru', 'dahh', 'wu', 'palagiat']","[('wu', 'niru'), ('niru', 'dahh'), ('dahh', 'wu'), ('wu', 'palagiat')]"
"['bagus', 'banget', 'kurang', 'gede', 'mb', 'ajah', 'suka', 'skin', 'ditail', 'banget', 'gitu', 'ramah', 'ramah', 'bagus', 'banget', 'walupun', 'mb', 'besar', 'wortid', 'banget']","[('bagus', 'banget'), ('banget', 'kurang'), ('kurang', 'gede'), ('gede', 'mb'), ('mb', 'ajah'), ('ajah', 'suka'), ('suka', 'skin'), ('skin', 'ditail'), ('ditail', 'banget'), ('banget', 'gitu'), ('gitu', 'ramah'), ('ramah', 'ramah'), ('ramah', 'bagus'), ('bagus', 'banget'), ('banget', 'walupun'), ('walupun', 'mb'), ('mb', 'besar'), ('besar', 'wortid'), ('wortid', 'banget')]"
"['bagus', 'unik', 'grafik', 'bagus', 'banget', 'berat', 'paksa', 'uninstall', 'cukup']","[('bagus', 'unik'), ('unik', 'grafik'), ('grafik', 'bagus'), ('bagus', 'banget'), ('banget', 'berat'), ('berat', 'paksa'), ('paksa', 'uninstall'), ('uninstall', 'cukup')]"
['bagus'],[]
"['bsgus', 'try', 'hard']","[('bsgus', 'try'), ('try', 'hard')]"
"['bagus', 'ping', 'tinggi', 'sinyal', 'bagus', 'buka', 'lain', 'lancar']","[('bagus', 'ping'), ('ping', 'tinggi'), ('tinggi', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'buka'), ('buka', 'lain'), ('lain', 'lancar')]"
['mending'],[]
"['jelas', 'sendiri', 'selalu', 'jago', 'banding', 'musuh']","[('jelas', 'sendiri'), ('sendiri', 'selalu'), ('selalu', 'jago'), ('jago', 'banding'), ('banding', 'musuh')]"
['seru'],[]
['nice'],[]
"['tolol', 'jelas']","[('tolol', 'jelas')]"
"['sumpah', 'pernah', 'kesal', 'gwe', 'semenjak', 'update', 'macthmaking', 'lama', 'banget', 'ampe', 'menit', 'lebih', 'lo', 'emosey', 'banget', 'gwe']","[('sumpah', 'pernah'), ('pernah', 'kesal'), ('kesal', 'gwe'), ('gwe', 'semenjak'), ('semenjak', 'update'), ('update', 'macthmaking'), ('macthmaking', 'lama'), ('lama', 'banget'), ('banget', 'ampe'), ('ampe', 'menit'), ('menit', 'lebih'), ('lebih', 'lo'), ('lo', 'emosey'), ('emosey', 'banget'), ('banget', 'gwe')]"
"['halo', 'semua', 'gratis', 'bagus', 'banget']","[('halo', 'semua'), ('semua', 'gratis'), ('gratis', 'bagus'), ('bagus', 'banget')]"
"['karakter', 'ilang', 'semua']","[('karakter', 'ilang'), ('ilang', 'semua')]"
"['update', 'lag', 'parah', 'drop', 'ms', 'sampai', 'sinyal', 'bagus']","[('update', 'lag'), ('lag', 'parah'), ('parah', 'drop'), ('drop', 'ms'), ('ms', 'sampai'), ('sampai', 'sinyal'), ('sinyal', 'bagus')]"
['bagus'],[]
['bagus'],[]
"['keren', 'bngt', 'semuaanya', 'gratis']","[('keren', 'bngt'), ('bngt', 'semuaanya'), ('semuaanya', 'gratis')]"
"['baru', 'pertama', 'langsung', 'lag', 'bagus', 'kenapa', 'ganti', 'tolong', 'developer', 'hokhonor', 'per', 'baik', 'seru', 'gratis']","[('baru', 'pertama'), ('pertama', 'langsung'), ('langsung', 'lag'), ('lag', 'bagus'), ('bagus', 'kenapa'), ('kenapa', 'ganti'), ('ganti', 'tolong'), ('tolong', 'developer'), ('developer', 'hokhonor'), ('hokhonor', 'per'), ('per', 'baik'), ('baik', 'seru'), ('seru', 'gratis')]"
"['mantap', 'lebih', 'adil', 'tanding']","[('mantap', 'lebih'), ('lebih', 'adil'), ('adil', 'tanding')]"
['bagus'],[]
"['matchnya', 'makin', 'jelek', 'imbang']","[('matchnya', 'makin'), ('makin', 'jelek'), ('jelek', 'imbang')]"
"['banyak', 'skin', 'gratis']","[('banyak', 'skin'), ('skin', 'gratis')]"
"['tolong', 'minimal', 'kredit', 'skor', 'kurang', 'jangan', 'lawan', 'bot', 'begitu', 'pula', 'naik', 'jelas']","[('tolong', 'minimal'), ('minimal', 'kredit'), ('kredit', 'skor'), ('skor', 'kurang'), ('kurang', 'jangan'), ('jangan', 'lawan'), ('lawan', 'bot'), ('bot', 'begitu'), ('begitu', 'pula'), ('pula', 'naik'), ('naik', 'jelas')]"
"['tolong', 'kah', 'dev', 'tolong', 'banget', 'jangan', 'temuin', 'oh', 'cape', 'kena', 'troll', 'sudah', 'ngasal', 'gjls', 'pisah', 'oh', 'server', 'sendiri', 'beban', 'global']","[('tolong', 'kah'), ('kah', 'dev'), ('dev', 'tolong'), ('tolong', 'banget'), ('banget', 'jangan'), ('jangan', 'temuin'), ('temuin', 'oh'), ('oh', 'cape'), ('cape', 'kena'), ('kena', 'troll'), ('troll', 'sudah'), ('sudah', 'ngasal'), ('ngasal', 'gjls'), ('gjls', 'pisah'), ('pisah', 'oh'), ('oh', 'server'), ('server', 'sendiri'), ('sendiri', 'beban'), ('beban', 'global')]"
"['mantep', 'banget', 'gan']","[('mantep', 'banget'), ('banget', 'gan')]"
"['dajihao', 'balik', 'akun', 'akun', 'sudah', 'ngumpulin', 'skin', 'sampai', 'hilang', 'begitu', 'inginn', 'akun', 'satu', 'tanpa', 'file', 'cheat', 'mana', 'please', 'balik', 'akun', 'sudah', 'kait', 'google']","[('dajihao', 'balik'), ('balik', 'akun'), ('akun', 'akun'), ('akun', 'sudah'), ('sudah', 'ngumpulin'), ('ngumpulin', 'skin'), ('skin', 'sampai'), ('sampai', 'hilang'), ('hilang', 'begitu'), ('begitu', 'inginn'), ('inginn', 'akun'), ('akun', 'satu'), ('satu', 'tanpa'), ('tanpa', 'file'), ('file', 'cheat'), ('cheat', 'mana'), ('mana', 'please'), ('please', 'balik'), ('balik', 'akun'), ('akun', 'sudah'), ('sudah', 'kait'), ('kait', 'google')]"
"['bagus', 'memori', 'sudah', 'penuh', 'belum', 'mendownload', 'semua', 'v']","[('bagus', 'memori'), ('memori', 'sudah'), ('sudah', 'penuh'), ('penuh', 'belum'), ('belum', 'mendownload'), ('mendownload', 'semua'), ('semua', 'v')]"
"['hi', 'developer', 'hapus', 'spriteling', 'pilih', 'utama', 'gapernah', 'ratarata', 'chinese', 'begitu', 'skin', 'dinasti', 'kaisar', 'ukyo', 'tachibanacharlottemai', 'shiranui', 'gabisa', 'event', 'gimana', 'dapetinya']","[('hi', 'developer'), ('developer', 'hapus'), ('hapus', 'spriteling'), ('spriteling', 'pilih'), ('pilih', 'utama'), ('utama', 'gapernah'), ('gapernah', 'ratarata'), ('ratarata', 'chinese'), ('chinese', 'begitu'), ('begitu', 'skin'), ('skin', 'dinasti'), ('dinasti', 'kaisar'), ('kaisar', 'ukyo'), ('ukyo', 'tachibanacharlottemai'), ('tachibanacharlottemai', 'shiranui'), ('shiranui', 'gabisa'), ('gabisa', 'event'), ('event', 'gimana'), ('gimana', 'dapetinya')]"
"['lag', 'parah', 'merah', 'jelas', 'kapan', 'rusak', 'kira', 'semua', 'punya', 'wifi']","[('lag', 'parah'), ('parah', 'merah'), ('merah', 'jelas'), ('jelas', 'kapan'), ('kapan', 'rusak'), ('rusak', 'kira'), ('kira', 'semua'), ('semua', 'punya'), ('punya', 'wifi')]"
['good'],[]
['bagus'],[]
"['paham', 'banyak', 'banget', 'rugi']","[('paham', 'banyak'), ('banyak', 'banget'), ('banget', 'rugi')]"
['bagus'],[]
"['ukur', 'terlalu', 'besar']","[('ukur', 'terlalu'), ('terlalu', 'besar')]"
"['report', 'makin', 'kacau', 'jelas', 'lain', 'curi', 'line', 'kurang', 'kredit', 'skor', 'tambah', 'aneh']","[('report', 'makin'), ('makin', 'kacau'), ('kacau', 'jelas'), ('jelas', 'lain'), ('lain', 'curi'), ('curi', 'line'), ('line', 'kurang'), ('kurang', 'kredit'), ('kredit', 'skor'), ('skor', 'tambah'), ('tambah', 'aneh')]"
"['banyak', 'bot']","[('banyak', 'bot')]"
"['m', 'likes']","[('m', 'likes')]"
['bagus'],[]
"['beri', 'adil', 'gjls']","[('beri', 'adil'), ('adil', 'gjls')]"
[],[]
"['k', 'o', 'n', 't', 'o', 'l', 'please', 'guys', 'jangan', 'downlod', 'ngamuk', 'masuk', 'tolol', 'banget', 'demi', 'jangan', 'demi', 'sehat', 'mental', 'lo']","[('k', 'o'), ('o', 'n'), ('n', 't'), ('t', 'o'), ('o', 'l'), ('l', 'please'), ('please', 'guys'), ('guys', 'jangan'), ('jangan', 'downlod'), ('downlod', 'ngamuk'), ('ngamuk', 'masuk'), ('masuk', 'tolol'), ('tolol', 'banget'), ('banget', 'demi'), ('demi', 'jangan'), ('jangan', 'demi'), ('demi', 'sehat'), ('sehat', 'mental'), ('mental', 'lo')]"
