stopwords_removed,bigrams_mlbb
"['seru', 'baru', 'seru', 'teman', 'cuma', 'punya', 'keluh', 'masa', 'tadi', 'sudah', 'chat', 'yatim', 'random', 'moga', 'ramah', 'semua']","[('seru', 'baru'), ('baru', 'seru'), ('seru', 'teman'), ('teman', 'cuma'), ('cuma', 'punya'), ('punya', 'keluh'), ('keluh', 'masa'), ('masa', 'tadi'), ('tadi', 'sudah'), ('sudah', 'chat'), ('chat', 'yatim'), ('yatim', 'random'), ('random', 'moga'), ('moga', 'ramah'), ('ramah', 'semua')]"
"['season', 'sekarang', 'ngaco', 'auto', 'lag', 'pdhl', 'sinyal', 'wifi', 'amanalhasil', 'jd', 'kalah', 'jg', 'kacausll', 'troll']","[('season', 'sekarang'), ('sekarang', 'ngaco'), ('ngaco', 'auto'), ('auto', 'lag'), ('lag', 'pdhl'), ('pdhl', 'sinyal'), ('sinyal', 'wifi'), ('wifi', 'amanalhasil'), ('amanalhasil', 'jd'), ('jd', 'kalah'), ('kalah', 'jg'), ('jg', 'kacausll'), ('kacausll', 'troll')]"
"['macthmaking', 'busuk', 'jelas', 'banget', 'beban', 'report', 'sedang', 'sungguh', 'sungguh', 'nak', 'report', 'aneh', 'mtyhic', 'atas', 'aneh', 'aneh', 'atur', 'aneh', 'mending', 'uninstal']","[('macthmaking', 'busuk'), ('busuk', 'jelas'), ('jelas', 'banget'), ('banget', 'beban'), ('beban', 'report'), ('report', 'sedang'), ('sedang', 'sungguh'), ('sungguh', 'sungguh'), ('sungguh', 'nak'), ('nak', 'report'), ('report', 'aneh'), ('aneh', 'mtyhic'), ('mtyhic', 'atas'), ('atas', 'aneh'), ('aneh', 'aneh'), ('aneh', 'atur'), ('atur', 'aneh'), ('aneh', 'mending'), ('mending', 'uninstal')]"
['bagus'],[]
"['bagus', 'bget', 'ramh', 'pk']","[('bagus', 'bget'), ('bget', 'ramh'), ('ramh', 'pk')]"
"['sinyal', 'hijau', 'lag', 'sampai', 'afk']","[('sinyal', 'hijau'), ('hijau', 'lag'), ('lag', 'sampai'), ('sampai', 'afk')]"
"['legends', 'sekarang', 'suka', 'lag', 'gajelas', 'bagus', 'lag', 'sendiri', 'knapa']","[('legends', 'sekarang'), ('sekarang', 'suka'), ('suka', 'lag'), ('lag', 'gajelas'), ('gajelas', 'bagus'), ('bagus', 'lag'), ('lag', 'sendiri'), ('sendiri', 'knapa')]"
"['sampah', 'jelas', 'beranta', 'ngatur', 'kikir', 'busuk']","[('sampah', 'jelas'), ('jelas', 'beranta'), ('beranta', 'ngatur'), ('ngatur', 'kikir'), ('kikir', 'busuk')]"
"['parah', 'kena', 'kredit', 'skor', 'bs', 'ranked', 'cma', 'gara', 'gara', 'kurang', 'bs', 'sperti', 'lain', 'biar', 'lancar', 'mending', 'pindah', 'king']","[('parah', 'kena'), ('kena', 'kredit'), ('kredit', 'skor'), ('skor', 'bs'), ('bs', 'ranked'), ('ranked', 'cma'), ('cma', 'gara'), ('gara', 'gara'), ('gara', 'kurang'), ('kurang', 'bs'), ('bs', 'sperti'), ('sperti', 'lain'), ('lain', 'biar'), ('biar', 'lancar'), ('lancar', 'mending'), ('mending', 'pindah'), ('pindah', 'king')]"
['bagus'],[]
"['ngomong', 'tosix', 'sopan', 'kasihan', 'anak', 'anak', 'bawah', 'umur', 'bilang', 'mundur', 'mundur', 'lostreek', 'kualitas', 'bagus', 'mending', 'lain', 'mati', 'suri']","[('ngomong', 'tosix'), ('tosix', 'sopan'), ('sopan', 'kasihan'), ('kasihan', 'anak'), ('anak', 'anak'), ('anak', 'bawah'), ('bawah', 'umur'), ('umur', 'bilang'), ('bilang', 'mundur'), ('mundur', 'mundur'), ('mundur', 'lostreek'), ('lostreek', 'kualitas'), ('kualitas', 'bagus'), ('bagus', 'mending'), ('mending', 'lain'), ('lain', 'mati'), ('mati', 'suri')]"
"['masa', 'iya', 'ketemu', 'trio', 'gitu', 'duoyg', 'imbang']","[('masa', 'iya'), ('iya', 'ketemu'), ('ketemu', 'trio'), ('trio', 'gitu'), ('gitu', 'duoyg'), ('duoyg', 'imbang')]"
"['kalah', 'naik', 'legendmonton', 'kecewa']","[('kalah', 'naik'), ('naik', 'legendmonton'), ('legendmonton', 'kecewa')]"
['haji'],[]
"['beri', 'ma', 'en', 'tolol', 'semua']","[('beri', 'ma'), ('ma', 'en'), ('en', 'tolol'), ('tolol', 'semua')]"
['lumayan'],[]
"['bento', 'banyak', 'bot']","[('bento', 'banyak'), ('banyak', 'bot')]"
"['ehh', 'poke', 'punya', 'apk', 'baharu', 'update', 'tan', 'benar', 'emosi', 'ping', 'stabil', 'fress', 'kwk', 'laq', 'laku', 'lalai', 'update']","[('ehh', 'poke'), ('poke', 'punya'), ('punya', 'apk'), ('apk', 'baharu'), ('baharu', 'update'), ('update', 'tan'), ('tan', 'benar'), ('benar', 'emosi'), ('emosi', 'ping'), ('ping', 'stabil'), ('stabil', 'fress'), ('fress', 'kwk'), ('kwk', 'laq'), ('laq', 'laku'), ('laku', 'lalai'), ('lalai', 'update')]"
"['aneh', 'sekarang', 'mulai', 'mact', 'tulis', 'reconet', 'sinyal', 'bagus', 'winstrake', 'hancur', 'gara', 'gara', 'haduh', 'mohon', 'perhatianya']","[('aneh', 'sekarang'), ('sekarang', 'mulai'), ('mulai', 'mact'), ('mact', 'tulis'), ('tulis', 'reconet'), ('reconet', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'winstrake'), ('winstrake', 'hancur'), ('hancur', 'gara'), ('gara', 'gara'), ('gara', 'haduh'), ('haduh', 'mohon'), ('mohon', 'perhatianya')]"
"['akhir', 'bug', 'jelas', 'sampai', 'late', 'mainin', 'lancar', 'suka', 'lag', 'sungguh', 'masuk', 'akal', 'tolong', 'baik']","[('akhir', 'bug'), ('bug', 'jelas'), ('jelas', 'sampai'), ('sampai', 'late'), ('late', 'mainin'), ('mainin', 'lancar'), ('lancar', 'suka'), ('suka', 'lag'), ('lag', 'sungguh'), ('sungguh', 'masuk'), ('masuk', 'akal'), ('akal', 'tolong'), ('tolong', 'baik')]"
"['coba', 'tambahin', 'ngirim', 'battle', 'poin', 'biar', 'ngirim', 'teman']","[('coba', 'tambahin'), ('tambahin', 'ngirim'), ('ngirim', 'battle'), ('battle', 'poin'), ('poin', 'biar'), ('biar', 'ngirim'), ('ngirim', 'teman')]"
"['bagus', 'keren', 'bagus', 'bagus', 'balik', 'jembut', 'buruk', 'buruk']","[('bagus', 'keren'), ('keren', 'bagus'), ('bagus', 'bagus'), ('bagus', 'balik'), ('balik', 'jembut'), ('jembut', 'buruk'), ('buruk', 'buruk')]"
"['makin', 'makin', 'jelas', 'masalah', 'jelek', 'banget', 'stabil', 'suka', 'lag', 'tibajadi', 'makin', 'males', 'update', 'makin', 'gede', 'mb', 'baik', 'sudah', 'waras']","[('makin', 'makin'), ('makin', 'jelas'), ('jelas', 'masalah'), ('masalah', 'jelek'), ('jelek', 'banget'), ('banget', 'stabil'), ('stabil', 'suka'), ('suka', 'lag'), ('lag', 'tibajadi'), ('tibajadi', 'makin'), ('makin', 'males'), ('males', 'update'), ('update', 'makin'), ('makin', 'gede'), ('gede', 'mb'), ('mb', 'baik'), ('baik', 'sudah'), ('sudah', 'waras')]"
"['waw', 'seru']","[('waw', 'seru')]"
"['mantap', 'bagus', 'banget', 'ws', 'alhamdulillah']","[('mantap', 'bagus'), ('bagus', 'banget'), ('banget', 'ws'), ('ws', 'alhamdulillah')]"
"['bagussihh', 'tolong', 'gelap', 'hapus']","[('bagussihh', 'tolong'), ('tolong', 'gelap'), ('gelap', 'hapus')]"
"['sukak', 'user', 'franko', 'tari', 'maut', 'langsung', 'kena', 'lord']","[('sukak', 'user'), ('user', 'franko'), ('franko', 'tari'), ('tari', 'maut'), ('maut', 'langsung'), ('langsung', 'kena'), ('kena', 'lord')]"
"['sedot', 'makin', 'makin', 'jelek', 'makin', 'buruk', 'full', 'leq', 'bnyak', 'bug']","[('sedot', 'makin'), ('makin', 'makin'), ('makin', 'jelek'), ('jelek', 'makin'), ('makin', 'buruk'), ('buruk', 'full'), ('full', 'leq'), ('leq', 'bnyak'), ('bnyak', 'bug')]"
"['moga', 'bagus']","[('moga', 'bagus')]"
"['buruk', 'banyak', 'draksistem', 'buruk', 'pernah']","[('buruk', 'banyak'), ('banyak', 'draksistem'), ('draksistem', 'buruk'), ('buruk', 'pernah')]"
"['makin', 'lama', 'makin', 'anj', 'bagus', 'stabil', 'gabisa', 'gerak', 'pencet', 'bilang', 'buruk', 'muncul', 'bagusstabil', 'jelas', 'musuh', 'party', 'posisi', 'menang', 'hubung', 'ulang', 'make', 'kuota']","[('makin', 'lama'), ('lama', 'makin'), ('makin', 'anj'), ('anj', 'bagus'), ('bagus', 'stabil'), ('stabil', 'gabisa'), ('gabisa', 'gerak'), ('gerak', 'pencet'), ('pencet', 'bilang'), ('bilang', 'buruk'), ('buruk', 'muncul'), ('muncul', 'bagusstabil'), ('bagusstabil', 'jelas'), ('jelas', 'musuh'), ('musuh', 'party'), ('party', 'posisi'), ('posisi', 'menang'), ('menang', 'hubung'), ('hubung', 'ulang'), ('ulang', 'make'), ('make', 'kuota')]"
"['rusak', 'bug', 'afk', 'bodo']","[('rusak', 'bug'), ('bug', 'afk'), ('afk', 'bodo')]"
"['bagus', 'banget', 'bos']","[('bagus', 'banget'), ('banget', 'bos')]"
"['keri', 'gs', 'jangn', 'coba', 'adik', 'mainnin', 'lama', 'bulan', 'lebih', 'masuk', 'rumah', 'sakit', 'jiwa', 'setress', 'lebih', 'habus', 'baik', 'kesehatanmental']","[('keri', 'gs'), ('gs', 'jangn'), ('jangn', 'coba'), ('coba', 'adik'), ('adik', 'mainnin'), ('mainnin', 'lama'), ('lama', 'bulan'), ('bulan', 'lebih'), ('lebih', 'masuk'), ('masuk', 'rumah'), ('rumah', 'sakit'), ('sakit', 'jiwa'), ('jiwa', 'setress'), ('setress', 'lebih'), ('lebih', 'habus'), ('habus', 'baik'), ('baik', 'kesehatanmental')]"
"['hadeuh', 'mah', 'seru', 'stres', 'wortit', 'banget', 'apalgi', 'sengaja', 'banget', 'kasi', 'gelap', 'gelap', 'melulu', 'tambah', 'sinyal', 'bagus', 'lag', 'lag']","[('hadeuh', 'mah'), ('mah', 'seru'), ('seru', 'stres'), ('stres', 'wortit'), ('wortit', 'banget'), ('banget', 'apalgi'), ('apalgi', 'sengaja'), ('sengaja', 'banget'), ('banget', 'kasi'), ('kasi', 'gelap'), ('gelap', 'gelap'), ('gelap', 'melulu'), ('melulu', 'tambah'), ('tambah', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'lag'), ('lag', 'lag')]"
"['makin', 'update', 'lag', 'enak', 'khusus', 'mending', 'usah', 'maksa', 'yaudah', 'awas', 'darah', 'tinggi', 'bubarin', 'tod']","[('makin', 'update'), ('update', 'lag'), ('lag', 'enak'), ('enak', 'khusus'), ('khusus', 'mending'), ('mending', 'usah'), ('usah', 'maksa'), ('maksa', 'yaudah'), ('yaudah', 'awas'), ('awas', 'darah'), ('darah', 'tinggi'), ('tinggi', 'bubarin'), ('bubarin', 'tod')]"
"['seru', 'cari', 'teman', 'pacar']","[('seru', 'cari'), ('cari', 'teman'), ('teman', 'pacar')]"
['seru'],[]
"['moga', 'sabar', 'tinggi', 'serta', 'semua', 'domzz', 'stay']","[('moga', 'sabar'), ('sabar', 'tinggi'), ('tinggi', 'serta'), ('serta', 'semua'), ('semua', 'domzz'), ('domzz', 'stay')]"
"['seru', 'epic', 'moga', 'onic']","[('seru', 'epic'), ('epic', 'moga'), ('moga', 'onic')]"
"['lovyu', 'muntun', 'akun', 'balik', 'cs', 'bgus', 'banget', 'banget', 'banget', 'lovyu', 'muntun']","[('lovyu', 'muntun'), ('muntun', 'akun'), ('akun', 'balik'), ('balik', 'cs'), ('cs', 'bgus'), ('bgus', 'banget'), ('banget', 'banget'), ('banget', 'banget'), ('banget', 'lovyu'), ('lovyu', 'muntun')]"
"['jangan', 'guys', 'haram', 'isi', 'gelap', 'selalu', 'kalah', 'adil', 'scak', 'epic', 'gegera', 'gelap', 'tolong', 'pisahin', 'gelap', 'kikirr', 'emosi', 'bukan', 'ngilangin', 'stres', 'tambah', 'stres', 'haram', 'kikir', 'poke', 'adil', 'ngepus', 'sampai', 'imo', 'nyata', 'kalah', 'haram', 'tolong', 'not', 'mending', 'free', 'fire', 'lose', 'treak', 'cape', 'epic', 'tolong', 'bagus']","[('jangan', 'guys'), ('guys', 'haram'), ('haram', 'isi'), ('isi', 'gelap'), ('gelap', 'selalu'), ('selalu', 'kalah'), ('kalah', 'adil'), ('adil', 'scak'), ('scak', 'epic'), ('epic', 'gegera'), ('gegera', 'gelap'), ('gelap', 'tolong'), ('tolong', 'pisahin'), ('pisahin', 'gelap'), ('gelap', 'kikirr'), ('kikirr', 'emosi'), ('emosi', 'bukan'), ('bukan', 'ngilangin'), ('ngilangin', 'stres'), ('stres', 'tambah'), ('tambah', 'stres'), ('stres', 'haram'), ('haram', 'kikir'), ('kikir', 'poke'), ('poke', 'adil'), ('adil', 'ngepus'), ('ngepus', 'sampai'), ('sampai', 'imo'), ('imo', 'nyata'), ('nyata', 'kalah'), ('kalah', 'haram'), ('haram', 'tolong'), ('tolong', 'not'), ('not', 'mending'), ('mending', 'free'), ('free', 'fire'), ('fire', 'lose'), ('lose', 'treak'), ('treak', 'cape'), ('cape', 'epic'), ('epic', 'tolong'), ('tolong', 'bagus')]"
"['legends', 'nggk', 'mobil', 'aplikasi', 'nggk', 'didonwloadya', 'mungkin', 'nokia', 'hehe']","[('legends', 'nggk'), ('nggk', 'mobil'), ('mobil', 'aplikasi'), ('aplikasi', 'nggk'), ('nggk', 'didonwloadya'), ('didonwloadya', 'mungkin'), ('mungkin', 'nokia'), ('nokia', 'hehe')]"
"['kontribusi', 'playernya', 'toxic', 'trs', 'wifi', 'lag', 'scroll', 'yt', 'tiktok', 'lag']","[('kontribusi', 'playernya'), ('playernya', 'toxic'), ('toxic', 'trs'), ('trs', 'wifi'), ('wifi', 'lag'), ('lag', 'scroll'), ('scroll', 'yt'), ('yt', 'tiktok'), ('tiktok', 'lag')]"
"['makin', 'jelas', 'resah', 'tambah', 'makin', 'banyak', 'draksistem', 'adalagi', 'bila', 'bintang', 'ketemu', 'trol', 'makin', 'makin', 'bb']","[('makin', 'jelas'), ('jelas', 'resah'), ('resah', 'tambah'), ('tambah', 'makin'), ('makin', 'banyak'), ('banyak', 'draksistem'), ('draksistem', 'adalagi'), ('adalagi', 'bila'), ('bila', 'bintang'), ('bintang', 'ketemu'), ('ketemu', 'trol'), ('trol', 'makin'), ('makin', 'makin'), ('makin', 'bb')]"
"['najis', 'bug', 'lol', 'emosi', 'rusak', 'bug', 'buka', 'aplikasi', 'lain', 'lancar', 'jaya', 'kocak']","[('najis', 'bug'), ('bug', 'lol'), ('lol', 'emosi'), ('emosi', 'rusak'), ('rusak', 'bug'), ('bug', 'buka'), ('buka', 'aplikasi'), ('aplikasi', 'lain'), ('lain', 'lancar'), ('lancar', 'jaya'), ('jaya', 'kocak')]"
"['gonta', 'ganti', 'provider', 'clasic', 'super', 'lag', 'niat', 'cari', 'hibur', 'emosi', 'uninstall', 'males']","[('gonta', 'ganti'), ('ganti', 'provider'), ('provider', 'clasic'), ('clasic', 'super'), ('super', 'lag'), ('lag', 'niat'), ('niat', 'cari'), ('cari', 'hibur'), ('hibur', 'emosi'), ('emosi', 'uninstall'), ('uninstall', 'males')]"
"['merah', 'bgs', 'classic', 'bagus', 'kacau', 'skrng', 'bagus']","[('merah', 'bgs'), ('bgs', 'classic'), ('classic', 'bagus'), ('bagus', 'kacau'), ('kacau', 'skrng'), ('skrng', 'bagus')]"
"['hello', 'justin', 'yuan', 'and', 'watson', 'xu', 'zhenhua', 'will', 'never', 'read', 'letter', 'al', 'jabar', 'you', 'm', 'already', 'hurt', 'by', 'you', 'so', 'congratulations', 'on', 'what', 'will', 'happen', 'pain', 'that', 'why']","[('hello', 'justin'), ('justin', 'yuan'), ('yuan', 'and'), ('and', 'watson'), ('watson', 'xu'), ('xu', 'zhenhua'), ('zhenhua', 'will'), ('will', 'never'), ('never', 'read'), ('read', 'letter'), ('letter', 'al'), ('al', 'jabar'), ('jabar', 'you'), ('you', 'm'), ('m', 'already'), ('already', 'hurt'), ('hurt', 'by'), ('by', 'you'), ('you', 'so'), ('so', 'congratulations'), ('congratulations', 'on'), ('on', 'what'), ('what', 'will'), ('will', 'happen'), ('happen', 'pain'), ('pain', 'that'), ('that', 'why')]"
"['kece', 'badai']","[('kece', 'badai')]"
"['ngasi', 'teman', 'tu', 'benar', 'gausah', 'kawan', 'epik', 'lawan', 'glory', 'imbang', 'menang', 'kalah', 'sampek', 'imbang', 'kawan', 'lawan', 'cuihh']","[('ngasi', 'teman'), ('teman', 'tu'), ('tu', 'benar'), ('benar', 'gausah'), ('gausah', 'kawan'), ('kawan', 'epik'), ('epik', 'lawan'), ('lawan', 'glory'), ('glory', 'imbang'), ('imbang', 'menang'), ('menang', 'kalah'), ('kalah', 'sampek'), ('sampek', 'imbang'), ('imbang', 'kawan'), ('kawan', 'lawan'), ('lawan', 'cuihh')]"
"['sip', 'bagus']","[('sip', 'bagus')]"
"['kadang', 'kadang', 'emosi']","[('kadang', 'kadang'), ('kadang', 'emosi')]"
['seru'],[]
"['lumayan', 'agak', 'agak', 'lag']","[('lumayan', 'agak'), ('agak', 'agak'), ('agak', 'lag')]"
"['bjirr', 'baru', 'bulan', 'epic']","[('bjirr', 'baru'), ('baru', 'bulan'), ('bulan', 'epic')]"
"['ygy', 'donlowd', 'usak', 'mentaly', 'saling', 'ngejek', 'toxic', 'recal', 'ramah', 'dikill', 'musuh', 'lansung', 'lanjut', 'cril', 'mah', 'ngetik', 'dikill', 'musuh', 'omongin', 'pou', 'recal', 'ygy', 'jgn', 'donlowd', 'banke', 'tolol', 'idiot', 'montod']","[('ygy', 'donlowd'), ('donlowd', 'usak'), ('usak', 'mentaly'), ('mentaly', 'saling'), ('saling', 'ngejek'), ('ngejek', 'toxic'), ('toxic', 'recal'), ('recal', 'ramah'), ('ramah', 'dikill'), ('dikill', 'musuh'), ('musuh', 'lansung'), ('lansung', 'lanjut'), ('lanjut', 'cril'), ('cril', 'mah'), ('mah', 'ngetik'), ('ngetik', 'dikill'), ('dikill', 'musuh'), ('musuh', 'omongin'), ('omongin', 'pou'), ('pou', 'recal'), ('recal', 'ygy'), ('ygy', 'jgn'), ('jgn', 'donlowd'), ('donlowd', 'banke'), ('banke', 'tolol'), ('tolol', 'idiot'), ('idiot', 'montod')]"
"['win', 'lose', 'gitu', 'sampai', 'tres', 'sekarang', 'sudah', 'hapus', 'tres']","[('win', 'lose'), ('lose', 'gitu'), ('gitu', 'sampai'), ('sampai', 'tres'), ('tres', 'sekarang'), ('sekarang', 'sudah'), ('sudah', 'hapus'), ('hapus', 'tres')]"
"['buruk', 'sinyal', 'bagus', 'lag', 'lag', 'riport', 'sudah', 'bagus', 'sinyal', 'cok', 'cek', 'sudah', 'bagus', 'abang']","[('buruk', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'lag'), ('lag', 'lag'), ('lag', 'riport'), ('riport', 'sudah'), ('sudah', 'bagus'), ('bagus', 'sinyal'), ('sinyal', 'cok'), ('cok', 'cek'), ('cek', 'sudah'), ('sudah', 'bagus'), ('bagus', 'abang')]"
"['ayo', 'rusak', 'enginesistem']","[('ayo', 'rusak'), ('rusak', 'enginesistem')]"
"['naon', 'naon', 'minion', 'aing', 'kalah', 'nyerang', 'base', 'aing', 'tolol', 'minion', 'kanker']","[('naon', 'naon'), ('naon', 'minion'), ('minion', 'aing'), ('aing', 'kalah'), ('kalah', 'nyerang'), ('nyerang', 'base'), ('base', 'aing'), ('aing', 'tolol'), ('tolol', 'minion'), ('minion', 'kanker')]"
"['memng', 'mantap', 'bosan']","[('memng', 'mantap'), ('mantap', 'bosan')]"
"['bagus', 'seru', 'banget', 'buru', 'coba']","[('bagus', 'seru'), ('seru', 'banget'), ('banget', 'buru'), ('buru', 'coba')]"
"['beri', 'adil', 'pensi']","[('beri', 'adil'), ('adil', 'pensi')]"
"['tolong', 'baik', 'signyal', 'full', 'patah']","[('tolong', 'baik'), ('baik', 'signyal'), ('signyal', 'full'), ('full', 'patah')]"
"['uda', 'lama', 'sekarang', 'sekarang', 'lag', 'gejalas', 'bahkan', 'sampai', 'ngga', 'gerak', 'sinyal', 'bagus', 'wifi', 'bagus', 'tolong', 'server', 'baik', 'mas', 'ngga', 'baik', 'hormat', 'uninstal']","[('uda', 'lama'), ('lama', 'sekarang'), ('sekarang', 'sekarang'), ('sekarang', 'lag'), ('lag', 'gejalas'), ('gejalas', 'bahkan'), ('bahkan', 'sampai'), ('sampai', 'ngga'), ('ngga', 'gerak'), ('gerak', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'wifi'), ('wifi', 'bagus'), ('bagus', 'tolong'), ('tolong', 'server'), ('server', 'baik'), ('baik', 'mas'), ('mas', 'ngga'), ('ngga', 'baik'), ('baik', 'hormat'), ('hormat', 'uninstal')]"
"['makin', 'devices', 'friendly', 'detik', 'sampai', 'frame', 'drop', 'fps', 'per', 'detik', 'parah', 'alhasil', 'ganti', 'emblem', 'battle', 'spell', 'bayang', 'suruh', 'fast', 'respon', 'cuma', 'detik', 'chipset', 'sd', 'kurang', 'kah']","[('makin', 'devices'), ('devices', 'friendly'), ('friendly', 'detik'), ('detik', 'sampai'), ('sampai', 'frame'), ('frame', 'drop'), ('drop', 'fps'), ('fps', 'per'), ('per', 'detik'), ('detik', 'parah'), ('parah', 'alhasil'), ('alhasil', 'ganti'), ('ganti', 'emblem'), ('emblem', 'battle'), ('battle', 'spell'), ('spell', 'bayang'), ('bayang', 'suruh'), ('suruh', 'fast'), ('fast', 'respon'), ('respon', 'cuma'), ('cuma', 'detik'), ('detik', 'chipset'), ('chipset', 'sd'), ('sd', 'kurang'), ('kurang', 'kah')]"
"['makin', 'makin', 'jelas', 'lag', 'selalu', 'kalah', 'untun', 'jelek']","[('makin', 'makin'), ('makin', 'jelas'), ('jelas', 'lag'), ('lag', 'selalu'), ('selalu', 'kalah'), ('kalah', 'untun'), ('untun', 'jelek')]"
"['jelek', 'sekarang', 'ngga', 'android']","[('jelek', 'sekarang'), ('sekarang', 'ngga'), ('ngga', 'android')]"
[],[]
['gelap'],[]
"['macam', 'seru', 'banget']","[('macam', 'seru'), ('seru', 'banget')]"
['bagus'],[]
"['ciga', 'bagong', 'ayna', 'sia', 't', 'ngajawab', 'tanya', 'aing', 'kana', 'aing', 'sia', 'jieun', 'rem', 'najis', 'ayna', 'mah', 'aing', 'kudu', 'deui', 'ieu']","[('ciga', 'bagong'), ('bagong', 'ayna'), ('ayna', 'sia'), ('sia', 't'), ('t', 'ngajawab'), ('ngajawab', 'tanya'), ('tanya', 'aing'), ('aing', 'kana'), ('kana', 'aing'), ('aing', 'sia'), ('sia', 'jieun'), ('jieun', 'rem'), ('rem', 'najis'), ('najis', 'ayna'), ('ayna', 'mah'), ('mah', 'aing'), ('aing', 'kudu'), ('kudu', 'deui'), ('deui', 'ieu')]"
"['mkin', 'rusak', 'suka', 'lag', 'pdhal', 'jringan', 'hijau', 'mnding', 'usah', 'dowload']","[('mkin', 'rusak'), ('rusak', 'suka'), ('suka', 'lag'), ('lag', 'pdhal'), ('pdhal', 'jringan'), ('jringan', 'hijau'), ('hijau', 'mnding'), ('mnding', 'usah'), ('usah', 'dowload')]"
['hama'],[]
"['sinyal', 'bagus', 'lag', 'emosi']","[('sinyal', 'bagus'), ('bagus', 'lag'), ('lag', 'emosi')]"
"['lag', 'wifi']","[('lag', 'wifi')]"
"['guna', 'jelek', 'nonton', 'yt', 'ig', 'tiktok', 'lancar', 'banget', 'asli', 'guna', 'kntol']","[('guna', 'jelek'), ('jelek', 'nonton'), ('nonton', 'yt'), ('yt', 'ig'), ('ig', 'tiktok'), ('tiktok', 'lancar'), ('lancar', 'banget'), ('banget', 'asli'), ('asli', 'guna'), ('guna', 'kntol')]"
"['bagus', 'bangett']","[('bagus', 'bangett')]"
"['makin', 'buruk', 'kagak', 'senengin', 'selalu', 'feeder', 'bot', 'tahu', 'jenis', 'item', 'emblem', 'butuh', 'terkadang', 'asal', 'pilih', 'king', 'jauh', 'lebih', 'seru']","[('makin', 'buruk'), ('buruk', 'kagak'), ('kagak', 'senengin'), ('senengin', 'selalu'), ('selalu', 'feeder'), ('feeder', 'bot'), ('bot', 'tahu'), ('tahu', 'jenis'), ('jenis', 'item'), ('item', 'emblem'), ('emblem', 'butuh'), ('butuh', 'terkadang'), ('terkadang', 'asal'), ('asal', 'pilih'), ('pilih', 'king'), ('king', 'jauh'), ('jauh', 'lebih'), ('lebih', 'seru')]"
"['buruk', 'kau', 'bagus', 'bagus', 'sikit', 'beri', 't', 'n', 'semua', 'hapus', 'play', 'store']","[('buruk', 'kau'), ('kau', 'bagus'), ('bagus', 'bagus'), ('bagus', 'sikit'), ('sikit', 'beri'), ('beri', 't'), ('t', 'n'), ('n', 'semua'), ('semua', 'hapus'), ('hapus', 'play'), ('play', 'store')]"
"['bagus', 'usia', 'baik']","[('bagus', 'usia'), ('usia', 'baik')]"
"['update', 'season', 'pernah', 'rusak', 'sinyal', 'bagus', 'lag', 'butut']","[('update', 'season'), ('season', 'pernah'), ('pernah', 'rusak'), ('rusak', 'sinyal'), ('sinyal', 'bagus'), ('bagus', 'lag'), ('lag', 'butut')]"
"['kalah', 'lawa', 'ngeri', 'lol']","[('kalah', 'lawa'), ('lawa', 'ngeri'), ('ngeri', 'lol')]"
['aneh'],[]
['buruk'],[]
"['muak', 'daritadi', 'sengaja', 'kalah']","[('muak', 'daritadi'), ('daritadi', 'sengaja'), ('sengaja', 'kalah')]"
"['tolong', 'notice', 'milik', 'masuk', 'coba', 'tambah', 'brawl', 'brawl', 'masuk', 'semangat']","[('tolong', 'notice'), ('notice', 'milik'), ('milik', 'masuk'), ('masuk', 'coba'), ('coba', 'tambah'), ('tambah', 'brawl'), ('brawl', 'brawl'), ('brawl', 'masuk'), ('masuk', 'semangat')]"
"['sinyal', 'down', 'pernah', 'perhati', 'complain', 'ttg', 'stabil', 'sinyal', 'update', 'baru', 'lag', 'parah']","[('sinyal', 'down'), ('down', 'pernah'), ('pernah', 'perhati'), ('perhati', 'complain'), ('complain', 'ttg'), ('ttg', 'stabil'), ('stabil', 'sinyal'), ('sinyal', 'update'), ('update', 'baru'), ('baru', 'lag'), ('lag', 'parah')]"
"['jelas', 'lama', 'update', 'makin', 'parah', 'lag', 'pdhl', 'hijau', 'sinyal', 'msuk', 'lagg', 'afk', 'jelas']","[('jelas', 'lama'), ('lama', 'update'), ('update', 'makin'), ('makin', 'parah'), ('parah', 'lag'), ('lag', 'pdhl'), ('pdhl', 'hijau'), ('hijau', 'sinyal'), ('sinyal', 'msuk'), ('msuk', 'lagg'), ('lagg', 'afk'), ('afk', 'jelas')]"
"['gaje', 'glory', 'isi', 'tetp', 'banyak', 'draksisitem']","[('gaje', 'glory'), ('glory', 'isi'), ('isi', 'tetp'), ('tetp', 'banyak'), ('banyak', 'draksisitem')]"
"['mending', 'lain', 'curang']","[('mending', 'lain'), ('lain', 'curang')]"
