userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
Rendi Kancai,game bagus,2.1.18.11201,game bagus,"[('game', 'bagus')]","[('game', 'bagus')]","[('game', 'bagus')]","[('game', 'bagus')]","[('game', 'bagus')]"
Parhot Parhot,monton kasi tim yng baguss napa aku capek kalah kontolll,2.1.18.11201,monton kasi tim yng baguss napa aku capek kalah kontolll,"[('monton', 'kasi'), ('kasi', 'tim'), ('tim', 'yng'), ('yng', 'baguss'), ('baguss', 'napa'), ('napa', 'aku'), ('aku', 'capek'), ('capek', 'kalah'), ('kalah', 'kontolll')]","[('monton', 'kasi'), ('kasi', 'tim'), ('tim', 'yng'), ('yng', 'baguss'), ('baguss', 'napa'), ('napa', 'aku'), ('aku', 'capek'), ('capek', 'kalah'), ('kalah', 'kontol')]","[('monton', 'kasi'), ('kasi', 'tim'), ('tim', 'yng'), ('yng', 'baguss'), ('baguss', 'napa'), ('napa', 'aku'), ('aku', 'capek'), ('capek', 'kalah'), ('kalah', 'kontol')]","[('monton', 'kasi'), ('kasi', 'tim'), ('tim', 'yng'), ('yng', 'baguss'), ('baguss', 'napa'), ('napa', 'aku'), ('aku', 'capek'), ('capek', 'kalah'), ('kalah', 'kontol')]","[('monton', 'kasi'), ('kasi', 'tim'), ('tim', 'yng'), ('yng', 'baguss'), ('baguss', 'napa'), ('napa', 'aku'), ('aku', 'capek'), ('capek', 'kalah'), ('kalah', 'kontol')]"
Reja Ramdani Taufik,game taiii dapet tim bot mulu mending pada hapus nih game,2.1.18.11201,game taiii dapet tim bot mulu mending pada hapus nih game,"[('game', 'taiii'), ('taiii', 'dapet'), ('dapet', 'tim'), ('tim', 'bot'), ('bot', 'mulu'), ('mulu', 'mending'), ('mending', 'pada'), ('pada', 'hapus'), ('hapus', 'nih'), ('nih', 'game')]","[('game', 'tai'), ('tai', 'dapet'), ('dapet', 'tim'), ('tim', 'bot'), ('bot', 'mulu'), ('mulu', 'mending'), ('mending', 'pada'), ('pada', 'hapus'), ('hapus', 'nih'), ('nih', 'game')]","[('game', 'tai'), ('tai', 'dapet'), ('dapet', 'tim'), ('tim', 'bot'), ('bot', 'mulu'), ('mulu', 'mending'), ('mending', 'pada'), ('pada', 'hapus'), ('hapus', 'nih'), ('nih', 'game')]","[('game', 'tai'), ('tai', 'dapet'), ('dapet', 'tim'), ('tim', 'bot'), ('bot', 'mulu'), ('mulu', 'mending'), ('mending', 'pada'), ('pada', 'hapus'), ('hapus', 'nih'), ('nih', 'game')]","[('game', 'tai'), ('tai', 'dapet'), ('dapet', 'tim'), ('tim', 'bot'), ('bot', 'mulu'), ('mulu', 'mending'), ('mending', 'pada'), ('pada', 'hapus'), ('hapus', 'nih'), ('nih', 'game')]"
Kenzie TekniK,"masih burik gamenya, ping jaringan tiba2 jadi merah. payah gak ada perubahan gamenya,.",2.1.18.11201,"masih burik gamenya, ping jaringan tiba2 jadi merah. payah gak ada perubahan gamenya,.","[('masih', 'burik'), ('burik', 'gamenya'), ('gamenya', ','), (',', 'ping'), ('ping', 'jaringan'), ('jaringan', 'tiba2'), ('tiba2', 'jadi'), ('jadi', 'merah'), ('merah', '.'), ('.', 'payah'), ('payah', 'gak'), ('gak', 'ada'), ('ada', 'perubahan'), ('perubahan', 'gamenya'), ('gamenya', ','), (',', '.')]","[('masih', 'burik'), ('burik', 'gamenya'), ('gamenya',), ('ping',), ('ping', 'jaringan'), ('jaringan', 'tiba'), ('tiba', 'jadi'), ('jadi', 'merah'), ('merah',), ('payah',), ('payah', 'gak'), ('gak', 'ada'), ('ada', 'perubahan'), ('perubahan', 'gamenya'), ('gamenya',)]","[('masih', 'burik'), ('burik', 'gamenya'), ('gamenya',), ('ping',), ('ping', 'jaring'), ('jaring', 'tiba'), ('tiba', 'jadi'), ('jadi', 'merah'), ('merah',), ('payah',), ('payah', 'gak'), ('gak', 'ada'), ('ada', 'ubah'), ('ubah', 'gamenya'), ('gamenya',)]","[('masih', 'burik'), ('burik', 'gamenya'), ('gamenya',), ('ping',), ('ping', 'jaring'), ('jaring', 'tiba'), ('tiba', 'jadi'), ('jadi', 'merah'), ('merah',), ('payah',), ('payah', 'gak'), ('gak', 'ada'), ('ada', 'ubah'), ('ubah', 'gamenya'), ('gamenya',)]","[('masih', 'burik'), ('burik', 'gamenya'), ('gamenya',), ('ping',), ('ping', 'jaring'), ('jaring', 'tiba'), ('tiba', 'jadi'), ('jadi', 'merah'), ('merah',), ('payah',), ('payah', 'gak'), ('gak', 'ada'), ('ada', 'ubah'), ('ubah', 'gamenya'), ('gamenya',)]"
Yeppp Liiioo,"benerin tuh game, masak mitic di tabrakin tim legend? miskirkisd",,"benerin tuh game, masak mitic di tabrakin tim legend? miskirkisd","[('benerin', 'tuh'), ('tuh', 'game'), ('game', ','), (',', 'masak'), ('masak', 'mitic'), ('mitic', 'di'), ('di', 'tabrakin'), ('tabrakin', 'tim'), ('tim', 'legend'), ('legend', '?'), ('?', 'miskirkisd')]","[('benerin', 'tuh'), ('tuh', 'game'), ('game',), ('masak',), ('masak', 'mitic'), ('mitic', 'di'), ('di', 'tabrakin'), ('tabrakin', 'tim'), ('tim', 'legend'), ('legend',), ('miskirkisd',)]","[('benerin', 'tuh'), ('tuh', 'game'), ('game',), ('masak',), ('masak', 'mitic'), ('mitic', 'di'), ('di', 'tabrakin'), ('tabrakin', 'tim'), ('tim', 'legend'), ('legend',), ('miskirkisd',)]","[('benerin', 'tuh'), ('tuh', 'game'), ('game',), ('masak',), ('masak', 'mitic'), ('mitic', 'di'), ('di', 'tabrakin'), ('tabrakin', 'tim'), ('tim', 'legend'), ('legend',), ('miskirkisd',)]","[('benerin', 'tuh'), ('tuh', 'game'), ('game',), ('masak',), ('masak', 'mitic'), ('mitic', 'di'), ('di', 'tabrakin'), ('tabrakin', 'tim'), ('tim', 'legend'), ('legend',), ('miskirkisd',)]"
Rendi Bule,"Sehabis abdet malah tambah gak jelas ini gems, jaringan internet sering ilang, mohon untuk segera di perhatikan karena sangat tidak nyaman buat para player",2.1.18.11201,"sehabis abdet malah tambah gak jelas ini gems, jaringan internet sering ilang, mohon untuk segera di perhatikan karena sangat tidak nyaman buat para player","[('sehabis', 'abdet'), ('abdet', 'malah'), ('malah', 'tambah'), ('tambah', 'gak'), ('gak', 'jelas'), ('jelas', 'ini'), ('ini', 'gems'), ('gems', ','), (',', 'jaringan'), ('jaringan', 'internet'), ('internet', 'sering'), ('sering', 'ilang'), ('ilang', ','), (',', 'mohon'), ('mohon', 'untuk'), ('untuk', 'segera'), ('segera', 'di'), ('di', 'perhatikan'), ('perhatikan', 'karena'), ('karena', 'sangat'), ('sangat', 'tidak'), ('tidak', 'nyaman'), ('nyaman', 'buat'), ('buat', 'para'), ('para', 'player')]","[('sehabis', 'abdet'), ('abdet', 'malah'), ('malah', 'tambah'), ('tambah', 'gak'), ('gak', 'jelas'), ('jelas', 'ini'), ('ini', 'gems'), ('gems',), ('jaringan',), ('jaringan', 'internet'), ('internet', 'sering'), ('sering', 'ilang'), ('ilang',), ('mohon',), ('mohon', 'untuk'), ('untuk', 'segera'), ('segera', 'di'), ('di', 'perhatikan'), ('perhatikan', 'karena'), ('karena', 'sangat'), ('sangat', 'tidak'), ('tidak', 'nyaman'), ('nyaman', 'buat'), ('buat', 'para'), ('para', 'player')]","[('habis', 'abdet'), ('abdet', 'malah'), ('malah', 'tambah'), ('tambah', 'gak'), ('gak', 'jelas'), ('jelas', 'ini'), ('ini', 'gems'), ('gems',), ('jaring',), ('jaring', 'internet'), ('internet', 'sering'), ('sering', 'ilang'), ('ilang',), ('mohon',), ('mohon', 'untuk'), ('untuk', 'segera'), ('segera', 'di'), ('di', 'perhati'), ('perhati', 'karena'), ('karena', 'sangat'), ('sangat', 'tidak'), ('tidak', 'nyaman'), ('nyaman', 'buat'), ('buat', 'para'), ('para', 'player')]","[('habis', 'abdet'), ('abdet', 'malah'), ('malah', 'tambah'), ('tambah', 'gak'), ('gak', 'jelas'), ('jelas', 'ini'), ('ini', 'gems'), ('gems',), ('jaring',), ('jaring', 'internet'), ('internet', 'sering'), ('sering', 'ilang'), ('ilang',), ('mohon',), ('mohon', 'untuk'), ('untuk', 'segera'), ('segera', 'di'), ('di', 'perhati'), ('perhati', 'karena'), ('karena', 'sangat'), ('sangat', 'tidak'), ('tidak', 'nyaman'), ('nyaman', 'buat'), ('buat', 'para'), ('para', 'player')]","[('habis', 'abdet'), ('abdet', 'malah'), ('malah', 'tambah'), ('tambah', 'gak'), ('gak', 'jelas'), ('jelas', 'ini'), ('ini', 'gems'), ('gems',), ('jaring',), ('jaring', 'internet'), ('internet', 'sering'), ('sering', 'ilang'), ('ilang',), ('mohon',), ('mohon', 'untuk'), ('untuk', 'segera'), ('segera', 'di'), ('di', 'perhati'), ('perhati', 'karena'), ('karena', 'sangat'), ('sangat', 'tidak'), ('tidak', 'nyaman'), ('nyaman', 'buat'), ('buat', 'para'), ('para', 'player')]"
sunardi wiryoutomo,kasih lah tim yang bener masa dapet tim Layla janggel Mulu kasih tim yang bener baru bintang 5 tim kok beban perasaan giliran tim musuh bagus bagus kasih tim yang agak jago🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,,kasih lah tim yang bener masa dapet tim layla janggel mulu kasih tim yang bener baru bintang 5 tim kok beban perasaan giliran tim musuh bagus bagus kasih tim yang agak jago🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,"[('kasih', 'lah'), ('lah', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'dapet'), ('dapet', 'tim'), ('tim', 'layla'), ('layla', 'janggel'), ('janggel', 'mulu'), ('mulu', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'baru'), ('baru', 'bintang'), ('bintang', '5'), ('5', 'tim'), ('tim', 'kok'), ('kok', 'beban'), ('beban', 'perasaan'), ('perasaan', 'giliran'), ('giliran', 'tim'), ('tim', 'musuh'), ('musuh', 'bagus'), ('bagus', 'bagus'), ('bagus', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'agak'), ('agak', 'jago🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏')]","[('kasih', 'lah'), ('lah', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'dapet'), ('dapet', 'tim'), ('tim', 'layla'), ('layla', 'janggel'), ('janggel', 'mulu'), ('mulu', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'baru'), ('baru', 'bintang'), ('bintang',), ('tim',), ('tim', 'kok'), ('kok', 'beban'), ('beban', 'perasaan'), ('perasaan', 'giliran'), ('giliran', 'tim'), ('tim', 'musuh'), ('musuh', 'bagus'), ('bagus', 'bagus'), ('bagus', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'agak'), ('agak', 'jago')]","[('kasih', 'lah'), ('lah', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'dapet'), ('dapet', 'tim'), ('tim', 'layla'), ('layla', 'janggel'), ('janggel', 'mulu'), ('mulu', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'baru'), ('baru', 'bintang'), ('bintang',), ('tim',), ('tim', 'kok'), ('kok', 'beban'), ('beban', 'asa'), ('asa', 'gilir'), ('gilir', 'tim'), ('tim', 'musuh'), ('musuh', 'bagus'), ('bagus', 'bagus'), ('bagus', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'agak'), ('agak', 'jago')]","[('kasih', 'lah'), ('lah', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'dapet'), ('dapet', 'tim'), ('tim', 'layla'), ('layla', 'janggel'), ('janggel', 'mulu'), ('mulu', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'baru'), ('baru', 'bintang'), ('bintang',), ('tim',), ('tim', 'kok'), ('kok', 'beban'), ('beban', 'asa'), ('asa', 'gilir'), ('gilir', 'tim'), ('tim', 'musuh'), ('musuh', 'bagus'), ('bagus', 'bagus'), ('bagus', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'agak'), ('agak', 'jago')]","[('kasih', 'lah'), ('lah', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'dapet'), ('dapet', 'tim'), ('tim', 'layla'), ('layla', 'janggel'), ('janggel', 'mulu'), ('mulu', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'bener'), ('bener', 'baru'), ('baru', 'bintang'), ('bintang',), ('tim',), ('tim', 'kok'), ('kok', 'beban'), ('beban', 'asa'), ('asa', 'gilir'), ('gilir', 'tim'), ('tim', 'musuh'), ('musuh', 'bagus'), ('bagus', 'bagus'), ('bagus', 'kasih'), ('kasih', 'tim'), ('tim', 'yang'), ('yang', 'agak'), ('agak', 'jago')]"
Rido Sudarmanto,player fider di ripot masih nunggu dlu aneh bngt montoon mending main epep MONTOON GAME RUSAK #7,2.1.18.11201,player fider di ripot masih nunggu dlu aneh bngt montoon mending main epep montoon game rusak #7,"[('player', 'fider'), ('fider', 'di'), ('di', 'ripot'), ('ripot', 'masih'), ('masih', 'nunggu'), ('nunggu', 'dlu'), ('dlu', 'aneh'), ('aneh', 'bngt'), ('bngt', 'montoon'), ('montoon', 'mending'), ('mending', 'main'), ('main', 'epep'), ('epep', 'montoon'), ('montoon', 'game'), ('game', 'rusak'), ('rusak', '#'), ('#', '7')]","[('player', 'fider'), ('fider', 'di'), ('di', 'ripot'), ('ripot', 'masih'), ('masih', 'nunggu'), ('nunggu', 'dlu'), ('dlu', 'aneh'), ('aneh', 'bngt'), ('bngt', 'montoon'), ('montoon', 'mending'), ('mending', 'main'), ('main', 'epep'), ('epep', 'montoon'), ('montoon', 'game'), ('game', 'rusak'), ('rusak',)]","[('player', 'fider'), ('fider', 'di'), ('di', 'ripot'), ('ripot', 'masih'), ('masih', 'nunggu'), ('nunggu', 'dlu'), ('dlu', 'aneh'), ('aneh', 'bngt'), ('bngt', 'montoon'), ('montoon', 'mending'), ('mending', 'main'), ('main', 'epep'), ('epep', 'montoon'), ('montoon', 'game'), ('game', 'rusak'), ('rusak',)]","[('player', 'fider'), ('fider', 'di'), ('di', 'ripot'), ('ripot', 'masih'), ('masih', 'nunggu'), ('nunggu', 'dlu'), ('dlu', 'aneh'), ('aneh', 'bngt'), ('bngt', 'montoon'), ('montoon', 'mending'), ('mending', 'main'), ('main', 'epep'), ('epep', 'montoon'), ('montoon', 'game'), ('game', 'rusak'), ('rusak',)]","[('player', 'fider'), ('fider', 'di'), ('di', 'ripot'), ('ripot', 'masih'), ('masih', 'nunggu'), ('nunggu', 'dlu'), ('dlu', 'aneh'), ('aneh', 'bngt'), ('bngt', 'montoon'), ('montoon', 'mending'), ('mending', 'main'), ('main', 'epep'), ('epep', 'montoon'), ('montoon', 'game'), ('game', 'rusak'), ('rusak',)]"
erlianafatma anantadewi,samakin di update ml semakin busuk sinyal macet sering kejadian tolong prngertiannya,2.1.18.11201,samakin di update ml semakin busuk sinyal macet sering kejadian tolong prngertiannya,"[('samakin', 'di'), ('di', 'update'), ('update', 'ml'), ('ml', 'semakin'), ('semakin', 'busuk'), ('busuk', 'sinyal'), ('sinyal', 'macet'), ('macet', 'sering'), ('sering', 'kejadian'), ('kejadian', 'tolong'), ('tolong', 'prngertiannya')]","[('samakin', 'di'), ('di', 'update'), ('update', 'ml'), ('ml', 'semakin'), ('semakin', 'busuk'), ('busuk', 'sinyal'), ('sinyal', 'macet'), ('macet', 'sering'), ('sering', 'kejadian'), ('kejadian', 'tolong'), ('tolong', 'prngertiannya')]","[('samakin', 'di'), ('di', 'update'), ('update', 'ml'), ('ml', 'makin'), ('makin', 'busuk'), ('busuk', 'sinyal'), ('sinyal', 'macet'), ('macet', 'sering'), ('sering', 'jadi'), ('jadi', 'tolong'), ('tolong', 'prngertiannya')]","[('samakin', 'di'), ('di', 'update'), ('update', 'ml'), ('ml', 'makin'), ('makin', 'busuk'), ('busuk', 'sinyal'), ('sinyal', 'macet'), ('macet', 'sering'), ('sering', 'jadi'), ('jadi', 'tolong'), ('tolong', 'prngertiannya')]","[('samakin', 'di'), ('di', 'update'), ('update', 'ml'), ('ml', 'makin'), ('makin', 'busuk'), ('busuk', 'sinyal'), ('sinyal', 'macet'), ('macet', 'sering'), ('sering', 'jadi'), ('jadi', 'tolong'), ('tolong', 'prngertiannya')]"
Ady Ady,"Orang"" yg bermain Sangat buruk tidak rekomendasi!!!!!!! game ini Cocoknya buang di sampah",,"orang"" yg bermain sangat buruk tidak rekomendasi!!!!!!! game ini cocoknya buang di sampah","[('orang', ""''""), (""''"", 'yg'), ('yg', 'bermain'), ('bermain', 'sangat'), ('sangat', 'buruk'), ('buruk', 'tidak'), ('tidak', 'rekomendasi'), ('rekomendasi', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', 'game'), ('game', 'ini'), ('ini', 'cocoknya'), ('cocoknya', 'buang'), ('buang', 'di'), ('di', 'sampah')]","[('orang',), ('yg',), ('yg', 'bermain'), ('bermain', 'sangat'), ('sangat', 'buruk'), ('buruk', 'tidak'), ('tidak', 'rekomendasi'), ('rekomendasi',), ('game',), ('game', 'ini'), ('ini', 'cocoknya'), ('cocoknya', 'buang'), ('buang', 'di'), ('di', 'sampah')]","[('orang',), ('yg',), ('yg', 'main'), ('main', 'sangat'), ('sangat', 'buruk'), ('buruk', 'tidak'), ('tidak', 'rekomendasi'), ('rekomendasi',), ('game',), ('game', 'ini'), ('ini', 'cocok'), ('cocok', 'buang'), ('buang', 'di'), ('di', 'sampah')]","[('orang',), ('yg',), ('yg', 'main'), ('main', 'sangat'), ('sangat', 'buruk'), ('buruk', 'tidak'), ('tidak', 'rekomendasi'), ('rekomendasi',), ('game',), ('game', 'ini'), ('ini', 'cocok'), ('cocok', 'buang'), ('buang', 'di'), ('di', 'sampah')]","[('orang',), ('yg',), ('yg', 'main'), ('main', 'sangat'), ('sangat', 'buruk'), ('buruk', 'tidak'), ('tidak', 'rekomendasi'), ('rekomendasi',), ('game',), ('game', 'ini'), ('ini', 'cocok'), ('cocok', 'buang'), ('buang', 'di'), ('di', 'sampah')]"
Uncu Dayat,"𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐠𝐚𝐦𝐞 𝐛𝐞𝐫𝐭𝐚𝐫𝐮𝐧𝐠 𝐦𝐞𝐧𝐠𝐠𝐮𝐧𝐚𝐤𝐚𝐧 𝐤𝐞𝐤𝐨𝐦𝐩𝐚𝐤𝐚𝐧 𝐭𝐞𝐦𝐚𝐧 𝐫𝐞𝐤𝐚𝐧 𝐬𝐚𝐭𝐮 𝐭𝐢𝐦 𝐚𝐬𝐢𝐤, game favorit saya...",2.1.18.11201,"𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢 𝐠𝐚𝐦𝐞 𝐛𝐞𝐫𝐭𝐚𝐫𝐮𝐧𝐠 𝐦𝐞𝐧𝐠𝐠𝐮𝐧𝐚𝐤𝐚𝐧 𝐤𝐞𝐤𝐨𝐦𝐩𝐚𝐤𝐚𝐧 𝐭𝐞𝐦𝐚𝐧 𝐫𝐞𝐤𝐚𝐧 𝐬𝐚𝐭𝐮 𝐭𝐢𝐦 𝐚𝐬𝐢𝐤, game favorit saya...","[('𝐚𝐩𝐥𝐢𝐤𝐚𝐬𝐢', '𝐠𝐚𝐦𝐞'), ('𝐠𝐚𝐦𝐞', '𝐛𝐞𝐫𝐭𝐚𝐫𝐮𝐧𝐠'), ('𝐛𝐞𝐫𝐭𝐚𝐫𝐮𝐧𝐠', '𝐦𝐞𝐧𝐠𝐠𝐮𝐧𝐚𝐤𝐚𝐧'), ('𝐦𝐞𝐧𝐠𝐠𝐮𝐧𝐚𝐤𝐚𝐧', '𝐤𝐞𝐤𝐨𝐦𝐩𝐚𝐤𝐚𝐧'), ('𝐤𝐞𝐤𝐨𝐦𝐩𝐚𝐤𝐚𝐧', '𝐭𝐞𝐦𝐚𝐧'), ('𝐭𝐞𝐦𝐚𝐧', '𝐫𝐞𝐤𝐚𝐧'), ('𝐫𝐞𝐤𝐚𝐧', '𝐬𝐚𝐭𝐮'), ('𝐬𝐚𝐭𝐮', '𝐭𝐢𝐦'), ('𝐭𝐢𝐦', '𝐚𝐬𝐢𝐤'), ('𝐚𝐬𝐢𝐤', ','), (',', 'game'), ('game', 'favorit'), ('favorit', 'saya'), ('saya', '...')]","[('game',), ('game', 'favorit'), ('favorit', 'saya'), ('saya',)]","[('game',), ('game', 'favorit'), ('favorit', 'saya'), ('saya',)]","[('game',), ('game', 'favorit'), ('favorit', 'saya'), ('saya',)]","[('game',), ('game', 'favorit'), ('favorit', 'saya'), ('saya',)]"
