userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
Alwi Alwi,awertyuiopas,,awertyuiopas,[],[],[],[],[]
Aldi Sakoco,percoban,10.5.1.9,percoban,[],[],[],[],[]
Aditya bawen,"tolong HOK kasih team yang bener masa di rank diamon dapat team buta map buta Hero buta land setiap mau naik rank atau ngestack di DM pasti dapat team yang bikin kalah udah berapa kali di laporkan tetap sama aja, ayo lah tolong kasih team yang kompak gitu jangan kasih team yang buta map sama buta land",,"tolong hok kasih team yang bener masa di rank diamon dapat team buta map buta hero buta land setiap mau naik rank atau ngestack di dm pasti dapat team yang bikin kalah udah berapa kali di laporkan tetap sama aja, ayo lah tolong kasih team yang kompak gitu jangan kasih team yang buta map sama buta land","[('tolong', 'hok'), ('hok', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'di'), ('di', 'rank'), ('rank', 'diamon'), ('diamon', 'dapat'), ('dapat', 'team'), ('team', 'buta'), ('buta', 'map'), ('map', 'buta'), ('buta', 'hero'), ('hero', 'buta'), ('buta', 'land'), ('land', 'setiap'), ('setiap', 'mau'), ('mau', 'naik'), ('naik', 'rank'), ('rank', 'atau'), ('atau', 'ngestack'), ('ngestack', 'di'), ('di', 'dm'), ('dm', 'pasti'), ('pasti', 'dapat'), ('dapat', 'team'), ('team', 'yang'), ('yang', 'bikin'), ('bikin', 'kalah'), ('kalah', 'udah'), ('udah', 'berapa'), ('berapa', 'kali'), ('kali', 'di'), ('di', 'laporkan'), ('laporkan', 'tetap'), ('tetap', 'sama'), ('sama', 'aja'), ('aja', ','), (',', 'ayo'), ('ayo', 'lah'), ('lah', 'tolong'), ('tolong', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'kompak'), ('kompak', 'gitu'), ('gitu', 'jangan'), ('jangan', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'buta'), ('buta', 'map'), ('map', 'sama'), ('sama', 'buta'), ('buta', 'land')]","[('tolong', 'hok'), ('hok', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'di'), ('di', 'rank'), ('rank', 'diamon'), ('diamon', 'dapat'), ('dapat', 'team'), ('team', 'buta'), ('buta', 'map'), ('map', 'buta'), ('buta', 'hero'), ('hero', 'buta'), ('buta', 'land'), ('land', 'setiap'), ('setiap', 'mau'), ('mau', 'naik'), ('naik', 'rank'), ('rank', 'atau'), ('atau', 'ngestack'), ('ngestack', 'di'), ('di', 'dm'), ('dm', 'pasti'), ('pasti', 'dapat'), ('dapat', 'team'), ('team', 'yang'), ('yang', 'bikin'), ('bikin', 'kalah'), ('kalah', 'udah'), ('udah', 'berapa'), ('berapa', 'kali'), ('kali', 'di'), ('di', 'laporkan'), ('laporkan', 'tetap'), ('tetap', 'sama'), ('sama', 'aja'), ('aja',), ('ayo',), ('ayo', 'lah'), ('lah', 'tolong'), ('tolong', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'kompak'), ('kompak', 'gitu'), ('gitu', 'jangan'), ('jangan', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'buta'), ('buta', 'map'), ('map', 'sama'), ('sama', 'buta'), ('buta', 'land')]","[('tolong', 'hok'), ('hok', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'di'), ('di', 'rank'), ('rank', 'diamon'), ('diamon', 'dapat'), ('dapat', 'team'), ('team', 'buta'), ('buta', 'map'), ('map', 'buta'), ('buta', 'hero'), ('hero', 'buta'), ('buta', 'land'), ('land', 'tiap'), ('tiap', 'mau'), ('mau', 'naik'), ('naik', 'rank'), ('rank', 'atau'), ('atau', 'ngestack'), ('ngestack', 'di'), ('di', 'dm'), ('dm', 'pasti'), ('pasti', 'dapat'), ('dapat', 'team'), ('team', 'yang'), ('yang', 'bikin'), ('bikin', 'kalah'), ('kalah', 'udah'), ('udah', 'berapa'), ('berapa', 'kali'), ('kali', 'di'), ('di', 'lapor'), ('lapor', 'tetap'), ('tetap', 'sama'), ('sama', 'aja'), ('aja',), ('ayo',), ('ayo', 'lah'), ('lah', 'tolong'), ('tolong', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'kompak'), ('kompak', 'gitu'), ('gitu', 'jangan'), ('jangan', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'buta'), ('buta', 'map'), ('map', 'sama'), ('sama', 'buta'), ('buta', 'land')]","[('tolong', 'hok'), ('hok', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'di'), ('di', 'rank'), ('rank', 'diamon'), ('diamon', 'dapat'), ('dapat', 'team'), ('team', 'buta'), ('buta', 'map'), ('map', 'buta'), ('buta', 'hero'), ('hero', 'buta'), ('buta', 'land'), ('land', 'tiap'), ('tiap', 'mau'), ('mau', 'naik'), ('naik', 'rank'), ('rank', 'atau'), ('atau', 'ngestack'), ('ngestack', 'di'), ('di', 'dm'), ('dm', 'pasti'), ('pasti', 'dapat'), ('dapat', 'team'), ('team', 'yang'), ('yang', 'bikin'), ('bikin', 'kalah'), ('kalah', 'udah'), ('udah', 'berapa'), ('berapa', 'kali'), ('kali', 'di'), ('di', 'lapor'), ('lapor', 'tetap'), ('tetap', 'sama'), ('sama', 'aja'), ('aja',), ('ayo',), ('ayo', 'lah'), ('lah', 'tolong'), ('tolong', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'kompak'), ('kompak', 'gitu'), ('gitu', 'jangan'), ('jangan', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'buta'), ('buta', 'map'), ('map', 'sama'), ('sama', 'buta'), ('buta', 'land')]","[('tolong', 'hok'), ('hok', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'bener'), ('bener', 'masa'), ('masa', 'di'), ('di', 'rank'), ('rank', 'diamon'), ('diamon', 'dapat'), ('dapat', 'team'), ('team', 'buta'), ('buta', 'map'), ('map', 'buta'), ('buta', 'hero'), ('hero', 'buta'), ('buta', 'land'), ('land', 'tiap'), ('tiap', 'mau'), ('mau', 'naik'), ('naik', 'rank'), ('rank', 'atau'), ('atau', 'ngestack'), ('ngestack', 'di'), ('di', 'dm'), ('dm', 'pasti'), ('pasti', 'dapat'), ('dapat', 'team'), ('team', 'yang'), ('yang', 'bikin'), ('bikin', 'kalah'), ('kalah', 'udah'), ('udah', 'berapa'), ('berapa', 'kali'), ('kali', 'di'), ('di', 'lapor'), ('lapor', 'tetap'), ('tetap', 'sama'), ('sama', 'aja'), ('aja',), ('ayo',), ('ayo', 'lah'), ('lah', 'tolong'), ('tolong', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'kompak'), ('kompak', 'gitu'), ('gitu', 'jangan'), ('jangan', 'kasih'), ('kasih', 'team'), ('team', 'yang'), ('yang', 'buta'), ('buta', 'map'), ('map', 'sama'), ('sama', 'buta'), ('buta', 'land')]"
nayla,game ini sangatlah bagus tiap saya main setiap hari pasti ada updatenya dan banyak sekali saya mendapatkan skin baru dari game ini akan saya memberikan bintang 5 karena gravitasi game yang sangat bagus dan karakternya sangat bagus dan saya suka sekian dari penjelasan saya dan informasi saya terima kasih sudah datang dan mendengar dan sekali lagi yang membuat honor of king ini terima kasih karena sudah banyak seperti ada kayak skin baru dan skin gratis bisa dipakai makasih semua assalamualaikum,11.1.1.4,game ini sangatlah bagus tiap saya main setiap hari pasti ada updatenya dan banyak sekali saya mendapatkan skin baru dari game ini akan saya memberikan bintang 5 karena gravitasi game yang sangat bagus dan karakternya sangat bagus dan saya suka sekian dari penjelasan saya dan informasi saya terima kasih sudah datang dan mendengar dan sekali lagi yang membuat honor of king ini terima kasih karena sudah banyak seperti ada kayak skin baru dan skin gratis bisa dipakai makasih semua assalamualaikum,"[('game', 'ini'), ('ini', 'sangatlah'), ('sangatlah', 'bagus'), ('bagus', 'tiap'), ('tiap', 'saya'), ('saya', 'main'), ('main', 'setiap'), ('setiap', 'hari'), ('hari', 'pasti'), ('pasti', 'ada'), ('ada', 'updatenya'), ('updatenya', 'dan'), ('dan', 'banyak'), ('banyak', 'sekali'), ('sekali', 'saya'), ('saya', 'mendapatkan'), ('mendapatkan', 'skin'), ('skin', 'baru'), ('baru', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'akan'), ('akan', 'saya'), ('saya', 'memberikan'), ('memberikan', 'bintang'), ('bintang', '5'), ('5', 'karena'), ('karena', 'gravitasi'), ('gravitasi', 'game'), ('game', 'yang'), ('yang', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'karakternya'), ('karakternya', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'saya'), ('saya', 'suka'), ('suka', 'sekian'), ('sekian', 'dari'), ('dari', 'penjelasan'), ('penjelasan', 'saya'), ('saya', 'dan'), ('dan', 'informasi'), ('informasi', 'saya'), ('saya', 'terima'), ('terima', 'kasih'), ('kasih', 'sudah'), ('sudah', 'datang'), ('datang', 'dan'), ('dan', 'mendengar'), ('mendengar', 'dan'), ('dan', 'sekali'), ('sekali', 'lagi'), ('lagi', 'yang'), ('yang', 'membuat'), ('membuat', 'honor'), ('honor', 'of'), ('of', 'king'), ('king', 'ini'), ('ini', 'terima'), ('terima', 'kasih'), ('kasih', 'karena'), ('karena', 'sudah'), ('sudah', 'banyak'), ('banyak', 'seperti'), ('seperti', 'ada'), ('ada', 'kayak'), ('kayak', 'skin'), ('skin', 'baru'), ('baru', 'dan'), ('dan', 'skin'), ('skin', 'gratis'), ('gratis', 'bisa'), ('bisa', 'dipakai'), ('dipakai', 'makasih'), ('makasih', 'semua'), ('semua', 'assalamualaikum')]","[('game', 'ini'), ('ini', 'sangatlah'), ('sangatlah', 'bagus'), ('bagus', 'tiap'), ('tiap', 'saya'), ('saya', 'main'), ('main', 'setiap'), ('setiap', 'hari'), ('hari', 'pasti'), ('pasti', 'ada'), ('ada', 'updatenya'), ('updatenya', 'dan'), ('dan', 'banyak'), ('banyak', 'sekali'), ('sekali', 'saya'), ('saya', 'mendapatkan'), ('mendapatkan', 'skin'), ('skin', 'baru'), ('baru', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'akan'), ('akan', 'saya'), ('saya', 'memberikan'), ('memberikan', 'bintang'), ('bintang',), ('karena',), ('karena', 'gravitasi'), ('gravitasi', 'game'), ('game', 'yang'), ('yang', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'karakternya'), ('karakternya', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'saya'), ('saya', 'suka'), ('suka', 'sekian'), ('sekian', 'dari'), ('dari', 'penjelasan'), ('penjelasan', 'saya'), ('saya', 'dan'), ('dan', 'informasi'), ('informasi', 'saya'), ('saya', 'terima'), ('terima', 'kasih'), ('kasih', 'sudah'), ('sudah', 'datang'), ('datang', 'dan'), ('dan', 'mendengar'), ('mendengar', 'dan'), ('dan', 'sekali'), ('sekali', 'lagi'), ('lagi', 'yang'), ('yang', 'membuat'), ('membuat', 'honor'), ('honor', 'of'), ('of', 'king'), ('king', 'ini'), ('ini', 'terima'), ('terima', 'kasih'), ('kasih', 'karena'), ('karena', 'sudah'), ('sudah', 'banyak'), ('banyak', 'seperti'), ('seperti', 'ada'), ('ada', 'kayak'), ('kayak', 'skin'), ('skin', 'baru'), ('baru', 'dan'), ('dan', 'skin'), ('skin', 'gratis'), ('gratis', 'bisa'), ('bisa', 'dipakai'), ('dipakai', 'makasih'), ('makasih', 'semua'), ('semua', 'assalamualaikum')]","[('game', 'ini'), ('ini', 'sangat'), ('sangat', 'bagus'), ('bagus', 'tiap'), ('tiap', 'saya'), ('saya', 'main'), ('main', 'tiap'), ('tiap', 'hari'), ('hari', 'pasti'), ('pasti', 'ada'), ('ada', 'updatenya'), ('updatenya', 'dan'), ('dan', 'banyak'), ('banyak', 'sekali'), ('sekali', 'saya'), ('saya', 'dapat'), ('dapat', 'skin'), ('skin', 'baru'), ('baru', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'akan'), ('akan', 'saya'), ('saya', 'beri'), ('beri', 'bintang'), ('bintang',), ('karena',), ('karena', 'gravitasi'), ('gravitasi', 'game'), ('game', 'yang'), ('yang', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'karakter'), ('karakter', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'saya'), ('saya', 'suka'), ('suka', 'sekian'), ('sekian', 'dari'), ('dari', 'jelas'), ('jelas', 'saya'), ('saya', 'dan'), ('dan', 'informasi'), ('informasi', 'saya'), ('saya', 'terima'), ('terima', 'kasih'), ('kasih', 'sudah'), ('sudah', 'datang'), ('datang', 'dan'), ('dan', 'dengar'), ('dengar', 'dan'), ('dan', 'sekali'), ('sekali', 'lagi'), ('lagi', 'yang'), ('yang', 'buat'), ('buat', 'honor'), ('honor', 'of'), ('of', 'king'), ('king', 'ini'), ('ini', 'terima'), ('terima', 'kasih'), ('kasih', 'karena'), ('karena', 'sudah'), ('sudah', 'banyak'), ('banyak', 'seperti'), ('seperti', 'ada'), ('ada', 'kayak'), ('kayak', 'skin'), ('skin', 'baru'), ('baru', 'dan'), ('dan', 'skin'), ('skin', 'gratis'), ('gratis', 'bisa'), ('bisa', 'pakai'), ('pakai', 'makasih'), ('makasih', 'semua'), ('semua', 'assalamualaikum')]","[('game', 'ini'), ('ini', 'sangat'), ('sangat', 'bagus'), ('bagus', 'tiap'), ('tiap', 'saya'), ('saya', 'main'), ('main', 'tiap'), ('tiap', 'hari'), ('hari', 'pasti'), ('pasti', 'ada'), ('ada', 'updatenya'), ('updatenya', 'dan'), ('dan', 'banyak'), ('banyak', 'sekali'), ('sekali', 'saya'), ('saya', 'dapat'), ('dapat', 'skin'), ('skin', 'baru'), ('baru', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'akan'), ('akan', 'saya'), ('saya', 'beri'), ('beri', 'bintang'), ('bintang',), ('karena',), ('karena', 'gravitasi'), ('gravitasi', 'game'), ('game', 'yang'), ('yang', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'karakter'), ('karakter', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'saya'), ('saya', 'suka'), ('suka', 'sekian'), ('sekian', 'dari'), ('dari', 'jelas'), ('jelas', 'saya'), ('saya', 'dan'), ('dan', 'informasi'), ('informasi', 'saya'), ('saya', 'terima'), ('terima', 'kasih'), ('kasih', 'sudah'), ('sudah', 'datang'), ('datang', 'dan'), ('dan', 'dengar'), ('dengar', 'dan'), ('dan', 'sekali'), ('sekali', 'lagi'), ('lagi', 'yang'), ('yang', 'buat'), ('buat', 'honor'), ('honor', 'of'), ('of', 'king'), ('king', 'ini'), ('ini', 'terima'), ('terima', 'kasih'), ('kasih', 'karena'), ('karena', 'sudah'), ('sudah', 'banyak'), ('banyak', 'seperti'), ('seperti', 'ada'), ('ada', 'kayak'), ('kayak', 'skin'), ('skin', 'baru'), ('baru', 'dan'), ('dan', 'skin'), ('skin', 'gratis'), ('gratis', 'bisa'), ('bisa', 'pakai'), ('pakai', 'makasih'), ('makasih', 'semua'), ('semua', 'assalamualaikum')]","[('game', 'ini'), ('ini', 'sangat'), ('sangat', 'bagus'), ('bagus', 'tiap'), ('tiap', 'saya'), ('saya', 'main'), ('main', 'tiap'), ('tiap', 'hari'), ('hari', 'pasti'), ('pasti', 'ada'), ('ada', 'updatenya'), ('updatenya', 'dan'), ('dan', 'banyak'), ('banyak', 'sekali'), ('sekali', 'saya'), ('saya', 'dapat'), ('dapat', 'skin'), ('skin', 'baru'), ('baru', 'dari'), ('dari', 'game'), ('game', 'ini'), ('ini', 'akan'), ('akan', 'saya'), ('saya', 'beri'), ('beri', 'bintang'), ('bintang',), ('karena',), ('karena', 'gravitasi'), ('gravitasi', 'game'), ('game', 'yang'), ('yang', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'karakter'), ('karakter', 'sangat'), ('sangat', 'bagus'), ('bagus', 'dan'), ('dan', 'saya'), ('saya', 'suka'), ('suka', 'sekian'), ('sekian', 'dari'), ('dari', 'jelas'), ('jelas', 'saya'), ('saya', 'dan'), ('dan', 'informasi'), ('informasi', 'saya'), ('saya', 'terima'), ('terima', 'kasih'), ('kasih', 'sudah'), ('sudah', 'datang'), ('datang', 'dan'), ('dan', 'dengar'), ('dengar', 'dan'), ('dan', 'sekali'), ('sekali', 'lagi'), ('lagi', 'yang'), ('yang', 'buat'), ('buat', 'honor'), ('honor', 'of'), ('of', 'king'), ('king', 'ini'), ('ini', 'terima'), ('terima', 'kasih'), ('kasih', 'karena'), ('karena', 'sudah'), ('sudah', 'banyak'), ('banyak', 'seperti'), ('seperti', 'ada'), ('ada', 'kayak'), ('kayak', 'skin'), ('skin', 'baru'), ('baru', 'dan'), ('dan', 'skin'), ('skin', 'gratis'), ('gratis', 'bisa'), ('bisa', 'pakai'), ('pakai', 'makasih'), ('makasih', 'semua'), ('semua', 'assalamualaikum')]"
Made Ekalaya,"Dark system matching ranked sangat terlihat. player pemain level bawah bisa main bareng di ranked di level master, permainan playernya rata rata hancur dan berantakan, tidak sistematis seperti orang baru main MOBA",11.1.1.4,"dark system matching ranked sangat terlihat. player pemain level bawah bisa main bareng di ranked di level master, permainan playernya rata rata hancur dan berantakan, tidak sistematis seperti orang baru main moba","[('dark', 'system'), ('system', 'matching'), ('matching', 'ranked'), ('ranked', 'sangat'), ('sangat', 'terlihat'), ('terlihat', '.'), ('.', 'player'), ('player', 'pemain'), ('pemain', 'level'), ('level', 'bawah'), ('bawah', 'bisa'), ('bisa', 'main'), ('main', 'bareng'), ('bareng', 'di'), ('di', 'ranked'), ('ranked', 'di'), ('di', 'level'), ('level', 'master'), ('master', ','), (',', 'permainan'), ('permainan', 'playernya'), ('playernya', 'rata'), ('rata', 'rata'), ('rata', 'hancur'), ('hancur', 'dan'), ('dan', 'berantakan'), ('berantakan', ','), (',', 'tidak'), ('tidak', 'sistematis'), ('sistematis', 'seperti'), ('seperti', 'orang'), ('orang', 'baru'), ('baru', 'main'), ('main', 'moba')]","[('dark', 'system'), ('system', 'matching'), ('matching', 'ranked'), ('ranked', 'sangat'), ('sangat', 'terlihat'), ('terlihat',), ('player',), ('player', 'pemain'), ('pemain', 'level'), ('level', 'bawah'), ('bawah', 'bisa'), ('bisa', 'main'), ('main', 'bareng'), ('bareng', 'di'), ('di', 'ranked'), ('ranked', 'di'), ('di', 'level'), ('level', 'master'), ('master',), ('permainan',), ('permainan', 'playernya'), ('playernya', 'rata'), ('rata', 'rata'), ('rata', 'hancur'), ('hancur', 'dan'), ('dan', 'berantakan'), ('berantakan',), ('tidak',), ('tidak', 'sistematis'), ('sistematis', 'seperti'), ('seperti', 'orang'), ('orang', 'baru'), ('baru', 'main'), ('main', 'moba')]","[('dark', 'system'), ('system', 'matching'), ('matching', 'ranked'), ('ranked', 'sangat'), ('sangat', 'lihat'), ('lihat',), ('player',), ('player', 'main'), ('main', 'level'), ('level', 'bawah'), ('bawah', 'bisa'), ('bisa', 'main'), ('main', 'bareng'), ('bareng', 'di'), ('di', 'ranked'), ('ranked', 'di'), ('di', 'level'), ('level', 'master'), ('master',), ('main',), ('main', 'playernya'), ('playernya', 'rata'), ('rata', 'rata'), ('rata', 'hancur'), ('hancur', 'dan'), ('dan', 'beranta'), ('beranta',), ('tidak',), ('tidak', 'sistematis'), ('sistematis', 'seperti'), ('seperti', 'orang'), ('orang', 'baru'), ('baru', 'main'), ('main', 'moba')]","[('dark', 'system'), ('system', 'matching'), ('matching', 'ranked'), ('ranked', 'sangat'), ('sangat', 'lihat'), ('lihat',), ('player',), ('player', 'main'), ('main', 'level'), ('level', 'bawah'), ('bawah', 'bisa'), ('bisa', 'main'), ('main', 'bareng'), ('bareng', 'di'), ('di', 'ranked'), ('ranked', 'di'), ('di', 'level'), ('level', 'master'), ('master',), ('main',), ('main', 'playernya'), ('playernya', 'rata'), ('rata', 'rata'), ('rata', 'hancur'), ('hancur', 'dan'), ('dan', 'beranta'), ('beranta',), ('tidak',), ('tidak', 'sistematis'), ('sistematis', 'seperti'), ('seperti', 'orang'), ('orang', 'baru'), ('baru', 'main'), ('main', 'moba')]","[('dark', 'system'), ('system', 'matching'), ('matching', 'ranked'), ('ranked', 'sangat'), ('sangat', 'lihat'), ('lihat',), ('player',), ('player', 'main'), ('main', 'level'), ('level', 'bawah'), ('bawah', 'bisa'), ('bisa', 'main'), ('main', 'bareng'), ('bareng', 'di'), ('di', 'ranked'), ('ranked', 'di'), ('di', 'level'), ('level', 'master'), ('master',), ('main',), ('main', 'playernya'), ('playernya', 'rata'), ('rata', 'rata'), ('rata', 'hancur'), ('hancur', 'dan'), ('dan', 'beranta'), ('beranta',), ('tidak',), ('tidak', 'sistematis'), ('sistematis', 'seperti'), ('seperti', 'orang'), ('orang', 'baru'), ('baru', 'main'), ('main', 'moba')]"
stok dolx#1,bgus,11.1.1.1,bgus,[],[],[],[],[]
Aqila Neda,kenapa udah mau update ngga mau sih,10.5.1.15,kenapa udah mau update ngga mau sih,"[('kenapa', 'udah'), ('udah', 'mau'), ('mau', 'update'), ('update', 'ngga'), ('ngga', 'mau'), ('mau', 'sih')]","[('kenapa', 'udah'), ('udah', 'mau'), ('mau', 'update'), ('update', 'ngga'), ('ngga', 'mau'), ('mau', 'sih')]","[('kenapa', 'udah'), ('udah', 'mau'), ('mau', 'update'), ('update', 'ngga'), ('ngga', 'mau'), ('mau', 'sih')]","[('kenapa', 'udah'), ('udah', 'mau'), ('mau', 'update'), ('update', 'ngga'), ('ngga', 'mau'), ('mau', 'sih')]","[('kenapa', 'udah'), ('udah', 'mau'), ('mau', 'update'), ('update', 'ngga'), ('ngga', 'mau'), ('mau', 'sih')]"
Narayana Pura,"game nya bagus, tidak ada kekurangan",10.2.1.7,"game nya bagus, tidak ada kekurangan","[('game', 'nya'), ('nya', 'bagus'), ('bagus', ','), (',', 'tidak'), ('tidak', 'ada'), ('ada', 'kekurangan')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus',), ('tidak',), ('tidak', 'ada'), ('ada', 'kekurangan')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus',), ('tidak',), ('tidak', 'ada'), ('ada', 'kurang')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus',), ('tidak',), ('tidak', 'ada'), ('ada', 'kurang')]","[('game', 'nya'), ('nya', 'bagus'), ('bagus',), ('tidak',), ('tidak', 'ada'), ('ada', 'kurang')]"
Son Of The Dragon,🔥💪👊🤘😎,11.1.1.1,🔥💪👊🤘😎,[],[],[],[],[]
Daisy Rei,Bagus bangettt aku suka deh sama game ini(walaupun butuh memori yang banyak) gppp dehhh terbayarkan sama game nya yang bagusss🤩🤩🤩🤩🤩,,bagus bangettt aku suka deh sama game ini(walaupun butuh memori yang banyak) gppp dehhh terbayarkan sama game nya yang bagusss🤩🤩🤩🤩🤩,"[('bagus', 'bangettt'), ('bangettt', 'aku'), ('aku', 'suka'), ('suka', 'deh'), ('deh', 'sama'), ('sama', 'game'), ('game', 'ini'), ('ini', '('), ('(', 'walaupun'), ('walaupun', 'butuh'), ('butuh', 'memori'), ('memori', 'yang'), ('yang', 'banyak'), ('banyak', ')'), (')', 'gppp'), ('gppp', 'dehhh'), ('dehhh', 'terbayarkan'), ('terbayarkan', 'sama'), ('sama', 'game'), ('game', 'nya'), ('nya', 'yang'), ('yang', 'bagusss🤩🤩🤩🤩🤩')]","[('bagus', 'banget'), ('banget', 'aku'), ('aku', 'suka'), ('suka', 'deh'), ('deh', 'sama'), ('sama', 'game'), ('game', 'ini'), ('ini',), ('walaupun',), ('walaupun', 'butuh'), ('butuh', 'memori'), ('memori', 'yang'), ('yang', 'banyak'), ('banyak',), ('gp',), ('gp', 'deh'), ('deh', 'terbayarkan'), ('terbayarkan', 'sama'), ('sama', 'game'), ('game', 'nya'), ('nya', 'yang'), ('yang', 'bagus')]","[('bagus', 'banget'), ('banget', 'aku'), ('aku', 'suka'), ('suka', 'deh'), ('deh', 'sama'), ('sama', 'game'), ('game', 'ini'), ('ini',), ('walaupun',), ('walaupun', 'butuh'), ('butuh', 'memori'), ('memori', 'yang'), ('yang', 'banyak'), ('banyak',), ('gp',), ('gp', 'deh'), ('deh', 'bayar'), ('bayar', 'sama'), ('sama', 'game'), ('game', 'nya'), ('nya', 'yang'), ('yang', 'bagus')]","[('bagus', 'banget'), ('banget', 'aku'), ('aku', 'suka'), ('suka', 'deh'), ('deh', 'sama'), ('sama', 'game'), ('game', 'ini'), ('ini',), ('walaupun',), ('walaupun', 'butuh'), ('butuh', 'memori'), ('memori', 'yang'), ('yang', 'banyak'), ('banyak',), ('gp',), ('gp', 'deh'), ('deh', 'bayar'), ('bayar', 'sama'), ('sama', 'game'), ('game', 'nya'), ('nya', 'yang'), ('yang', 'bagus')]","[('bagus', 'banget'), ('banget', 'aku'), ('aku', 'suka'), ('suka', 'deh'), ('deh', 'sama'), ('sama', 'game'), ('game', 'ini'), ('ini',), ('walaupun',), ('walaupun', 'butuh'), ('butuh', 'memori'), ('memori', 'yang'), ('yang', 'banyak'), ('banyak',), ('gp',), ('gp', 'deh'), ('deh', 'bayar'), ('bayar', 'sama'), ('sama', 'game'), ('game', 'nya'), ('nya', 'yang'), ('yang', 'bagus')]"
Muhammad Wildan Muzaqi,Gaem ini seru sekali bahkan viktori terus,,gaem ini seru sekali bahkan viktori terus,"[('gaem', 'ini'), ('ini', 'seru'), ('seru', 'sekali'), ('sekali', 'bahkan'), ('bahkan', 'viktori'), ('viktori', 'terus')]","[('gaem', 'ini'), ('ini', 'seru'), ('seru', 'sekali'), ('sekali', 'bahkan'), ('bahkan', 'viktori'), ('viktori', 'terus')]","[('gaem', 'ini'), ('ini', 'seru'), ('seru', 'sekali'), ('sekali', 'bahkan'), ('bahkan', 'viktori'), ('viktori', 'terus')]","[('gaem', 'ini'), ('ini', 'seru'), ('seru', 'sekali'), ('sekali', 'bahkan'), ('bahkan', 'viktori'), ('viktori', 'terus')]","[('gaem', 'ini'), ('ini', 'seru'), ('seru', 'sekali'), ('sekali', 'bahkan'), ('bahkan', 'viktori'), ('viktori', 'terus')]"
JR,lebih bagus dari ML. auto hapus ML,11.1.1.4,lebih bagus dari ml. auto hapus ml,"[('lebih', 'bagus'), ('bagus', 'dari'), ('dari', 'ml'), ('ml', '.'), ('.', 'auto'), ('auto', 'hapus'), ('hapus', 'ml')]","[('lebih', 'bagus'), ('bagus', 'dari'), ('dari', 'ml'), ('ml',), ('auto',), ('auto', 'hapus'), ('hapus', 'ml')]","[('lebih', 'bagus'), ('bagus', 'dari'), ('dari', 'ml'), ('ml',), ('auto',), ('auto', 'hapus'), ('hapus', 'ml')]","[('lebih', 'bagus'), ('bagus', 'dari'), ('dari', 'ml'), ('ml',), ('auto',), ('auto', 'hapus'), ('hapus', 'ml')]","[('lebih', 'bagus'), ('bagus', 'dari'), ('dari', 'ml'), ('ml',), ('auto',), ('auto', 'hapus'), ('hapus', 'ml')]"
