userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
Muhammad Rizwan,keren banget game,11.1.1.4,keren banget game,"[('keren', 'banget'), ('banget', 'game')]","[('keren', 'banget'), ('banget', 'game')]","[('keren', 'banget'), ('banget', 'game')]","[('keren', 'banget'), ('banget', 'game')]","[('keren', 'banget'), ('banget', 'game')]"
Zahrong rong,buruk...padahal pas mau main rank udah baik jaringan nya eh malah menghubungkan ulang nyeselin harus tunggu beberapa jam untuk main🙃💔,,buruk...padahal pas mau main rank udah baik jaringan nya eh malah menghubungkan ulang nyeselin harus tunggu beberapa jam untuk main🙃💔,"[('buruk', '...'), ('...', 'padahal'), ('padahal', 'pas'), ('pas', 'mau'), ('mau', 'main'), ('main', 'rank'), ('rank', 'udah'), ('udah', 'baik'), ('baik', 'jaringan'), ('jaringan', 'nya'), ('nya', 'eh'), ('eh', 'malah'), ('malah', 'menghubungkan'), ('menghubungkan', 'ulang'), ('ulang', 'nyeselin'), ('nyeselin', 'harus'), ('harus', 'tunggu'), ('tunggu', 'beberapa'), ('beberapa', 'jam'), ('jam', 'untuk'), ('untuk', 'main🙃💔')]","[('buruk',), ('padahal',), ('padahal', 'pas'), ('pas', 'mau'), ('mau', 'main'), ('main', 'rank'), ('rank', 'udah'), ('udah', 'baik'), ('baik', 'jaringan'), ('jaringan', 'nya'), ('nya', 'eh'), ('eh', 'malah'), ('malah', 'menghubungkan'), ('menghubungkan', 'ulang'), ('ulang', 'nyeselin'), ('nyeselin', 'harus'), ('harus', 'tunggu'), ('tunggu', 'beberapa'), ('beberapa', 'jam'), ('jam', 'untuk'), ('untuk', 'main')]","[('buruk',), ('padahal',), ('padahal', 'pas'), ('pas', 'mau'), ('mau', 'main'), ('main', 'rank'), ('rank', 'udah'), ('udah', 'baik'), ('baik', 'jaring'), ('jaring', 'nya'), ('nya', 'eh'), ('eh', 'malah'), ('malah', 'hubung'), ('hubung', 'ulang'), ('ulang', 'nyeselin'), ('nyeselin', 'harus'), ('harus', 'tunggu'), ('tunggu', 'beberapa'), ('beberapa', 'jam'), ('jam', 'untuk'), ('untuk', 'main')]","[('buruk',), ('padahal',), ('padahal', 'pas'), ('pas', 'mau'), ('mau', 'main'), ('main', 'rank'), ('rank', 'udah'), ('udah', 'baik'), ('baik', 'jaring'), ('jaring', 'nya'), ('nya', 'eh'), ('eh', 'malah'), ('malah', 'hubung'), ('hubung', 'ulang'), ('ulang', 'nyeselin'), ('nyeselin', 'harus'), ('harus', 'tunggu'), ('tunggu', 'beberapa'), ('beberapa', 'jam'), ('jam', 'untuk'), ('untuk', 'main')]","[('buruk',), ('padahal',), ('padahal', 'pas'), ('pas', 'mau'), ('mau', 'main'), ('main', 'rank'), ('rank', 'udah'), ('udah', 'baik'), ('baik', 'jaring'), ('jaring', 'nya'), ('nya', 'eh'), ('eh', 'malah'), ('malah', 'hubung'), ('hubung', 'ulang'), ('ulang', 'nyeselin'), ('nyeselin', 'harus'), ('harus', 'tunggu'), ('tunggu', 'beberapa'), ('beberapa', 'jam'), ('jam', 'untuk'), ('untuk', 'main')]"
Dewe Made krisna,GAK LAYAK MAIN,,gak layak main,"[('gak', 'layak'), ('layak', 'main')]","[('gak', 'layak'), ('layak', 'main')]","[('gak', 'layak'), ('layak', 'main')]","[('gak', 'layak'), ('layak', 'main')]","[('gak', 'layak'), ('layak', 'main')]"
Muhammad Panca mustakim,"game nya seru yah banyak player jagonya tapi biasanya tim buruk musuh hebat ,tapi itu membuat menantang",11.1.1.4,"game nya seru yah banyak player jagonya tapi biasanya tim buruk musuh hebat ,tapi itu membuat menantang","[('game', 'nya'), ('nya', 'seru'), ('seru', 'yah'), ('yah', 'banyak'), ('banyak', 'player'), ('player', 'jagonya'), ('jagonya', 'tapi'), ('tapi', 'biasanya'), ('biasanya', 'tim'), ('tim', 'buruk'), ('buruk', 'musuh'), ('musuh', 'hebat'), ('hebat', ','), (',', 'tapi'), ('tapi', 'itu'), ('itu', 'membuat'), ('membuat', 'menantang')]","[('game', 'nya'), ('nya', 'seru'), ('seru', 'yah'), ('yah', 'banyak'), ('banyak', 'player'), ('player', 'jagonya'), ('jagonya', 'tapi'), ('tapi', 'biasanya'), ('biasanya', 'tim'), ('tim', 'buruk'), ('buruk', 'musuh'), ('musuh', 'hebat'), ('hebat',), ('tapi',), ('tapi', 'itu'), ('itu', 'membuat'), ('membuat', 'menantang')]","[('game', 'nya'), ('nya', 'seru'), ('seru', 'yah'), ('yah', 'banyak'), ('banyak', 'player'), ('player', 'jago'), ('jago', 'tapi'), ('tapi', 'biasa'), ('biasa', 'tim'), ('tim', 'buruk'), ('buruk', 'musuh'), ('musuh', 'hebat'), ('hebat',), ('tapi',), ('tapi', 'itu'), ('itu', 'buat'), ('buat', 'tantang')]","[('game', 'nya'), ('nya', 'seru'), ('seru', 'yah'), ('yah', 'banyak'), ('banyak', 'player'), ('player', 'jago'), ('jago', 'tapi'), ('tapi', 'biasa'), ('biasa', 'tim'), ('tim', 'buruk'), ('buruk', 'musuh'), ('musuh', 'hebat'), ('hebat',), ('tapi',), ('tapi', 'itu'), ('itu', 'buat'), ('buat', 'tantang')]","[('game', 'nya'), ('nya', 'seru'), ('seru', 'yah'), ('yah', 'banyak'), ('banyak', 'player'), ('player', 'jago'), ('jago', 'tapi'), ('tapi', 'biasa'), ('biasa', 'tim'), ('tim', 'buruk'), ('buruk', 'musuh'), ('musuh', 'hebat'), ('hebat',), ('tapi',), ('tapi', 'itu'), ('itu', 'buat'), ('buat', 'tantang')]"
Toko Barokah,terima kasih tencent telah membuat game sebagus ini jujur apa yang anda berikan kepada pemain sangat² bagus,11.1.1.4,terima kasih tencent telah membuat game sebagus ini jujur apa yang anda berikan kepada pemain sangat² bagus,"[('terima', 'kasih'), ('kasih', 'tencent'), ('tencent', 'telah'), ('telah', 'membuat'), ('membuat', 'game'), ('game', 'sebagus'), ('sebagus', 'ini'), ('ini', 'jujur'), ('jujur', 'apa'), ('apa', 'yang'), ('yang', 'anda'), ('anda', 'berikan'), ('berikan', 'kepada'), ('kepada', 'pemain'), ('pemain', 'sangat²'), ('sangat²', 'bagus')]","[('terima', 'kasih'), ('kasih', 'tencent'), ('tencent', 'telah'), ('telah', 'membuat'), ('membuat', 'game'), ('game', 'sebagus'), ('sebagus', 'ini'), ('ini', 'jujur'), ('jujur', 'apa'), ('apa', 'yang'), ('yang', 'anda'), ('anda', 'berikan'), ('berikan', 'kepada'), ('kepada', 'pemain'), ('pemain', 'sangat'), ('sangat', 'bagus')]","[('terima', 'kasih'), ('kasih', 'tencent'), ('tencent', 'telah'), ('telah', 'buat'), ('buat', 'game'), ('game', 'bagus'), ('bagus', 'ini'), ('ini', 'jujur'), ('jujur', 'apa'), ('apa', 'yang'), ('yang', 'anda'), ('anda', 'ikan'), ('ikan', 'kepada'), ('kepada', 'main'), ('main', 'sangat'), ('sangat', 'bagus')]","[('terima', 'kasih'), ('kasih', 'tencent'), ('tencent', 'telah'), ('telah', 'buat'), ('buat', 'game'), ('game', 'bagus'), ('bagus', 'ini'), ('ini', 'jujur'), ('jujur', 'apa'), ('apa', 'yang'), ('yang', 'anda'), ('anda', 'ikan'), ('ikan', 'kepada'), ('kepada', 'main'), ('main', 'sangat'), ('sangat', 'bagus')]","[('terima', 'kasih'), ('kasih', 'tencent'), ('tencent', 'telah'), ('telah', 'buat'), ('buat', 'game'), ('game', 'bagus'), ('bagus', 'ini'), ('ini', 'jujur'), ('jujur', 'apa'), ('apa', 'yang'), ('yang', 'anda'), ('anda', 'ikan'), ('ikan', 'kepada'), ('kepada', 'main'), ('main', 'sangat'), ('sangat', 'bagus')]"
Stevelie Walukow,mending ini daripada moba legeng,11.1.1.4,mending ini daripada moba legeng,"[('mending', 'ini'), ('ini', 'daripada'), ('daripada', 'moba'), ('moba', 'legeng')]","[('mending', 'ini'), ('ini', 'daripada'), ('daripada', 'moba'), ('moba', 'legeng')]","[('mending', 'ini'), ('ini', 'daripada'), ('daripada', 'moba'), ('moba', 'legeng')]","[('mending', 'ini'), ('ini', 'daripada'), ('daripada', 'moba'), ('moba', 'legeng')]","[('mending', 'ini'), ('ini', 'daripada'), ('daripada', 'moba'), ('moba', 'legeng')]"
arsito adi,seruuu asik kalo gabut aku bisa main ini yang bikin game ini aku laik,,seruuu asik kalo gabut aku bisa main ini yang bikin game ini aku laik,"[('seruuu', 'asik'), ('asik', 'kalo'), ('kalo', 'gabut'), ('gabut', 'aku'), ('aku', 'bisa'), ('bisa', 'main'), ('main', 'ini'), ('ini', 'yang'), ('yang', 'bikin'), ('bikin', 'game'), ('game', 'ini'), ('ini', 'aku'), ('aku', 'laik')]","[('seru', 'asik'), ('asik', 'kalo'), ('kalo', 'gabut'), ('gabut', 'aku'), ('aku', 'bisa'), ('bisa', 'main'), ('main', 'ini'), ('ini', 'yang'), ('yang', 'bikin'), ('bikin', 'game'), ('game', 'ini'), ('ini', 'aku'), ('aku', 'laik')]","[('seru', 'asik'), ('asik', 'kalo'), ('kalo', 'gabut'), ('gabut', 'aku'), ('aku', 'bisa'), ('bisa', 'main'), ('main', 'ini'), ('ini', 'yang'), ('yang', 'bikin'), ('bikin', 'game'), ('game', 'ini'), ('ini', 'aku'), ('aku', 'laik')]","[('seru', 'asik'), ('asik', 'kalo'), ('kalo', 'gabut'), ('gabut', 'aku'), ('aku', 'bisa'), ('bisa', 'main'), ('main', 'ini'), ('ini', 'yang'), ('yang', 'bikin'), ('bikin', 'game'), ('game', 'ini'), ('ini', 'aku'), ('aku', 'laik')]","[('seru', 'asik'), ('asik', 'kalo'), ('kalo', 'gabut'), ('gabut', 'aku'), ('aku', 'bisa'), ('bisa', 'main'), ('main', 'ini'), ('ini', 'yang'), ('yang', 'bikin'), ('bikin', 'game'), ('game', 'ini'), ('ini', 'aku'), ('aku', 'laik')]"
zahra zahra,dark sistem team very crazy ku rasa jika kalah lebih banyak lebih baik dpt bonus bintang kalo menang,11.1.1.4,dark sistem team very crazy ku rasa jika kalah lebih banyak lebih baik dpt bonus bintang kalo menang,"[('dark', 'sistem'), ('sistem', 'team'), ('team', 'very'), ('very', 'crazy'), ('crazy', 'ku'), ('ku', 'rasa'), ('rasa', 'jika'), ('jika', 'kalah'), ('kalah', 'lebih'), ('lebih', 'banyak'), ('banyak', 'lebih'), ('lebih', 'baik'), ('baik', 'dpt'), ('dpt', 'bonus'), ('bonus', 'bintang'), ('bintang', 'kalo'), ('kalo', 'menang')]","[('dark', 'sistem'), ('sistem', 'team'), ('team', 'very'), ('very', 'crazy'), ('crazy', 'ku'), ('ku', 'rasa'), ('rasa', 'jika'), ('jika', 'kalah'), ('kalah', 'lebih'), ('lebih', 'banyak'), ('banyak', 'lebih'), ('lebih', 'baik'), ('baik', 'dpt'), ('dpt', 'bonus'), ('bonus', 'bintang'), ('bintang', 'kalo'), ('kalo', 'menang')]","[('dark', 'sistem'), ('sistem', 'team'), ('team', 'very'), ('very', 'crazy'), ('crazy', 'ku'), ('ku', 'rasa'), ('rasa', 'jika'), ('jika', 'kalah'), ('kalah', 'lebih'), ('lebih', 'banyak'), ('banyak', 'lebih'), ('lebih', 'baik'), ('baik', 'dpt'), ('dpt', 'bonus'), ('bonus', 'bintang'), ('bintang', 'kalo'), ('kalo', 'menang')]","[('dark', 'sistem'), ('sistem', 'team'), ('team', 'very'), ('very', 'crazy'), ('crazy', 'ku'), ('ku', 'rasa'), ('rasa', 'jika'), ('jika', 'kalah'), ('kalah', 'lebih'), ('lebih', 'banyak'), ('banyak', 'lebih'), ('lebih', 'baik'), ('baik', 'dpt'), ('dpt', 'bonus'), ('bonus', 'bintang'), ('bintang', 'kalo'), ('kalo', 'menang')]","[('dark', 'sistem'), ('sistem', 'team'), ('team', 'very'), ('very', 'crazy'), ('crazy', 'ku'), ('ku', 'rasa'), ('rasa', 'jika'), ('jika', 'kalah'), ('kalah', 'lebih'), ('lebih', 'banyak'), ('banyak', 'lebih'), ('lebih', 'baik'), ('baik', 'dpt'), ('dpt', 'bonus'), ('bonus', 'bintang'), ('bintang', 'kalo'), ('kalo', 'menang')]"
Muchlis Abdul Chohar,lelett,11.1.1.4,lelett,[],[],[],[],[]
Siti halimah,aku ingin 100000 diamond plissss,10.5.1.9,aku ingin 100000 diamond plissss,"[('aku', 'ingin'), ('ingin', '100000'), ('100000', 'diamond'), ('diamond', 'plissss')]","[('aku', 'ingin'), ('ingin',), ('diamond',), ('diamond', 'plis')]","[('aku', 'ingin'), ('ingin',), ('diamond',), ('diamond', 'plis')]","[('aku', 'ingin'), ('ingin',), ('diamond',), ('diamond', 'plis')]","[('aku', 'ingin'), ('ingin',), ('diamond',), ('diamond', 'plis')]"
Fox Tale,"animasi delay skill dan pergerakan di percepat buat beberapa hero licin di hok telalu banyak stun , sama kasih item pengurangan cc selain sepatu, sama hero sekelas sangguan ulti bisa reset bila kill musuh ini hero bergantung sama ulti, dan beberapa hero terlalu membutuhkan ulti dibikin balance biar agak sedikit sustand pas team fight. sama arcana tambahin spellvamp physical udah itu aja masukan dari saya terimakasih",,"animasi delay skill dan pergerakan di percepat buat beberapa hero licin di hok telalu banyak stun , sama kasih item pengurangan cc selain sepatu, sama hero sekelas sangguan ulti bisa reset bila kill musuh ini hero bergantung sama ulti, dan beberapa hero terlalu membutuhkan ulti dibikin balance biar agak sedikit sustand pas team fight. sama arcana tambahin spellvamp physical udah itu aja masukan dari saya terimakasih","[('animasi', 'delay'), ('delay', 'skill'), ('skill', 'dan'), ('dan', 'pergerakan'), ('pergerakan', 'di'), ('di', 'percepat'), ('percepat', 'buat'), ('buat', 'beberapa'), ('beberapa', 'hero'), ('hero', 'licin'), ('licin', 'di'), ('di', 'hok'), ('hok', 'telalu'), ('telalu', 'banyak'), ('banyak', 'stun'), ('stun', ','), (',', 'sama'), ('sama', 'kasih'), ('kasih', 'item'), ('item', 'pengurangan'), ('pengurangan', 'cc'), ('cc', 'selain'), ('selain', 'sepatu'), ('sepatu', ','), (',', 'sama'), ('sama', 'hero'), ('hero', 'sekelas'), ('sekelas', 'sangguan'), ('sangguan', 'ulti'), ('ulti', 'bisa'), ('bisa', 'reset'), ('reset', 'bila'), ('bila', 'kill'), ('kill', 'musuh'), ('musuh', 'ini'), ('ini', 'hero'), ('hero', 'bergantung'), ('bergantung', 'sama'), ('sama', 'ulti'), ('ulti', ','), (',', 'dan'), ('dan', 'beberapa'), ('beberapa', 'hero'), ('hero', 'terlalu'), ('terlalu', 'membutuhkan'), ('membutuhkan', 'ulti'), ('ulti', 'dibikin'), ('dibikin', 'balance'), ('balance', 'biar'), ('biar', 'agak'), ('agak', 'sedikit'), ('sedikit', 'sustand'), ('sustand', 'pas'), ('pas', 'team'), ('team', 'fight'), ('fight', '.'), ('.', 'sama'), ('sama', 'arcana'), ('arcana', 'tambahin'), ('tambahin', 'spellvamp'), ('spellvamp', 'physical'), ('physical', 'udah'), ('udah', 'itu'), ('itu', 'aja'), ('aja', 'masukan'), ('masukan', 'dari'), ('dari', 'saya'), ('saya', 'terimakasih')]","[('animasi', 'delay'), ('delay', 'skill'), ('skill', 'dan'), ('dan', 'pergerakan'), ('pergerakan', 'di'), ('di', 'percepat'), ('percepat', 'buat'), ('buat', 'beberapa'), ('beberapa', 'hero'), ('hero', 'licin'), ('licin', 'di'), ('di', 'hok'), ('hok', 'telalu'), ('telalu', 'banyak'), ('banyak', 'stun'), ('stun',), ('sama',), ('sama', 'kasih'), ('kasih', 'item'), ('item', 'pengurangan'), ('pengurangan', 'cc'), ('cc', 'selain'), ('selain', 'sepatu'), ('sepatu',), ('sama',), ('sama', 'hero'), ('hero', 'sekelas'), ('sekelas', 'sangguan'), ('sangguan', 'ulti'), ('ulti', 'bisa'), ('bisa', 'reset'), ('reset', 'bila'), ('bila', 'kill'), ('kill', 'musuh'), ('musuh', 'ini'), ('ini', 'hero'), ('hero', 'bergantung'), ('bergantung', 'sama'), ('sama', 'ulti'), ('ulti',), ('dan',), ('dan', 'beberapa'), ('beberapa', 'hero'), ('hero', 'terlalu'), ('terlalu', 'membutuhkan'), ('membutuhkan', 'ulti'), ('ulti', 'dibikin'), ('dibikin', 'balance'), ('balance', 'biar'), ('biar', 'agak'), ('agak', 'sedikit'), ('sedikit', 'sustand'), ('sustand', 'pas'), ('pas', 'team'), ('team', 'fight'), ('fight',), ('sama',), ('sama', 'arcana'), ('arcana', 'tambahin'), ('tambahin', 'spellvamp'), ('spellvamp', 'physical'), ('physical', 'udah'), ('udah', 'itu'), ('itu', 'aja'), ('aja', 'masukan'), ('masukan', 'dari'), ('dari', 'saya'), ('saya', 'terimakasih')]","[('animasi', 'delay'), ('delay', 'skill'), ('skill', 'dan'), ('dan', 'gera'), ('gera', 'di'), ('di', 'cepat'), ('cepat', 'buat'), ('buat', 'beberapa'), ('beberapa', 'hero'), ('hero', 'licin'), ('licin', 'di'), ('di', 'hok'), ('hok', 'talu'), ('talu', 'banyak'), ('banyak', 'stun'), ('stun',), ('sama',), ('sama', 'kasih'), ('kasih', 'item'), ('item', 'kurang'), ('kurang', 'cc'), ('cc', 'selain'), ('selain', 'sepatu'), ('sepatu',), ('sama',), ('sama', 'hero'), ('hero', 'kelas'), ('kelas', 'sangguan'), ('sangguan', 'ulti'), ('ulti', 'bisa'), ('bisa', 'reset'), ('reset', 'bila'), ('bila', 'kill'), ('kill', 'musuh'), ('musuh', 'ini'), ('ini', 'hero'), ('hero', 'gantung'), ('gantung', 'sama'), ('sama', 'ulti'), ('ulti',), ('dan',), ('dan', 'beberapa'), ('beberapa', 'hero'), ('hero', 'terlalu'), ('terlalu', 'butuh'), ('butuh', 'ulti'), ('ulti', 'bikin'), ('bikin', 'balance'), ('balance', 'biar'), ('biar', 'agak'), ('agak', 'sedikit'), ('sedikit', 'sustand'), ('sustand', 'pas'), ('pas', 'team'), ('team', 'fight'), ('fight',), ('sama',), ('sama', 'arcana'), ('arcana', 'tambahin'), ('tambahin', 'spellvamp'), ('spellvamp', 'physical'), ('physical', 'udah'), ('udah', 'itu'), ('itu', 'aja'), ('aja', 'masuk'), ('masuk', 'dari'), ('dari', 'saya'), ('saya', 'terimakasih')]","[('animasi', 'delay'), ('delay', 'skill'), ('skill', 'dan'), ('dan', 'gera'), ('gera', 'di'), ('di', 'cepat'), ('cepat', 'buat'), ('buat', 'beberapa'), ('beberapa', 'hero'), ('hero', 'licin'), ('licin', 'di'), ('di', 'hok'), ('hok', 'talu'), ('talu', 'banyak'), ('banyak', 'stun'), ('stun',), ('sama',), ('sama', 'kasih'), ('kasih', 'item'), ('item', 'kurang'), ('kurang', 'cc'), ('cc', 'selain'), ('selain', 'sepatu'), ('sepatu',), ('sama',), ('sama', 'hero'), ('hero', 'kelas'), ('kelas', 'sangguan'), ('sangguan', 'ulti'), ('ulti', 'bisa'), ('bisa', 'reset'), ('reset', 'bila'), ('bila', 'kill'), ('kill', 'musuh'), ('musuh', 'ini'), ('ini', 'hero'), ('hero', 'gantung'), ('gantung', 'sama'), ('sama', 'ulti'), ('ulti',), ('dan',), ('dan', 'beberapa'), ('beberapa', 'hero'), ('hero', 'terlalu'), ('terlalu', 'butuh'), ('butuh', 'ulti'), ('ulti', 'bikin'), ('bikin', 'balance'), ('balance', 'biar'), ('biar', 'agak'), ('agak', 'sedikit'), ('sedikit', 'sustand'), ('sustand', 'pas'), ('pas', 'team'), ('team', 'fight'), ('fight',), ('sama',), ('sama', 'arcana'), ('arcana', 'tambahin'), ('tambahin', 'spellvamp'), ('spellvamp', 'physical'), ('physical', 'udah'), ('udah', 'itu'), ('itu', 'aja'), ('aja', 'masuk'), ('masuk', 'dari'), ('dari', 'saya'), ('saya', 'terimakasih')]","[('animasi', 'delay'), ('delay', 'skill'), ('skill', 'dan'), ('dan', 'gera'), ('gera', 'di'), ('di', 'cepat'), ('cepat', 'buat'), ('buat', 'beberapa'), ('beberapa', 'hero'), ('hero', 'licin'), ('licin', 'di'), ('di', 'hok'), ('hok', 'talu'), ('talu', 'banyak'), ('banyak', 'stun'), ('stun',), ('sama',), ('sama', 'kasih'), ('kasih', 'item'), ('item', 'kurang'), ('kurang', 'cc'), ('cc', 'selain'), ('selain', 'sepatu'), ('sepatu',), ('sama',), ('sama', 'hero'), ('hero', 'kelas'), ('kelas', 'sangguan'), ('sangguan', 'ulti'), ('ulti', 'bisa'), ('bisa', 'reset'), ('reset', 'bila'), ('bila', 'kill'), ('kill', 'musuh'), ('musuh', 'ini'), ('ini', 'hero'), ('hero', 'gantung'), ('gantung', 'sama'), ('sama', 'ulti'), ('ulti',), ('dan',), ('dan', 'beberapa'), ('beberapa', 'hero'), ('hero', 'terlalu'), ('terlalu', 'butuh'), ('butuh', 'ulti'), ('ulti', 'bikin'), ('bikin', 'balance'), ('balance', 'biar'), ('biar', 'agak'), ('agak', 'sedikit'), ('sedikit', 'sustand'), ('sustand', 'pas'), ('pas', 'team'), ('team', 'fight'), ('fight',), ('sama',), ('sama', 'arcana'), ('arcana', 'tambahin'), ('tambahin', 'spellvamp'), ('spellvamp', 'physical'), ('physical', 'udah'), ('udah', 'itu'), ('itu', 'aja'), ('aja', 'masuk'), ('masuk', 'dari'), ('dari', 'saya'), ('saya', 'terimakasih')]"
Iron Man,tolong di perbaiki masalh jaringan nya. sangat menggangu saat lagi main rank,11.1.1.4,tolong di perbaiki masalh jaringan nya. sangat menggangu saat lagi main rank,"[('tolong', 'di'), ('di', 'perbaiki'), ('perbaiki', 'masalh'), ('masalh', 'jaringan'), ('jaringan', 'nya'), ('nya', '.'), ('.', 'sangat'), ('sangat', 'menggangu'), ('menggangu', 'saat'), ('saat', 'lagi'), ('lagi', 'main'), ('main', 'rank')]","[('tolong', 'di'), ('di', 'perbaiki'), ('perbaiki', 'masalh'), ('masalh', 'jaringan'), ('jaringan', 'nya'), ('nya',), ('sangat',), ('sangat', 'menggangu'), ('menggangu', 'saat'), ('saat', 'lagi'), ('lagi', 'main'), ('main', 'rank')]","[('tolong', 'di'), ('di', 'baik'), ('baik', 'masalh'), ('masalh', 'jaring'), ('jaring', 'nya'), ('nya',), ('sangat',), ('sangat', 'menggangu'), ('menggangu', 'saat'), ('saat', 'lagi'), ('lagi', 'main'), ('main', 'rank')]","[('tolong', 'di'), ('di', 'baik'), ('baik', 'masalh'), ('masalh', 'jaring'), ('jaring', 'nya'), ('nya',), ('sangat',), ('sangat', 'menggangu'), ('menggangu', 'saat'), ('saat', 'lagi'), ('lagi', 'main'), ('main', 'rank')]","[('tolong', 'di'), ('di', 'baik'), ('baik', 'masalh'), ('masalh', 'jaring'), ('jaring', 'nya'), ('nya',), ('sangat',), ('sangat', 'menggangu'), ('menggangu', 'saat'), ('saat', 'lagi'), ('lagi', 'main'), ('main', 'rank')]"
Deswa 1234,gamenya bagus sekali tapi saya HP Samsung tapi saya HP Samsung Apakah kuat,,gamenya bagus sekali tapi saya hp samsung tapi saya hp samsung apakah kuat,"[('gamenya', 'bagus'), ('bagus', 'sekali'), ('sekali', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'apakah'), ('apakah', 'kuat')]","[('gamenya', 'bagus'), ('bagus', 'sekali'), ('sekali', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'apakah'), ('apakah', 'kuat')]","[('gamenya', 'bagus'), ('bagus', 'sekali'), ('sekali', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'apakah'), ('apakah', 'kuat')]","[('gamenya', 'bagus'), ('bagus', 'sekali'), ('sekali', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'apakah'), ('apakah', 'kuat')]","[('gamenya', 'bagus'), ('bagus', 'sekali'), ('sekali', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'tapi'), ('tapi', 'saya'), ('saya', 'hp'), ('hp', 'samsung'), ('samsung', 'apakah'), ('apakah', 'kuat')]"
Reza Alvaro,game banyak bug ny jaringan nya rusak,11.1.1.4,game banyak bug ny jaringan nya rusak,"[('game', 'banyak'), ('banyak', 'bug'), ('bug', 'ny'), ('ny', 'jaringan'), ('jaringan', 'nya'), ('nya', 'rusak')]","[('game', 'banyak'), ('banyak', 'bug'), ('bug', 'ny'), ('ny', 'jaringan'), ('jaringan', 'nya'), ('nya', 'rusak')]","[('game', 'banyak'), ('banyak', 'bug'), ('bug', 'ny'), ('ny', 'jaring'), ('jaring', 'nya'), ('nya', 'rusak')]","[('game', 'banyak'), ('banyak', 'bug'), ('bug', 'ny'), ('ny', 'jaring'), ('jaring', 'nya'), ('nya', 'rusak')]","[('game', 'banyak'), ('banyak', 'bug'), ('bug', 'ny'), ('ny', 'jaring'), ('jaring', 'nya'), ('nya', 'rusak')]"
FAIDAH faidah,bagusss bgt ada hewan lucu pula di hok,,bagusss bgt ada hewan lucu pula di hok,"[('bagusss', 'bgt'), ('bgt', 'ada'), ('ada', 'hewan'), ('hewan', 'lucu'), ('lucu', 'pula'), ('pula', 'di'), ('di', 'hok')]","[('bagus', 'bgt'), ('bgt', 'ada'), ('ada', 'hewan'), ('hewan', 'lucu'), ('lucu', 'pula'), ('pula', 'di'), ('di', 'hok')]","[('bagus', 'bgt'), ('bgt', 'ada'), ('ada', 'hewan'), ('hewan', 'lucu'), ('lucu', 'pula'), ('pula', 'di'), ('di', 'hok')]","[('bagus', 'bgt'), ('bgt', 'ada'), ('ada', 'hewan'), ('hewan', 'lucu'), ('lucu', 'pula'), ('pula', 'di'), ('di', 'hok')]","[('bagus', 'bgt'), ('bgt', 'ada'), ('ada', 'hewan'), ('hewan', 'lucu'), ('lucu', 'pula'), ('pula', 'di'), ('di', 'hok')]"
Muhammad Yasir yahya Yasir,seru......,,seru......,"[('seru', '......')]","[('seru',)]","[('seru',)]","[('seru',)]","[('seru',)]"
Feriando Agis,sangat cocok bagi yg ls di mlbb 🥰🥰,11.1.1.4,sangat cocok bagi yg ls di mlbb 🥰🥰,"[('sangat', 'cocok'), ('cocok', 'bagi'), ('bagi', 'yg'), ('yg', 'ls'), ('ls', 'di'), ('di', 'mlbb'), ('mlbb', '🥰🥰')]","[('sangat', 'cocok'), ('cocok', 'bagi'), ('bagi', 'yg'), ('yg', 'ls'), ('ls', 'di'), ('di', 'mlbb'), ('mlbb',)]","[('sangat', 'cocok'), ('cocok', 'bagi'), ('bagi', 'yg'), ('yg', 'ls'), ('ls', 'di'), ('di', 'mlbb'), ('mlbb',)]","[('sangat', 'cocok'), ('cocok', 'bagi'), ('bagi', 'yg'), ('yg', 'ls'), ('ls', 'di'), ('di', 'mlbb'), ('mlbb',)]","[('sangat', 'cocok'), ('cocok', 'bagi'), ('bagi', 'yg'), ('yg', 'ls'), ('ls', 'di'), ('di', 'mlbb'), ('mlbb',)]"
VANDER 7070,saya suka,,saya suka,"[('saya', 'suka')]","[('saya', 'suka')]","[('saya', 'suka')]","[('saya', 'suka')]","[('saya', 'suka')]"
